Gen	t_n5	t_n6	t_n7	mu
50000	5.8365702	4.5612828	4.4492951	0.0556844
51000	5.8258458	4.7863360	4.2548412	0.0627686
52000	5.8420210	4.7580623	4.2517256	0.0237216
53000	5.7888136	5.6732519	4.5149796	0.1975184
54000	5.8871555	5.6632381	4.2342312	0.0902323
55000	5.8282562	4.6210555	4.1292920	0.0365752
56000	5.8825376	4.6803833	4.3924849	0.0638988
57000	5.8165846	5.5816526	4.4382182	0.0947591
58000	5.8665727	5.8101306	4.3872805	0.0082191
59000	5.8315731	4.6055129	4.2259402	0.0617129
60000	5.7328454	4.6383429	4.2086384	0.0112260
61000	5.8379841	4.6696569	4.4578460	0.1492637
62000	5.8059490	4.3399490	4.2095232	0.0660488
63000	5.8503249	5.3893794	4.3424719	0.0625516
64000	5.9275973	4.7373036	4.1826733	0.0349279
65000	5.8000844	4.4836500	4.4284807	0.0610359
66000	5.8430884	4.8052338	4.4349281	0.0435001
67000	5.8469356	4.8936375	4.2029113	0.0335047
68000	5.8816919	4.8264852	4.1787559	0.0669968
69000	5.7345607	5.3831822	4.3575496	0.0482613
70000	5.7153056	5.0010135	4.2816123	0.0685688
71000	5.8226244	5.0392527	4.3758413	0.0341796
72000	5.8600480	5.6516809	4.1278591	0.0079390
73000	5.7449275	4.5523732	4.2130243	0.1905464
74000	5.8605339	5.8533163	4.2461338	0.0615078
75000	5.8439309	4.5840683	4.3846957	0.0270862
76000	5.7154929	4.9309664	4.1879035	0.0169102
77000	5.8340284	4.7921531	4.4466548	0.0324137
78000	5.7466692	4.2655890	4.1768347	0.1575239
79000	5.8796070	4.8317059	4.3790690	0.0241916
80000	5.8591735	4.9698760	4.1536292	0.0684154
81000	5.8271367	5.7986308	4.2100955	0.0414548
82000	5.8226033	4.8771711	4.5102723	0.0713444
83000	5.8130683	5.1119671	4.3780761	0.0217187
84000	5.7558096	4.9678694	4.4680000	0.0190362
85000	5.8066041	4.4830137	4.2891384	0.0726564
86000	5.9130233	4.9096162	4.3154793	0.0345396
87000	5.8862000	5.6730114	4.4749339	0.0306134
88000	5.8562786	4.1850509	4.1812634	0.0290965
89000	5.9787054	5.2632551	4.1657224	0.0872899
90000	5.8696937	5.4952559	4.3485667	0.0651671
91000	5.8772504	5.3849853	4.3459378	0.0575664
92000	5.8108600	5.7432019	4.1538236	0.0161355
93000	5.8163805	4.9288258	4.1698512	0.2146765
94000	5.7975564	5.7698583	4.3433937	0.0211786
95000	5.8270182	5.3731758	4.4838902	0.1129901
96000	5.9074095	4.3136675	4.1612308	0.0878353
97000	5.6976020	5.0245416	4.1612152	0.0469372
98000	5.7864874	5.5948574	4.1547270	0.0097182
99000	5.8652791	5.4024095	4.1230180	0.0718759
100000	5.7844648	5.1372967	4.4761212	0.0148776
101000	5.9033063	5.3004767	4.4160390	0.0169070
102000	5.8122236	5.6555372	4.3824510	0.0531128
103000	5.8237768	4.6911180	4.4494362	0.0577696
104000	5.8831351	5.7447047	4.3481361	0.0546318
105000	5.8459484	4.9385635	4.1420158	0.0258158
106000	5.7608006	5.0567128	4.3466154	0.0514972
107000	5.8823333	5.1316585	4.1925993	0.0497350
108000	5.9272337	5.6283804	4.1455490	0.0407128
109000	5.8224998	4.4553166	4.2442058	0.0916192
110000	5.8634676	4.5099813	4.3504627	0.0567904
111000	5.8332343	4.8976419	4.2514662	0.0475054
112000	5.8414720	4.8921205	4.5169155	0.1129699
113000	5.8810603	5.8789462	4.1296319	0.0273043
114000	5.7802454	4.1428070	4.1408993	0.0415961
115000	5.8869998	5.6769690	4.1205506	0.1226746
116000	5.8438540	4.8352152	4.2351683	0.0267168
117000	5.8539153	5.0952979	4.3520689	0.0405285
118000	5.8790738	5.3639608	4.2188067	0.1181283
119000	5.7771129	4.9075087	4.5262240	0.0666629
120000	5.7777784	4.6987290	4.3400087	0.1168290
121000	5.8577436	5.5316612	4.2662694	0.0929818
122000	5.9024762	5.5473209	4.4526900	0.1300459
123000	5.8957372	5.6408164	4.3691357	0.0343361
124000	5.6898263	4.5388077	4.1425976	0.0291802
125000	5.7512546	5.2422459	4.4871236	0.0390879
126000	5.7869941	5.4816659	4.4724343	0.1036912
127000	5.8715767	5.0228772	4.3722561	0.0274269
128000	5.8372689	5.5814862	4.4224326	0.0379857
129000	5.7916995	4.1586926	4.1557631	0.0302255
130000	5.7900451	4.6164486	4.4994793	0.0474156
131000	5.9480606	4.5090775	4.4694611	0.0114599
132000	5.8083572	5.5317949	4.1867654	0.0614362
133000	5.8725220	5.6917552	4.4728623	0.0198258
134000	5.8060700	5.0804937	4.3135125	0.1434567
135000	5.8610604	5.6109752	4.1517420	0.0479175
136000	5.9470284	4.7148753	4.3717136	0.0500634
137000	5.7986118	5.3757458	4.4106934	0.1255777
138000	5.8264940	5.4487913	4.2704365	0.0473061
139000	5.7894988	5.0915141	4.3549598	0.0434998
140000	5.8220632	4.7965432	4.2711889	0.0372729
141000	5.9844322	5.6948659	4.3357726	0.0230892
142000	5.8301305	4.9901624	4.4355341	0.0272910
143000	5.8361009	5.2687177	4.1762534	0.0834208
144000	5.7767373	5.2348224	4.1788859	0.0373151
145000	5.8164667	4.8815327	4.3416767	0.0907640
146000	5.8759171	5.6007103	4.3076570	0.0363449
147000	5.9389954	4.8610887	4.3113096	0.0142366
148000	5.8346029	5.6473091	4.3396545	0.0695604
149000	5.8844799	5.4037121	4.3339346	0.0229306
150000	5.8817274	4.7047399	4.4849622	0.1293897
151000	5.7465269	4.5979941	4.4313364	0.0318426
152000	5.8213870	4.5567549	4.5152151	0.0573102
153000	5.8716865	4.5844813	4.3076247	0.2435928
154000	5.9135655	5.6850856	4.1742245	0.0263000
155000	5.7793757	5.0062700	4.2801386	0.0138060
156000	5.6873525	5.2401433	4.4978096	0.0417903
157000	5.9952349	5.7165270	4.1893034	0.0464534
158000	5.8796221	5.6854957	4.4206667	0.0718914
159000	5.7427581	4.3379352	4.2779510	0.0499836
160000	6.0019191	4.7064070	4.1292044	0.0361945
161000	5.8791306	4.8630524	4.1345552	0.0342862
162000	5.8346763	5.2281916	4.3538652	0.0428754
163000	5.8624437	4.4905443	4.3441742	0.0785962
164000	5.7858982	5.7159286	4.4142250	0.0472291
165000	5.8363645	4.9693461	4.2033633	0.0372701
166000	5.8677652	4.2393696	4.2340296	0.0212493
167000	5.8191486	4.8911930	4.3765518	0.0085199
168000	5.8194517	5.0463213	4.1351791	0.0732932
169000	5.8388120	5.8358039	4.5047065	0.0535795
170000	5.8219260	4.6981394	4.3215754	0.0316669
171000	5.8089648	4.8531356	4.2773176	0.1273993
172000	5.8426509	5.6866324	4.5149283	0.0284073
173000	5.8453576	4.1874477	4.1521613	0.0365237
174000	5.9055748	4.4707238	4.2138359	0.0606301
175000	5.8794127	4.5006031	4.0926923	0.1117216
176000	5.9112459	4.4186718	4.2755271	0.0681526
177000	5.8960246	5.1335065	4.5052920	0.0248165
178000	5.8680546	5.2158730	4.2579199	0.0808664
179000	5.8182866	4.4787331	4.2062727	0.0392092
180000	5.8380578	4.6404064	4.4854625	0.0199091
181000	5.7600740	4.5017112	4.3370047	0.0591180
182000	5.8033238	5.5167227	4.3918096	0.0184032
183000	5.7937687	5.6196527	4.4242698	0.0716223
184000	5.7891371	5.2586447	4.2887289	0.0166172
185000	5.8221582	5.7082573	4.4106995	0.0579077
186000	5.8525073	5.6353479	4.4296541	0.0558552
187000	5.8773412	4.9600633	4.1654183	0.0413818
188000	5.9146512	5.7348792	4.4603791	0.1195847
189000	5.8167118	4.9324327	4.4980536	0.0163030
190000	5.8300230	5.3580701	4.4646903	0.0829021
191000	5.7262550	5.1353208	4.3204064	0.0678329
192000	5.8364522	5.5808230	4.3419780	0.0863089
193000	5.9975990	4.4690853	4.1192203	0.0407760
194000	5.8601991	4.6418781	4.4154728	0.1583678
195000	5.8361855	4.5024974	4.2475361	0.1488472
196000	5.7893293	5.4307310	4.4573892	0.1101065
197000	5.7880297	4.5804008	4.4451738	0.0940985
198000	5.8183687	4.8269301	4.1477072	0.0218735
199000	5.8507196	4.7893378	4.4398247	0.0314694
200000	5.8211056	4.8556432	4.4871059	0.0131752
201000	5.8540483	4.9953755	4.1378450	0.1344243
202000	5.8253133	4.5999528	4.4523530	0.0618640
203000	5.8069165	5.5061304	4.2564295	0.0383743
204000	5.8455524	4.2582355	4.0980507	0.0270549
205000	5.8679065	5.3543171	4.2440141	0.0315851
206000	5.9221848	4.8656553	4.3732214	0.0605004
207000	5.8584965	4.9161755	4.4598312	0.1259068
208000	5.8561022	4.6557008	4.3158753	0.0756003
209000	5.8381521	4.2242775	4.1946597	0.0630710
210000	5.8935307	4.9343624	4.2503911	0.1523202
211000	5.7541966	5.4335986	4.0979465	0.0563545
212000	5.8893387	4.9208180	4.2618923	0.0397420
213000	5.7528053	5.2734491	4.3013736	0.0487543
214000	5.8483847	5.8153883	4.2911797	0.1695407
215000	5.8476653	4.9171989	4.4277069	0.0190016
216000	5.8186957	5.7516047	4.2988926	0.0205847
217000	5.8430624	5.2177721	4.1405631	0.0525349
218000	5.8301044	4.8670172	4.4032610	0.1247314
219000	5.8564239	4.9670229	4.5033012	0.0594265
220000	5.8532050	5.1641587	4.4456087	0.0664767
221000	5.8553411	4.7469463	4.4456925	0.1701233
222000	5.8059471	5.5478770	4.2737246	0.0524844
223000	5.8540845	5.5195377	4.4106590	0.0498834
224000	5.7536137	4.5775066	4.4812586	0.0783977
225000	5.8730267	5.1337727	4.3095647	0.0526231
226000	5.8269876	4.1636721	4.1538074	0.0358278
227000	5.8171623	5.7652737	4.1627308	0.0676290
228000	5.8662601	5.6551097	4.4123193	0.0839003
229000	5.8811211	4.4830757	4.3796007	0.1277018
230000	5.7035481	4.7227851	4.2410447	0.0607194
231000	5.7632772	5.4211999	4.5264113	0.0148453
232000	5.8120753	4.8168787	4.2006988	0.1826491
233000	5.7563448	5.2194636	4.4414691	0.0320349
234000	5.8467538	4.3439174	4.1873390	0.0994819
235000	5.8108904	4.6142721	4.4817715	0.0487653
236000	5.8378813	4.2104809	4.1491566	0.1097246
237000	5.7021706	4.4163535	4.1664332	0.0540389
238000	5.8715289	5.8567233	4.2249477	0.0192184
239000	5.9318293	5.1371593	4.5250145	0.0418886
240000	5.8126710	4.3624395	4.3011528	0.1544497
241000	5.8977732	5.4966270	4.3177470	0.0755111
242000	5.8157972	4.3504800	4.2374447	0.0451616
243000	5.9355842	5.5384855	4.5044552	0.1299076
244000	5.8581953	4.4258753	4.2133273	0.0173688
245000	5.8309487	4.5591013	4.4476058	0.0444734
246000	5.9616473	5.4221206	4.2966634	0.0293916
247000	5.9179788	5.6729366	4.2619725	0.0330089
248000	5.9793912	5.6277312	4.1365854	0.0234950
249000	5.9111220	4.2691860	4.2313000	0.0711043
250000	5.7794221	4.5669345	4.2604388	0.0431107
251000	5.8365193	4.9218667	4.4851500	0.0336995
252000	5.8229833	4.1884497	4.1833951	0.0450450
253000	5.8451538	4.5037686	4.1311389	0.1652102
254000	5.8663280	5.5226925	4.1291435	0.0168834
255000	5.9649112	5.2988629	4.3610694	0.0815022
256000	5.7713337	4.8281021	4.2632782	0.0545751
257000	5.8257198	5.0502602	4.1999237	0.0059153
258000	5.7721006	4.8188340	4.5317685	0.0348827
259000	5.8062601	4.4247470	4.3298060	0.0365924
260000	5.8581515	4.5993747	4.1366532	0.1063676
261000	5.7729811	4.4485957	4.2435968	0.0182954
262000	5.7889125	5.0386205	4.2871070	0.0357354
263000	5.8611528	4.4287636	4.3204358	0.1649755
264000	5.9155643	5.6242761	4.3935957	0.0218970
265000	5.8437259	4.5608744	4.4247327	0.0747030
266000	5.7704428	5.4919007	4.3677872	0.0355702
267000	5.8108126	5.7091408	4.1397387	0.0876390
268000	5.7754536	5.5496395	4.2741245	0.2427802
269000	5.7779633	4.9240017	4.3427029	0.1814608
270000	5.7691244	4.4153089	4.3572828	0.0660352
271000	5.9301529	5.8451381	4.1596540	0.0441788
272000	5.8073771	5.7916247	4.1838194	0.0908212
273000	5.8551191	4.4664285	4.2829666	0.0773673
274000	5.8509206	4.2636262	4.1255687	0.0121648
275000	5.8457104	5.0458466	4.3679085	0.1285009
276000	5.8833586	5.2573323	4.2286226	0.0405710
277000	5.8899526	5.7693452	4.3427757	0.0556212
278000	5.8251641	4.3909655	4.3365950	0.1175141
279000	5.7451399	4.1814340	4.1121351	0.0138724
280000	5.8801453	5.2564749	4.4340042	0.1599334
281000	5.8383786	4.2205860	4.1250657	0.0719098
282000	5.8707522	4.4705240	4.3445031	0.1281445
283000	5.7268073	4.9620577	4.4674167	0.0290065
284000	5.8397608	5.6215285	4.3644312	0.0395814
285000	5.8971646	5.0625244	4.4156257	0.0860280
286000	5.8028226	4.8213050	4.1457022	0.0597059
287000	5.7649279	4.3528513	4.3086206	0.0525986
288000	5.8185034	5.0786800	4.3220505	0.1140444
289000	5.8555571	4.7414590	4.4259514	0.0454210
290000	5.8797569	5.5089495	4.3384315	0.0430878
291000	5.7932813	4.7397844	4.2278378	0.0825179
292000	5.7772248	4.4195517	4.3069235	0.0496446
293000	5.7571356	5.1726355	4.2385535	0.0410115
294000	5.8470178	4.7558872	4.1429323	0.0185756
295000	5.7079508	5.1288148	4.4920644	0.0278833
296000	5.7402106	4.9875473	4.4888055	0.0654130
297000	5.7286523	5.0684317	4.3477448	0.1422632
298000	5.8628253	5.6490057	4.1883407	0.0216130
299000	5.8046388	5.2601625	4.4697089	0.2568106
300000	5.8456546	5.0678512	4.5103372	0.0323699
301000	5.8230963	4.9585915	4.4937607	0.0124478
302000	5.9371438	4.4969724	4.2799317	0.0610083
303000	5.7809339	4.4521478	4.3559300	0.0681538
304000	5.8193534	5.1262879	4.1953494	0.0033212
305000	5.8926082	5.6271926	4.3542093	0.0142199
306000	5.7064580	4.3148327	4.1474389	0.0271699
307000	5.8987113	4.6470720	4.1701050	0.0298472
308000	5.8910413	5.1893955	4.3264512	0.1258269
309000	5.9088546	5.2318215	4.2452914	0.0787972
310000	5.8530423	5.1344401	4.4911713	0.1396698
311000	5.9022694	5.3802235	4.3168638	0.0529762
312000	5.7564627	4.5661943	4.3739306	0.0448451
313000	5.8590866	4.5023554	4.4279463	0.0275929
314000	5.8480543	4.2926017	4.1358406	0.0118460
315000	5.8128258	5.1206799	4.1721132	0.0933026
316000	5.9707391	5.0625133	4.2347074	0.0369602
317000	5.8803138	4.5660667	4.1692761	0.0198212
318000	5.9619926	5.0969897	4.4830185	0.0483253
319000	5.7679191	5.6429234	4.4957983	0.0335343
320000	5.7472131	4.7168515	4.1744690	0.0591562
321000	5.8649198	4.5440738	4.4258581	0.1131539
322000	5.7965424	5.1963482	4.3058454	0.0621667
323000	5.8398529	5.8087183	4.4584521	0.0266448
324000	5.8157253	5.3521845	4.3177903	0.0419444
325000	5.8625239	4.7881133	4.2141480	0.0930285
326000	5.8651311	5.0797258	4.2440379	0.1003290
327000	5.7845920	4.7919403	4.3380251	0.0831551
328000	5.8939224	4.7903799	4.1401688	0.0172477
329000	5.8853235	5.8476066	4.3470446	0.0523924
330000	5.9125135	4.2875690	4.2392515	0.2057097
331000	5.8723640	5.5522136	4.4750071	0.0315070
332000	5.8049468	5.5045886	4.4992962	0.1735643
333000	5.8319388	4.2533585	4.1949837	0.0414578
334000	5.9037749	5.6391462	4.2902473	0.0286632
335000	5.7110520	4.7501331	4.3255741	0.0787174
336000	5.6704203	5.5688608	4.1849993	0.0897171
337000	5.6773822	4.4893464	4.2783741	0.0888507
338000	5.8308504	4.3121866	4.2925499	0.0401685
339000	5.8107190	4.7633570	4.5120709	0.0381070
340000	5.8758038	5.5051535	4.4679995	0.1224030
341000	5.8795002	4.5731755	4.1783307	0.0911559
342000	5.8910102	5.4410849	4.2984048	0.0871255
343000	5.8588562	4.5265590	4.2690112	0.1078321
344000	5.8681745	4.7139794	4.3982475	0.0333619
345000	5.9337670	4.6774148	4.1793076	0.0754598
346000	5.9782435	4.8382811	4.5167916	0.1762221
347000	5.8515727	5.1210186	4.1417869	0.0104540
348000	5.7468448	5.4034571	4.4706913	0.0791179
349000	5.8969449	5.4850737	4.3516009	0.0042510
350000	5.8086321	5.5224136	4.4137456	0.0488793
351000	5.8566314	4.9959164	4.1675484	0.0410904
352000	5.9074419	4.6024189	4.1723711	0.0517279
353000	5.9366295	4.6540036	4.1405205	0.0642028
354000	5.8842766	5.7246435	4.3033066	0.1087300
355000	5.8456541	5.0737429	4.3926446	0.0393900
356000	5.8164966	4.8057290	4.4548872	0.0272427
357000	5.7926499	4.9177489	4.4621933	0.0075433
358000	5.8876590	5.0980058	4.5249398	0.0295509
359000	5.9454857	5.5134160	4.2952111	0.0775546
360000	5.8081798	5.7763497	4.2721880	0.1710060
361000	5.8159683	5.7720105	4.2127837	0.0225207
362000	5.8854205	4.5256355	4.5247311	0.1549085
363000	5.8408711	5.0994522	4.1571716	0.0219683
364000	5.8466354	4.8554577	4.1548444	0.2070355
365000	5.8153387	5.4855851	4.4653963	0.0812556
366000	5.7707299	5.0744769	4.3832695	0.0296916
367000	5.9776969	5.5801458	4.3119032	0.0808266
368000	5.9232862	4.3260876	4.1821987	0.0287014
369000	5.8455438	4.7950435	4.3568274	0.0185448
370000	5.8843767	5.2161883	4.2234215	0.0473147
371000	5.8296571	4.8925574	4.4118866	0.0425971
372000	5.8684384	5.2798093	4.1378436	0.1321308
373000	5.8499657	5.6653544	4.4476116	0.1177849
374000	5.8263349	5.3804109	4.1142704	0.0515380
375000	5.8042207	5.3443801	4.4723290	0.0208491
376000	5.8808565	5.2664636	4.3506870	0.0208653
377000	5.9185743	5.8495109	4.1443623	0.0487571
378000	5.7310264	4.8299790	4.3903947	0.0522502
379000	5.7536608	4.5933624	4.5234871	0.0233956
380000	5.9226856	5.0459192	4.3602070	0.0447955
381000	5.8658424	5.0440298	4.5009764	0.0704342
382000	5.8133386	5.3738005	4.5008376	0.1483750
383000	5.7753806	4.9561093	4.2583063	0.0288216
384000	5.9318703	5.6824493	4.3575691	0.0353911
385000	5.8113130	5.5843076	4.2366795	0.1260747
386000	5.7736087	5.3688111	4.4961987	0.0771158
387000	5.8408129	4.3281311	4.1904650	0.0752759
388000	5.7736908	5.1154194	4.1798529	0.0611790
389000	5.7315654	5.2728990	4.4152867	0.0472065
390000	5.9523573	5.0713618	4.4671425	0.0203819
391000	5.7708352	5.7017714	4.1791889	0.0390792
392000	5.8037891	4.7389689	4.3463448	0.1151814
393000	5.7641104	4.7370347	4.4066147	0.0052399
394000	5.9052943	5.4514763	4.1411904	0.0489611
395000	5.8171146	5.5066134	4.1704893	0.1784534
396000	5.9088395	4.8163395	4.1461850	0.0092795
397000	5.8480623	5.5200327	4.5113915	0.0029062
398000	5.9036970	4.8060996	4.2506808	0.0646460
399000	5.8459009	4.4981657	4.1739612	0.0100455
400000	5.8922521	4.9440067	4.2226982	0.0318947
401000	5.9481995	5.9076761	4.4226389	0.0262889
402000	5.7893240	5.7704157	4.3724464	0.0661153
403000	5.8952094	5.4966844	4.3126996	0.2209373
404000	5.7852702	5.6407227	4.3990090	0.0477616
405000	5.8739286	5.5687984	4.4211434	0.1406641
406000	5.7904857	4.4749170	4.2726577	0.0944610
407000	5.8531042	4.3001744	4.1954983	0.0183593
408000	5.8277329	4.7645605	4.3215518	0.0735230
409000	5.7705178	4.9966982	4.1799127	0.1858319
410000	5.7314915	4.7249422	4.1866131	0.0472502
411000	5.8131799	4.7137747	4.1404226	0.0686593
412000	5.8934329	5.0708494	4.4229159	0.0909770
413000	5.8353668	4.5778212	4.1782832	0.0725406
414000	5.8411036	5.2461110	4.3540423	0.1218239
415000	5.7116941	5.3554346	4.3950262	0.0158441
416000	5.8254121	4.7018071	4.4164488	0.0388423
417000	5.7518778	4.8780463	4.4446795	0.0382880
418000	5.7723891	5.5038243	4.3591309	0.0424733
419000	5.8679806	4.7305877	4.3734067	0.0973993
420000	5.8953199	5.2186071	4.5447845	0.0404761
421000	5.8174789	4.4968834	4.2776755	0.0433626
422000	5.8068324	4.7535885	4.4601504	0.0147666
423000	5.8886848	5.8540037	4.3180089	0.1230710
424000	5.8019427	5.7075655	4.5008371	0.0822368
425000	5.8600905	4.5260901	4.1432798	0.0297496
426000	5.7980257	5.7175483	4.4482887	0.0862438
427000	5.8414945	5.4009050	4.3703954	0.0512616
428000	5.8156364	4.5498977	4.4936975	0.0061964
429000	5.8061125	4.3260694	4.2719581	0.0776029
430000	5.7654985	5.0862947	4.1271542	0.0987965
431000	5.7967200	4.7040381	4.4630236	0.0635579
432000	5.7642722	5.3479379	4.4267210	0.0904864
433000	5.8504597	4.5372788	4.5181273	0.0610780
434000	5.8719286	4.3715759	4.2721780	0.1237943
435000	5.8283002	5.1491639	4.2268550	0.1013149
436000	5.8359188	5.3044874	4.3529375	0.1515375
437000	5.7787625	4.6876980	4.5209721	0.0304133
438000	5.8793861	5.5416778	4.2744273	0.0724957
439000	5.7147661	4.9167777	4.3499321	0.0515090
440000	5.8366317	5.2143367	4.5095924	0.0577532
441000	5.8589077	5.5815059	4.4858271	0.0760280
442000	5.8450657	4.5642798	4.4320801	0.0481716
443000	5.7906998	5.7842677	4.2225485	0.0575780
444000	5.8787495	4.9635284	4.5231230	0.0095192
445000	5.8492476	5.5863977	4.1070353	0.0489342
446000	5.8307527	5.8074173	4.3910430	0.1728723
447000	5.7839889	5.3585037	4.4884665	0.0276684
448000	5.8947460	4.3655191	4.1869989	0.0263562
449000	5.8374440	4.8165561	4.3137753	0.0574654
450000	5.8764048	5.1927455	4.2841638	0.0564825
451000	5.7195882	4.8819899	4.3562669	0.0195737
452000	5.7816708	4.6766759	4.4512355	0.0150300
453000	5.8174348	5.1610800	4.2846846	0.0712007
454000	5.9403672	4.9108264	4.4617147	0.0332723
455000	5.8407770	5.1854760	4.1243216	0.0627775
456000	5.7762943	4.4258601	4.3488871	0.0855587
457000	5.8071716	4.9051292	4.1628413	0.0322118
458000	5.9555191	4.3090382	4.1783757	0.0141353
459000	5.7460372	4.5846705	4.4613070	0.0146037
460000	5.8091494	5.7321371	4.5323193	0.0130041
461000	5.8442438	4.6235361	4.1921010	0.1099835
462000	5.8848808	4.7774209	4.3724147	0.0692904
463000	5.7627172	4.8303995	4.4373677	0.0620478
464000	5.8445866	5.8284317	4.4995114	0.1310997
465000	5.8076241	5.3877653	4.1652320	0.0209558
466000	5.7739861	4.5393129	4.4180002	0.0141802
467000	5.8422924	5.6799690	4.4945716	0.0353413
468000	5.8574360	5.6530067	4.2611084	0.0163430
469000	5.8017810	5.5127605	4.4573324	0.0120675
470000	5.9363479	5.4664201	4.1544764	0.0664673
471000	5.8620132	4.4560514	4.1463759	0.0295397
472000	5.8215639	4.5093830	4.3091780	0.0387039
473000	5.9666656	4.7978887	4.4042821	0.0180306
474000	5.8136297	4.3858287	4.1246424	0.0509909
475000	5.7645622	4.6173599	4.4080982	0.0388366
476000	5.8407435	4.6838337	4.3736353	0.0420706
477000	5.8154309	4.8046854	4.3949013	0.0736749
478000	5.8016385	5.2795009	4.3281665	0.0626972
479000	5.8151662	4.9119612	4.4239518	0.0809218
480000	5.7711694	4.5743355	4.5277251	0.0513394
481000	5.9361344	5.3898885	4.2771294	0.0176771
482000	5.7791813	5.2408443	4.4390585	0.0308656
483000	5.9094211	4.4812821	4.4006154	0.0380440
484000	5.9162253	5.3341267	4.2047487	0.1995212
485000	5.8883330	5.8421376	4.2988573	0.0633353
486000	5.7445737	5.3154723	4.3984154	0.1348173
487000	5.9204505	4.6250923	4.2769443	0.0204989
488000	5.7348837	5.5637180	4.4808262	0.0237135
489000	5.9126680	5.4051598	4.2437638	0.0372077
490000	5.8674601	5.2301739	4.4421578	0.1888830
491000	5.7579729	4.8683186	4.5641949	0.0877598
492000	5.7008128	4.3099172	4.1891864	0.0430077
493000	5.8207426	5.1948307	4.1580687	0.0185474
494000	5.8466960	4.6539268	4.3800033	0.0228602
495000	5.7951769	4.5825600	4.1455292	0.0463356
496000	5.8793790	5.1004469	4.3477337	0.0403855
497000	5.8304112	4.4014036	4.3274241	0.0385851
498000	5.8787529	4.8458984	4.3535100	0.0596761
499000	5.8000576	4.9645043	4.4637967	0.0117051
500000	5.8431995	5.2284610	4.4836593	0.0278101
501000	5.8474579	4.2220020	4.1298159	0.0716797
502000	5.8629139	5.0683416	4.2060369	0.1215214
503000	5.7438899	4.4548625	4.1585916	0.0347965
504000	5.8793943	5.4663654	4.3130250	0.0991030
505000	5.8434159	5.7082570	4.1292863	0.0135456
506000	5.7190117	4.9704462	4.5041731	0.0893725
507000	5.7886843	4.8053029	4.3853968	0.1378330
508000	5.8446303	4.4877783	4.3223397	0.1828566
509000	5.9046277	5.1048215	4.4982585	0.0609713
510000	5.8470084	5.2773728	4.3560729	0.1470821
511000	5.8140970	5.5542648	4.2811270	0.1630646
512000	5.9141772	5.8243410	4.1651128	0.0690898
513000	5.8169836	4.4703681	4.3719986	0.0310261
514000	5.8126122	4.8008539	4.4487420	0.0203214
515000	5.8239607	5.3875293	4.2320475	0.0377630
