Gen	t_n5	t_n6	t_n7	mu
122000	5.8303280	4.3910207	4.2677699	0.0586073
123000	5.8325194	4.8731019	4.1250830	0.0726562
124000	5.8714603	5.0619510	4.2952007	0.0435533
125000	5.8336090	4.8418213	4.3029485	0.0275446
126000	5.9019926	4.6775578	4.4292376	0.1124228
127000	5.9009251	4.2867162	4.2164868	0.0825979
128000	5.7476562	5.1823626	4.4889656	0.1073003
129000	5.8825436	5.7188037	4.3223911	0.1380583
130000	5.8412453	4.8142687	4.5116373	0.0793231
131000	5.8691085	5.5971739	4.4396442	0.0326828
132000	5.8475202	5.0419237	4.4852726	0.0041060
133000	5.8100716	4.8458761	4.2333872	0.1281811
134000	5.7183803	5.1800157	4.4004955	0.0739782
135000	5.8328163	5.3971083	4.0968885	0.0563752
136000	6.0013077	4.9550656	4.3209609	0.0718709
137000	5.9235933	4.8158948	4.1230243	0.0334046
138000	5.8998548	5.1791759	4.2620587	0.1225121
139000	5.7779127	5.1736310	4.3260375	0.0646718
140000	5.7761087	4.7224318	4.3408998	0.0175538
141000	5.8365262	4.2426156	4.2095383	0.0826980
142000	5.8625192	5.1726605	4.4287803	0.2286247
143000	5.7969465	5.2304049	4.4600453	0.0482364
144000	5.8047718	4.6055344	4.3587509	0.0615736
145000	5.8760617	5.6490595	4.2454983	0.0431853
146000	5.8852131	5.7330131	4.2318084	0.1022627
147000	5.9153468	4.8626007	4.2626062	0.0292996
148000	5.7081819	4.3326263	4.1433630	0.0376653
149000	5.7217522	4.9704204	4.3788835	0.0413649
150000	5.9283003	5.8824772	4.4546017	0.0255879
151000	5.7802525	4.8573635	4.4875750	0.1783096
152000	5.8221914	4.8467834	4.4027506	0.0717357
153000	5.7869792	4.7274047	4.4743320	0.0221400
154000	5.9278719	5.5001983	4.4055505	0.1641976
155000	5.8009422	5.5593110	4.1114300	0.0232288
156000	5.8220115	5.4885031	4.3514325	0.0506719
157000	5.9218121	4.6436269	4.3981644	0.1356477
158000	5.6707815	5.1861930	4.1537680	0.1019041
159000	5.8540440	5.7353649	4.4307787	0.0541460
160000	5.8553799	5.0403760	4.5188270	0.0031660
161000	5.9736205	4.6049090	4.1394570	0.0613882
162000	5.8698674	4.3396494	4.3036929	0.1167852
163000	5.8123315	4.5339827	4.4070829	0.0410167
164000	5.8649269	5.1134473	4.5007754	0.0770647
165000	5.8444737	5.0608544	4.3154738	0.0467735
166000	5.7953759	5.7203726	4.3984597	0.0850459
167000	5.8258725	5.1852800	4.4663410	0.0256175
168000	5.8326968	5.5338117	4.4241471	0.0551306
169000	5.8574499	5.3664300	4.2061737	0.0546714
170000	5.8936833	5.2897763	4.1922103	0.0656930
171000	5.9176303	4.6078281	4.4168116	0.1002341
172000	5.8901980	4.8418651	4.2999547	0.0090510
173000	5.8083646	5.6307225	4.5177270	0.0248229
174000	5.8819618	4.9741444	4.1224563	0.0215080
175000	5.8668274	5.1398572	4.2264176	0.0285590
176000	5.8537528	5.2688317	4.4850326	0.0651089
177000	5.7245750	5.6900968	4.5169060	0.0247641
178000	5.7474393	5.4609577	4.1798772	0.0445825
179000	5.8326964	5.0117070	4.3090546	0.0022096
180000	5.8612347	4.8086718	4.3768676	0.0510180
181000	5.7704852	5.2224652	4.3477500	0.0365170
182000	5.8724172	5.0019171	4.4673097	0.0450664
183000	5.7955163	5.1131159	4.3924378	0.0355481
184000	5.8357096	5.3207071	4.2722186	0.0836343
185000	5.8372354	4.8985809	4.3525234	0.0375741
186000	5.9868562	5.5863007	4.2621561	0.0196140
187000	5.8170812	5.4648591	4.1177932	0.0304377
188000	5.8693790	5.7314202	4.4234321	0.0522490
189000	5.8389892	5.1352471	4.4327701	0.0818293
190000	5.7938140	5.4478222	4.3350265	0.0050102
191000	5.7731124	5.3509156	4.1216187	0.1077767
192000	5.9056412	5.4508663	4.1313933	0.0183956
193000	5.8035146	4.8663667	4.4508520	0.0517450
194000	5.8799491	5.8194277	4.4880034	0.0917319
195000	5.8936853	4.2692917	4.2179471	0.1179508
196000	5.8051227	5.2871662	4.3955096	0.0294019
197000	5.7936827	4.8385710	4.2246619	0.1010690
198000	5.8366457	4.7354090	4.4429583	0.0681859
199000	5.8583982	4.3083433	4.2154108	0.0524767
200000	5.8433709	5.7592725	4.2051572	0.0621332
201000	5.7852716	4.6705807	4.4888475	0.0267511
202000	5.7852536	4.5528594	4.4837499	0.1576185
203000	5.7365191	5.5807020	4.4432375	0.0650143
204000	5.8847999	4.7368121	4.3546429	0.0241077
205000	5.9161266	4.7996432	4.4316484	0.0701004
206000	5.8692602	4.1292470	4.0993701	0.0379373
207000	5.9046030	4.7404557	4.3482129	0.0125659
208000	5.8567110	5.6227780	4.4479992	0.0979143
209000	5.6939309	5.1119654	4.4217103	0.0357382
210000	5.9032948	5.2012710	4.1744332	0.0660051
211000	5.8766335	4.6646601	4.4648875	0.0108216
212000	5.8850399	4.9105478	4.4974119	0.0461608
213000	5.8151795	5.0836821	4.4033762	0.0772739
214000	5.9207235	4.6073859	4.1861721	0.0704978
215000	5.7800379	4.5407463	4.2998253	0.0396428
216000	5.8018668	4.8653805	4.3510816	0.0433636
217000	5.9184785	5.4599864	4.2088520	0.0977646
218000	5.8382625	4.7840693	4.3915242	0.0434689
219000	5.9135714	5.4391583	4.1518603	0.2001791
220000	5.7348362	4.8059555	4.3353843	0.0297105
221000	5.9559236	5.0478083	4.1431469	0.0429812
222000	5.8617821	4.5965329	4.2617513	0.0450014
223000	5.8097677	5.3256733	4.4861859	0.0335635
224000	5.8361796	5.4106312	4.1120239	0.0351120
225000	5.8553447	4.8425538	4.3518224	0.0680667
226000	5.9150358	5.1478458	4.5107270	0.0819150
227000	5.7884594	4.7537866	4.2973028	0.0073173
228000	5.8101543	4.8720514	4.4820624	0.1115767
229000	5.8489741	4.6210247	4.1667305	0.1553583
230000	5.8475976	4.9815923	4.5013202	0.0786097
231000	5.8013827	5.0182347	4.5215287	0.0569256
232000	5.9085585	5.4332302	4.1948193	0.1097000
233000	5.7452020	4.4254369	4.2398373	0.0606416
234000	5.8094034	5.5580061	4.2204425	0.0826932
235000	5.8240102	5.6409298	4.4876239	0.0992395
236000	5.8141762	5.5814856	4.1158128	0.0413200
237000	5.8758355	5.2457710	4.1490826	0.0272459
238000	5.8189605	4.2522089	4.1809851	0.0415592
239000	5.7730941	5.2222208	4.4106247	0.0256825
240000	5.7924718	4.9994652	4.2816857	0.0613579
241000	5.8642344	5.8123512	4.2287515	0.0386409
242000	5.7294456	4.8684285	4.2883771	0.0597633
243000	5.7742951	4.5793293	4.1352032	0.0767502
244000	5.8950659	5.2316766	4.4487443	0.0223594
245000	5.8072140	4.6420415	4.4290682	0.0138401
246000	5.8408378	4.5548820	4.4326293	0.0169677
247000	5.8039119	5.3263901	4.3185382	0.0578516
248000	5.9194409	5.5825397	4.4527054	0.0747797
249000	5.8304462	5.2077491	4.1881145	0.0928068
250000	5.7789216	4.8360826	4.4801034	0.0236221
251000	5.8035673	5.4327427	4.3822955	0.1361012
252000	5.8136989	4.4061813	4.3572327	0.0187776
253000	5.8466521	4.6153795	4.4635878	0.1416338
254000	5.7738683	5.2898271	4.4507992	0.0359473
255000	5.8988513	4.3809343	4.0851159	0.0175710
256000	5.8872175	5.3795377	4.1810010	0.0481604
257000	5.8803827	5.0682552	4.1656019	0.0205934
258000	5.8300155	5.1596002	4.2639892	0.0237391
259000	5.7905004	5.0986880	4.5217008	0.1349098
260000	5.9170919	4.7631115	4.3363913	0.0746255
261000	5.8387712	5.7674314	4.3031525	0.0388414
262000	5.8051885	5.1950582	4.4500390	0.0299422
263000	5.8488014	5.5331739	4.3669785	0.0711491
264000	5.8013658	5.3532171	4.2836920	0.0289104
265000	5.8302191	5.4016487	4.3683255	0.0581434
266000	5.7958790	5.5581286	4.1864884	0.0851530
267000	5.8742710	4.8132330	4.2002209	0.0422229
268000	5.9744455	4.8342801	4.1672567	0.0464128
269000	5.9162805	4.7800147	4.4206607	0.0190167
270000	5.7947148	5.6278108	4.1559550	0.0004518
271000	5.8286037	5.4032214	4.1231353	0.0449509
272000	5.9270831	5.8795418	4.2549853	0.0256654
273000	5.7952221	4.4180399	4.3702204	0.0782672
274000	5.9764447	4.5545242	4.4280049	0.0776622
275000	5.8765902	5.8124985	4.2540887	0.0444713
276000	5.8191153	4.9091174	4.3151041	0.0340302
277000	5.8205439	5.5497618	4.4520154	0.0751407
278000	5.8441529	4.7002484	4.4633241	0.0131934
279000	5.7362669	5.6808651	4.1278523	0.0495579
280000	5.8432732	4.7185795	4.5095621	0.0431116
281000	5.8114947	5.7949792	4.4906583	0.0462593
282000	5.9127283	5.3768831	4.1903397	0.0841248
283000	5.8853756	5.0959111	4.5077349	0.0631921
284000	5.7679719	4.8876259	4.2616441	0.0098311
285000	5.7985762	4.9006111	4.4351346	0.0675266
286000	5.8798560	4.7248731	4.2921440	0.0659990
287000	5.8183287	5.0947365	4.5055838	0.1470206
288000	5.8121448	5.0251545	4.2216616	0.0052275
289000	5.9714881	5.3641262	4.4070708	0.0362580
290000	5.8176444	4.9544013	4.2588716	0.0936423
291000	5.7805783	5.1265027	4.4812636	0.0270473
292000	5.9374956	4.8736347	4.1182089	0.0191577
293000	5.8790156	4.3449792	4.1864067	0.0573233
294000	5.7387157	4.4684759	4.2269707	0.1045012
295000	5.7440271	5.3689611	4.2865383	0.0494190
296000	5.8798276	4.2091312	4.1848883	0.1692273
297000	5.7532898	4.6150890	4.4373442	0.0484323
298000	5.8564034	5.2346147	4.3857683	0.0246441
299000	5.8985610	4.5603189	4.1205951	0.0373322
300000	5.8590031	5.6553942	4.3965547	0.1159174
301000	5.8561617	5.1414992	4.4451941	0.0464024
302000	5.7956663	4.7902723	4.4349385	0.1144912
303000	5.7806426	4.6670761	4.4087109	0.0592603
304000	5.7353196	5.6983555	4.4738929	0.0734667
305000	5.8070287	4.8493304	4.2039952	0.0306883
306000	5.8108844	4.5966018	4.4562756	0.1081295
307000	5.7472597	4.7476145	4.1680480	0.0920409
308000	5.7959314	5.0298028	4.3601535	0.0257254
309000	5.8341005	4.2913669	4.1281990	0.1019240
310000	5.8252971	4.8972191	4.1578267	0.1688047
311000	5.7391903	4.6558342	4.4450203	0.0934694
312000	5.7656441	4.8912170	4.2981082	0.0311293
313000	5.7758965	5.4000403	4.3108021	0.0967088
314000	5.8548496	5.8132545	4.3261950	0.0317012
315000	5.9112758	4.3054804	4.2659628	0.1110383
316000	5.8027329	5.4471669	4.2903508	0.0576819
317000	5.8325230	5.4379301	4.3370731	0.0432487
318000	5.8454260	4.8089962	4.3250531	0.0831764
319000	5.8379740	5.4839894	4.4415918	0.0197031
320000	5.8413607	5.5070912	4.1126502	0.0624531
321000	5.8340525	5.7635906	4.4002609	0.0816430
322000	5.8800464	4.8717817	4.2977545	0.2085013
323000	5.8260413	4.7331095	4.2014985	0.0484658
324000	5.8220280	4.7970949	4.2400658	0.0597476
325000	5.7540535	5.0888905	4.2549755	0.1292814
326000	5.8773672	5.7000414	4.3006092	0.0581560
327000	5.7191498	5.4906274	4.3916851	0.0193753
328000	5.9088506	5.0906615	4.4686890	0.0618168
329000	5.7540619	4.8199704	4.3324767	0.0725635
330000	5.8325397	5.6029877	4.3391378	0.0490434
331000	5.8042364	4.2974032	4.2152786	0.1114746
332000	5.8152490	4.4809832	4.4673940	0.2964976
333000	5.8608486	5.6623737	4.2080227	0.0567338
334000	5.8130284	5.3778474	4.2255341	0.0617533
335000	5.9310679	4.7757127	4.3160854	0.0189929
336000	5.7523031	5.3768542	4.3206919	0.2067310
337000	5.9086815	4.4707947	4.4492607	0.0179586
338000	5.6924795	5.1640584	4.3774239	0.0291480
339000	5.7749057	4.5211754	4.2298607	0.0085136
340000	5.7441474	4.2496608	4.2316013	0.0177411
341000	5.8404495	4.6472643	4.1714920	0.0858295
342000	5.6950840	5.5650974	4.3205861	0.0785254
343000	5.8425324	5.6503454	4.4140817	0.0690348
344000	5.8559181	4.4623768	4.2473389	0.0146923
345000	5.8787708	5.3272443	4.1964658	0.0279247
346000	5.7783083	5.2016140	4.2400677	0.0518897
347000	5.8329918	5.2992332	4.3890835	0.0192426
348000	5.8006662	5.1694604	4.1785741	0.0887551
349000	5.7502356	4.8724846	4.5171144	0.1273226
350000	5.7983165	5.7456501	4.4396951	0.0517612
351000	5.8034789	5.4724899	4.2869695	0.1543827
352000	5.8966636	4.7899252	4.2451693	0.0510807
353000	5.8854703	4.4624415	4.3168343	0.0129448
354000	5.8384043	4.7356691	4.3623236	0.1063787
355000	5.8406882	4.7017950	4.3626018	0.0219835
356000	5.7985457	5.5165259	4.4252419	0.0399815
357000	5.9030467	5.3141223	4.5240983	0.0537715
358000	5.7700961	4.5075741	4.4472656	0.0782865
359000	5.8890576	5.2577347	4.2275766	0.0388421
360000	5.8605937	4.6820218	4.2492256	0.0967779
361000	5.8296605	5.0713178	4.4667214	0.0177166
362000	5.9107068	5.7250807	4.1953503	0.0759641
363000	5.7795041	4.8384463	4.2575347	0.1043257
364000	5.8630948	5.4786857	4.1643665	0.1784013
365000	5.8839010	5.1010234	4.1259573	0.0179869
366000	5.8950868	5.7948784	4.2759811	0.0785190
367000	5.7593139	4.4609273	4.4014111	0.1206471
368000	5.8637470	4.9491958	4.3834383	0.1181992
369000	5.7834152	4.2763619	4.1372691	0.1010619
370000	5.7298881	5.5914829	4.4752023	0.1653951
371000	5.7541797	5.3380237	4.4495914	0.0284035
372000	5.8999681	5.1953664	4.3835622	0.0356254
373000	5.9297775	5.3254014	4.2625347	0.0728757
374000	5.8707870	4.9648076	4.3466661	0.0500218
375000	5.9508343	4.8546253	4.5175736	0.0030239
376000	5.8441716	5.3297958	4.4877407	0.0304227
377000	5.8323519	5.0856640	4.4983667	0.0283762
378000	5.8210593	4.8286500	4.2325129	0.0326346
379000	5.9037294	5.4720552	4.1861769	0.0727976
380000	5.7824682	4.6305658	4.2041687	0.0354754
381000	5.8078659	5.6441887	4.2580793	0.1163781
382000	5.8270871	4.8212247	4.3913587	0.0953518
383000	5.8181381	5.6268668	4.1371763	0.0039798
384000	5.7921933	5.1791837	4.4483307	0.0411328
385000	5.9062539	4.5787744	4.2390009	0.0166961
386000	5.8795742	4.5336555	4.3206714	0.0125805
387000	5.9699518	4.5743555	4.2198444	0.0091205
388000	5.8185267	4.6997764	4.3276695	0.1016144
389000	5.8467846	5.6598042	4.4912785	0.0572615
390000	5.8232875	4.6732464	4.2815593	0.0312674
391000	5.8136404	4.5279105	4.4922178	0.0330894
392000	5.9169215	5.8881531	4.5294298	0.0735749
393000	5.8881308	5.0972325	4.5337065	0.0496183
394000	5.7684813	5.3142672	4.2254315	0.0055195
395000	5.8494342	5.5246211	4.2451154	0.0151660
396000	5.8260696	5.2157111	4.4811680	0.0987230
397000	5.7219841	4.9028432	4.4900054	0.0501796
398000	5.8724825	4.7377747	4.5179176	0.1403859
399000	5.7892412	4.1508577	4.1488221	0.0906274
400000	5.8941741	5.3788587	4.5012929	0.0260099
401000	5.8148801	5.4174614	4.2572326	0.1362710
402000	5.8724639	5.3071580	4.4769507	0.0613949
403000	5.8232493	4.3683905	4.3309690	0.0542713
404000	5.8076084	4.9451965	4.4046304	0.2229656
405000	5.8632599	4.5529265	4.4082892	0.0825091
406000	5.7718656	4.2489904	4.1997067	0.0203642
407000	5.8596300	5.8348124	4.3512497	0.0294532
408000	5.8291098	5.4283453	4.3766581	0.0182120
409000	5.8634973	5.7831801	4.3630662	0.0382902
410000	5.7903539	5.1692780	4.4465789	0.0187275
411000	5.8758242	5.4441337	4.3841179	0.0383270
412000	5.7767460	4.2662421	4.2566420	0.1432377
413000	5.7515869	5.1784093	4.3375294	0.0341247
414000	5.9166211	4.6105205	4.5387583	0.0769583
415000	5.8095246	5.1359532	4.3883166	0.0319635
416000	5.7794512	4.2445938	4.1515286	0.0162481
417000	5.8575716	5.2713651	4.2891697	0.0415270
418000	5.8549334	4.3842041	4.2261006	0.0172117
419000	5.8326910	4.9020665	4.3591743	0.1154434
420000	5.8160075	5.6083101	4.2854422	0.0534535
421000	5.8479018	4.8022153	4.2370411	0.0121086
422000	5.7887197	5.4534396	4.3309422	0.0130867
423000	5.8724600	4.9077396	4.1204991	0.0862504
424000	5.7872827	4.5758285	4.4305775	0.0360150
425000	5.9420919	5.7620470	4.2544968	0.0492958
426000	5.8112144	5.7149236	4.1414326	0.0993122
427000	5.7982400	5.0833127	4.3526791	0.1477451
428000	5.8010286	4.8631678	4.3805736	0.1545855
429000	5.8434909	5.1054645	4.4284551	0.0193701
430000	5.7872830	5.1384121	4.3917057	0.1148374
431000	5.8867361	5.6110859	4.2473683	0.1176285
432000	5.7798841	4.3986351	4.1238062	0.0858027
433000	5.8966747	5.8359960	4.1109951	0.0428321
434000	5.8451082	4.6499853	4.1306969	0.0086405
435000	5.8821468	5.8798112	4.3142980	0.0783589
436000	5.7829549	5.5974879	4.2925284	0.0181959
437000	5.8669562	5.2117921	4.1847354	0.0252492
438000	5.9044154	4.7487967	4.3866218	0.0334296
439000	5.8656321	5.7132207	4.4576204	0.0391355
440000	5.9866025	4.7802712	4.1674748	0.1214815
441000	5.7549199	4.6189156	4.5097223	0.0624717
442000	5.7797011	5.3141926	4.4776594	0.0552557
443000	5.8420014	4.9777247	4.4037830	0.1281136
444000	5.6676101	4.9379941	4.2402670	0.0453153
445000	5.9134734	4.8451888	4.1207718	0.0292424
446000	5.7561958	5.0624984	4.3517020	0.0198543
447000	5.7930519	5.3292381	4.1885656	0.2036785
448000	5.7537889	5.3082489	4.3489393	0.0838307
449000	5.9290323	5.5398546	4.4797386	0.0716493
450000	5.8934591	5.7126568	4.3383486	0.0173560
451000	5.7856519	5.7854777	4.4932066	0.0560248
452000	5.8357006	4.5124440	4.1484681	0.0133780
453000	5.7712356	4.9556275	4.3286225	0.0205358
454000	5.7951604	5.4093421	4.2356233	0.0260272
455000	5.8476940	5.8365991	4.4623852	0.0324506
456000	5.8076685	5.1750478	4.4597490	0.0352681
457000	5.8889969	4.5432979	4.2891308	0.0182876
458000	5.7760703	4.5666418	4.1902383	0.1894326
459000	5.7880696	5.1259390	4.4477227	0.0537519
460000	5.8615295	5.5416508	4.5041227	0.0241519
461000	5.7227161	4.6464578	4.4837399	0.1181455
462000	5.9013636	5.2911010	4.1386340	0.0680193
463000	5.7867074	5.2852383	4.1852205	0.0176117
464000	5.8552051	5.3581864	4.3322738	0.0354489
465000	5.9224244	5.3366142	4.3592978	0.1914860
466000	5.8422398	5.7305794	4.4953608	0.0231390
467000	5.9125811	4.9475000	4.4236492	0.0495079
468000	5.7900210	5.1963444	4.3337328	0.0840519
469000	5.8800305	5.7150472	4.2864816	0.1182723
470000	5.8510807	4.5929687	4.1517246	0.0428333
471000	5.9524194	5.0824256	4.2169941	0.1136638
472000	5.9818960	4.3456658	4.1855653	0.0668325
473000	5.8508858	5.1072414	4.4142528	0.0684202
474000	5.6975626	4.5521176	4.1806296	0.0283880
475000	5.9270204	4.8487026	4.4599967	0.0778634
476000	5.8472787	4.6265424	4.4269690	0.0962924
477000	5.7445261	4.4632637	4.1734612	0.0922597
478000	5.9553133	4.9072557	4.3545655	0.0562981
479000	5.7827999	4.5259601	4.3346333	0.1051095
480000	5.8304703	4.9343113	4.1261469	0.0825435
481000	5.8602263	4.6230185	4.3086615	0.0377700
482000	5.7980097	5.4443719	4.2498116	0.0670208
483000	5.9473378	5.3844284	4.2984380	0.0720762
484000	5.8538328	4.7739339	4.5111692	0.0160204
485000	5.8247718	5.5112417	4.5395150	0.1719416
486000	5.9062986	4.4620738	4.2481210	0.0808234
487000	5.7854142	5.5577828	4.2745643	0.0322884
488000	5.7637807	5.1585697	4.3918146	0.2397703
489000	5.8276341	4.2654750	4.2635546	0.0897017
490000	5.8312007	4.5998556	4.2263008	0.0705965
491000	5.8229994	5.7199322	4.2507181	0.0401137
492000	5.8367320	5.0749552	4.2012799	0.1067406
493000	5.8445339	5.6278242	4.4946020	0.0303752
494000	5.8933725	4.1961781	4.1386843	0.0651239
495000	5.7868458	5.1637694	4.3966209	0.1090811
496000	5.8510288	5.6152400	4.1569472	0.0305507
497000	5.8275927	5.6542330	4.3951742	0.0396864
498000	5.9201704	4.6894049	4.2143831	0.0173343
499000	5.8978694	5.5973974	4.2843310	0.0472476
500000	5.8646753	4.5671163	4.4551082	0.0963630
501000	5.8327561	4.5024263	4.3190415	0.1363805
502000	5.7792959	5.0764613	4.4475371	0.0843531
503000	5.8361503	5.7627375	4.4552102	0.0833532
504000	5.9030420	5.3753565	4.4054358	0.0270893
505000	5.8711408	5.5126442	4.3479941	0.0774980
506000	5.8460498	5.0861620	4.4243121	0.0726218
507000	5.9314951	5.1125718	4.4660832	0.0407869
508000	5.8601193	4.4135257	4.3119442	0.0352611
509000	5.8134071	5.2992837	4.4790647	0.1072755
510000	5.8347462	5.8159917	4.3705289	0.0322812
511000	5.8657245	4.9847698	4.4879798	0.0359095
512000	5.7990754	4.5992653	4.5162239	0.0739587
513000	5.9213085	5.4673243	4.4575232	0.0644935
514000	5.7800513	4.3362945	4.2905412	0.1230931
515000	5.9117038	4.4902431	4.4549736	0.1279281
