Gen	t_n5	t_n6	t_n7	mu	sigma2	lnL
59000	5.9068257	5.5949328	4.1258846	0.0134612	1.6133065	-2.429
60000	5.8649365	5.7050140	4.4928800	0.0397195	1.3852343	-3.523
61000	5.9048401	5.6621265	4.1252505	0.0172953	0.9868639	-2.197
62000	5.8375321	5.7462800	4.2581026	0.0157101	0.9557804	-0.536
63000	5.8872468	5.6489678	4.1896524	0.0169706	0.7710737	-3.355
64000	5.7849896	5.4563249	4.2010325	0.0268511	1.0857121	-5.103
65000	5.9549182	5.8884821	4.2585148	0.0179849	0.9195640	-2.263
66000	5.9254336	5.7029537	4.3917611	0.0219865	1.0129358	-1.415
67000	5.7624874	5.1824430	4.1353099	0.0417722	1.3904045	-8.008
68000	5.8907925	5.8606415	4.2787001	0.0233709	1.0743387	-2.944
69000	5.7932938	5.5992897	4.3994059	0.0473114	1.0510827	-8.124
70000	5.7678749	5.4955049	4.4280479	0.0227933	1.5807941	-0.672
71000	5.7945716	5.7745345	4.3525465	0.0304923	0.9655959	-2.933
72000	5.8595646	5.6875189	4.2423835	0.0355440	1.1339204	-2.946
73000	5.8782464	5.7395238	4.4727905	0.0395032	1.1043558	-0.913
74000	5.8228641	5.4264151	4.4958076	0.0245324	1.0983965	-2.113
75000	5.8047933	5.0019994	4.2266348	0.0187277	1.3668329	-2.854
76000	5.9071054	5.4868979	4.1275897	0.0192949	1.5925249	-4.664
77000	5.8763828	5.8504223	4.3051910	0.0118947	1.0505628	-7.420
78000	5.8128955	5.7874472	4.3913526	0.0137429	1.0974675	-3.415
79000	5.7961553	5.7426474	4.3878394	0.0202172	1.0303110	-4.688
80000	5.7876368	5.7585000	4.4021269	0.0300436	1.5335170	-3.953
81000	5.7507399	5.6938456	4.4590630	0.0185585	0.8872951	-3.178
82000	5.7960300	5.6982950	4.4492718	0.0211725	1.1473445	-1.118
83000	5.7590929	5.7124468	4.1650492	0.0146113	0.6347326	-5.090
84000	5.7447000	5.7083762	4.1902652	0.0337207	1.4125307	-6.977
85000	5.8449713	5.6073397	4.1520178	0.0154911	0.6115565	-7.391
86000	5.7813248	5.5957225	4.3934827	0.0230338	0.9440158	-2.851
87000	5.8838809	5.7335623	4.4583347	0.0134750	1.1065109	-2.995
88000	5.8752738	5.1740965	4.3357631	0.0245506	1.0609367	-5.904
89000	5.8256432	5.8106644	4.4243844	0.0239339	0.9534271	-2.995
90000	5.8706294	5.8235364	4.4118679	0.0307175	1.4089746	-2.983
91000	5.8227650	5.7521922	4.1386153	0.0141880	1.0039079	-2.549
92000	5.9047999	5.5288744	4.4255464	0.0320759	1.1827014	-4.214
93000	5.8404430	5.8265109	4.2451263	0.0627939	1.2920570	-3.123
94000	5.8438645	5.7539724	4.1459041	0.0275316	1.0972730	-5.054
95000	5.7770597	5.6443674	4.1144665	0.0144804	0.9246993	-3.919
96000	5.8226269	5.6774446	4.4175487	0.0367464	1.2494451	-5.239
97000	5.8281390	5.8073256	4.1492365	0.0342480	0.7108994	-2.748
98000	5.8884554	5.5722609	4.5256211	0.0388713	1.8087115	-3.240
99000	5.7111708	5.3582252	4.4827314	0.0131017	1.0697767	-2.068
100000	5.9304385	5.8290618	4.5172957	0.0222477	1.1599705	-3.810
101000	5.8207883	5.4136440	4.4856169	0.0403114	1.1007065	-2.157
102000	5.9051752	5.7956404	4.4216197	0.0152105	1.1348865	-3.502
103000	5.7368896	5.4769498	4.4071591	0.0209481	1.0398475	-2.791
104000	5.7612603	5.6981302	4.2906454	0.0357924	0.9360556	-6.009
105000	5.8328988	5.5457582	4.3039565	0.0219895	1.1464901	-6.418
106000	5.8696404	5.1869450	4.1779887	0.0218002	1.3585206	-2.204
107000	5.7658170	5.5810824	4.4701838	0.0226775	1.0809124	-1.272
108000	5.7870391	5.6368120	4.4903431	0.0247686	1.6014063	-4.324
109000	5.9031117	5.8921130	4.1483908	0.0072352	0.9802069	-6.829
110000	5.8484072	5.3438106	4.3215287	0.0086338	1.3766564	-1.903
111000	5.8719297	5.5862686	4.5145382	0.0123391	0.5430272	-5.778
112000	5.8825411	5.5776620	4.4743972	0.0144194	1.3452170	-5.211
113000	5.7725261	5.6550697	4.3875608	0.0264920	0.9511668	-3.629
114000	5.9547725	5.6573879	4.2418895	0.0344764	1.2160703	-2.671
115000	5.7819163	5.7242552	4.4668561	0.0312081	0.9438775	-2.777
116000	5.9669777	5.8905767	4.4300199	0.0264138	0.8413304	-4.697
117000	5.8889104	5.6479788	4.1773135	0.0216853	1.0524886	-1.854
118000	5.9241793	5.7770443	4.1465767	0.0061056	1.1334808	-2.235
119000	5.8634827	5.8167334	4.3291786	0.0201966	1.1624806	-4.873
120000	5.8365005	5.6478094	4.1771978	0.0128009	1.2965414	-5.195
121000	5.7420129	5.4985942	4.1234528	0.0233803	0.9277092	-4.496
122000	5.8325562	5.5968871	4.4360009	0.0288182	1.2259177	-2.962
123000	5.8813274	5.4811925	4.2815271	0.0555321	1.1499042	-5.669
124000	5.8271498	5.6757812	4.4498156	0.0133677	0.9654880	-5.099
125000	5.7390044	5.5600867	4.2272172	0.0194234	1.0651669	-11.177
126000	5.7342912	5.7285313	4.4534828	0.0285636	1.1393316	-1.970
127000	5.8923970	5.7214517	4.4727669	0.0312775	0.8239569	-6.680
128000	5.7708227	5.5446376	4.1302703	0.0223732	0.6416128	-5.527
129000	5.7096233	5.3266553	4.2008947	0.0255483	1.6930533	-5.994
130000	5.8903214	5.5658159	4.1089695	0.0278733	0.9858502	-4.777
131000	5.7703180	5.1146646	4.1919830	0.0146436	1.2715637	-2.015
132000	5.8280541	5.2558473	4.1276750	0.0170719	1.5458879	-2.913
133000	5.8737934	5.5999587	4.2184339	0.0124819	1.6158490	-1.776
134000	5.8412871	5.7412572	4.2424108	0.0124266	0.7431170	-3.664
135000	5.9334035	5.8536590	4.2329770	0.0248594	0.8751304	-4.347
136000	5.8643815	5.8102174	4.1060828	0.0140853	1.3930786	-3.967
137000	5.8104295	5.8087592	4.3687718	0.0227158	0.9095001	-3.759
138000	5.8478127	5.5019701	4.1793643	0.0151998	1.2371114	-1.974
139000	5.8508320	5.1984793	4.2237483	0.0275768	1.2309155	-7.807
140000	5.7617458	5.0253022	4.1458084	0.0079121	1.2518364	-3.173
141000	5.8045878	5.8039452	4.4511953	0.0076425	1.0609461	-4.032
142000	5.8332941	5.8195397	4.1693706	0.0304805	0.8887081	-5.057
143000	5.7296610	5.6785463	4.1894623	0.0164948	0.9462352	-1.964
144000	5.8751084	5.8624908	4.3464328	0.0210561	0.6981507	-2.702
145000	5.7504204	5.5832969	4.2644193	0.0128351	1.2307294	-3.506
146000	5.8615093	5.6156517	4.1173528	0.0292804	0.7703977	-4.662
147000	5.8280139	5.8082048	4.3175546	0.0192809	1.6921031	-5.641
148000	5.8471523	5.6234242	4.2216532	0.0144848	0.7812974	-5.642
149000	5.8291372	5.6131827	4.1375433	0.0152865	1.2858122	-9.723
150000	5.7925390	5.7421189	4.4901159	0.0214249	1.0911929	-1.061
151000	5.7822390	5.7559910	4.3976359	0.0438786	0.9730123	-2.886
152000	5.8435201	5.2786687	4.4149156	0.0263037	1.3562010	-8.178
153000	5.7899886	5.5978880	4.1188620	0.0231159	1.3078836	-0.881
154000	5.9342338	5.7111726	4.1702772	0.0143471	1.2349369	-1.221
155000	5.8742240	5.8731379	4.4706736	0.0379310	0.9370178	-1.919
156000	5.8466771	5.8430042	4.1453470	0.0191514	0.8790650	-7.732
157000	5.8149209	5.7992169	4.2666332	0.0276748	0.9380893	-6.348
158000	5.7649438	5.2005229	4.3060256	0.0364271	1.3561370	-2.063
159000	5.8956344	5.8621936	4.2182183	0.0073189	1.0039302	-5.442
160000	5.8314350	5.5901328	4.4848153	0.0202019	1.2031104	-1.906
161000	5.8646565	5.6146051	4.3722032	0.0141880	1.0588455	-0.905
162000	5.9031105	5.8617639	4.1838064	0.0287930	0.9674410	-2.175
163000	5.8159302	5.7940011	4.1538653	0.0116937	1.4316098	-4.854
164000	5.9356552	5.8912843	4.2065375	0.0282902	0.9265528	-3.824
165000	5.8765482	5.3306648	4.2904147	0.0095869	0.8784881	-3.901
166000	5.8179690	5.6515591	4.1426437	0.0175443	1.0896819	-2.667
167000	5.8882156	5.7751070	4.3580370	0.0180656	1.1832542	-2.002
168000	5.8731417	5.8622883	4.1349060	0.0147698	1.1999185	-5.016
169000	5.9103605	5.3390829	4.1910897	0.0370390	1.1613033	-5.966
170000	5.9108342	5.1978512	4.2803475	0.0222422	1.5542573	-3.924
171000	5.8031998	5.5897980	4.3529132	0.0353407	0.9204129	-2.649
172000	5.8776829	5.8671270	4.3769700	0.0164045	1.4360346	-2.360
173000	5.7734541	5.5053847	4.4803617	0.0268241	0.9883719	-1.304
174000	5.8082498	5.2777840	4.1694066	0.0087292	1.6717899	-3.846
175000	5.8835865	5.7567891	4.3247131	0.0170133	0.9001929	-3.416
176000	5.8429766	5.5856115	4.2608446	0.0183498	1.0290223	-2.771
177000	5.7858718	5.7240040	4.3807362	0.0166553	1.5437676	-3.888
178000	5.9329799	5.8525520	4.2201744	0.0216239	0.7824210	-2.323
179000	5.7597121	5.7124294	4.2268063	0.0219088	0.8254603	-1.750
180000	5.7945716	5.5766230	4.4332608	0.0216556	1.3565812	-1.473
181000	5.8971585	5.7781859	4.3958236	0.0294867	1.0943474	-1.233
182000	5.8078156	5.3968064	4.4479769	0.0174971	1.0699925	-2.142
183000	5.7974467	5.7760969	4.2976245	0.0262490	0.9578375	-2.446
184000	5.8343195	5.7805194	4.1943371	0.0477785	1.1202517	-2.149
185000	5.9224154	5.4646786	4.1182138	0.0097008	0.8888168	-8.316
186000	5.7840512	5.5668101	4.4674168	0.0271774	1.0329308	-4.350
187000	5.8668834	5.8605839	4.5334536	0.0183789	0.9286959	-5.283
188000	5.7774573	5.2824267	4.1191998	0.0120707	1.0254191	-1.165
189000	5.7707468	5.5509902	4.2484950	0.0189340	0.8922724	-4.452
190000	5.8766771	5.7405145	4.4711312	0.0165148	1.4781969	-2.887
191000	5.7452206	5.6110602	4.4052406	0.0116797	1.2567952	-4.887
192000	5.8489652	5.5608911	4.1619300	0.0214568	1.1556004	-1.011
193000	5.8826066	5.6894026	4.5190705	0.0335952	0.9059070	-2.700
194000	5.7943751	5.6966114	4.3621710	0.0064974	1.1465979	-2.468
195000	5.6843536	5.4708921	4.3988212	0.0293648	0.9106429	-3.826
196000	5.9503210	5.9194704	4.1582632	0.0243701	0.9786241	-2.767
197000	5.8549788	5.8162744	4.4919343	0.0421245	1.4374221	-1.937
198000	5.7839072	5.7647895	4.3744834	0.0294132	0.9546846	-5.838
199000	5.8303663	5.8000979	4.3150040	0.0145081	1.2706979	-1.759
200000	5.9150908	5.8228702	4.3911943	0.0143310	1.2452750	-5.986
201000	5.8182701	5.7751471	4.2311209	0.0403847	1.6359507	-2.825
202000	5.8799009	5.6355293	4.2475609	0.0271478	1.5294790	-3.315
203000	5.9080957	5.4868373	4.3577339	0.0432245	1.6303072	-4.470
204000	5.8267980	5.2111632	4.2345043	0.0254235	1.4484396	-2.710
205000	5.8216406	5.7179387	4.1820949	0.0189987	1.5743334	-4.670
206000	5.9137181	5.9120094	4.2688522	0.0222335	0.8414809	-1.766
207000	5.8173898	5.7242181	4.1254571	0.0242597	1.0311077	-1.810
208000	5.8803679	5.0642091	4.2702327	0.0351495	1.3815355	-5.607
209000	5.8346863	5.6585909	4.1732436	0.0286784	1.1093436	-3.939
210000	5.9717822	5.9552248	4.1416320	0.0342298	0.9961134	-3.848
211000	5.8571859	5.4515362	4.1585323	0.0146145	1.0427843	-2.189
212000	5.8149155	5.4412857	4.4921960	0.0419004	1.4942864	-1.951
213000	5.9013909	5.6179432	4.1314113	0.0134069	2.0858822	-2.560
214000	5.7849586	5.6830651	4.4593164	0.0343308	1.0613987	-3.628
215000	5.8381937	5.4046576	4.4409159	0.0339260	1.3701382	-2.871
216000	5.8648779	5.8025996	4.4983693	0.0197416	0.9861395	-2.555
217000	5.8731757	5.4014408	4.2938849	0.0212713	1.0347885	-7.485
218000	5.8127455	5.6820560	4.4763877	0.0115829	0.9650937	-1.945
219000	5.7600640	5.4545136	4.5088476	0.0161178	1.1352699	-2.525
220000	5.7798741	5.5707491	4.3321050	0.0313976	0.8669385	-1.227
221000	5.8513430	5.7072110	4.2679739	0.0476927	1.5559304	-3.553
222000	5.8655008	5.7798112	4.1326624	0.0327093	1.1856772	-6.503
223000	5.6964069	5.5426426	4.1100693	0.0366350	1.2077760	-4.860
224000	5.9014704	5.8882149	4.3927367	0.0324562	0.9202756	-6.211
225000	5.8165295	5.7775880	4.1846063	0.0178322	0.8406999	-7.038
226000	5.8157344	5.7830272	4.4171878	0.0259802	1.2460812	-7.121
227000	5.8803873	5.8387746	4.3822981	0.0187216	0.6587913	-1.641
228000	5.8741568	5.3419829	4.2468291	0.0068725	0.9343282	-3.221
229000	5.8085786	5.3828728	4.4125168	0.0119874	1.4114520	-2.248
230000	5.8107784	5.2548017	4.1271924	0.0233908	1.1007187	-3.458
231000	5.9029244	5.7077671	4.4879156	0.0177145	1.1825995	-3.303
232000	5.7530366	5.5955767	4.3098805	0.0173269	1.2740122	-7.565
233000	5.7734057	5.4807294	4.2571437	0.0275889	0.9312433	-6.358
234000	5.7784532	5.6887207	4.1905141	0.0177686	1.0239164	-2.929
235000	5.7287924	5.5524973	4.3439689	0.0263811	0.8138611	-5.403
236000	5.8544058	5.7557139	4.2799446	0.0097178	0.7938336	-6.611
237000	5.7123591	5.1718892	4.2811435	0.0222836	1.3487888	-2.953
238000	5.7560814	5.6806627	4.1569555	0.0158967	1.1197861	-6.266
239000	5.8501387	5.5912177	4.4440830	0.0332156	1.5809894	-1.913
240000	5.8149387	5.0066057	4.1217694	0.0187180	1.0218960	-4.157
241000	5.9752954	5.6490363	4.3711826	0.0176627	1.1545662	-4.821
242000	5.9145823	5.9118707	4.2687568	0.0159495	0.8743357	-1.792
243000	5.8569829	5.5881335	4.3025647	0.0438049	1.1956314	-9.823
244000	5.8766550	5.5592502	4.4029759	0.0150851	1.3841753	-4.310
245000	5.9362370	5.7465243	4.1128684	0.0147089	0.8454345	-4.675
246000	5.8814394	5.7223881	4.4235135	0.0297552	1.3165801	-3.992
247000	5.8370647	5.2840200	4.1799892	0.0074570	1.2071815	-2.871
248000	5.8935793	5.5349424	4.2785512	0.0151308	0.7001629	-3.351
249000	5.9599702	5.9277980	4.3167924	0.0285776	0.7509154	-4.433
250000	5.8124874	5.8080009	4.3810298	0.0216008	0.9405615	-3.609
251000	5.9113957	5.8359038	4.4886292	0.0314157	1.0715800	-4.025
252000	5.8328460	5.6536519	4.1143887	0.0115865	1.0981603	-3.648
253000	5.8438087	5.7262640	4.2910776	0.0376317	1.0818226	-5.837
254000	5.8331889	5.8154307	4.1809910	0.0307903	1.0081300	-7.296
255000	5.8297306	5.4278368	4.1868834	0.0379068	1.6355982	-3.620
256000	5.7576367	5.7216262	4.1541537	0.0067450	1.1661757	-2.325
257000	5.9392068	5.8842961	4.2565162	0.0134662	0.6484478	-3.449
258000	5.8820875	5.4802074	4.1397959	0.0162209	1.0419268	-4.122
259000	5.8054012	5.1101910	4.2879812	0.0336139	0.9096642	-4.911
260000	5.8462681	5.6121734	4.4295428	0.0172650	1.0582364	-4.149
261000	5.7759403	5.7699786	4.4141945	0.0243980	1.2567804	-4.416
262000	5.8664118	5.7418994	4.5132892	0.0118326	0.8557183	-6.155
263000	5.8632319	5.7356102	4.4216978	0.0133415	0.7724771	-3.008
264000	5.8538971	5.7768651	4.2804250	0.0092004	1.0864754	-3.408
265000	5.7715019	5.2892027	4.4115665	0.0219479	0.8924076	-5.076
266000	5.8841602	5.5053122	4.5103668	0.0114793	1.2564617	-1.902
267000	5.8175005	5.5853162	4.2215203	0.0229291	0.8636467	-2.525
268000	5.9095207	5.8358280	4.1437003	0.0118141	1.0439235	-2.940
269000	5.7896090	5.4432234	4.1185486	0.0146963	1.0048974	-1.537
270000	5.9498758	5.6921523	4.4357999	0.0194295	1.0864893	-2.357
271000	5.8642621	5.6288413	4.1226666	0.0239361	0.9908050	-3.891
272000	5.7562135	5.6764235	4.1183894	0.0300621	1.1982782	-2.925
273000	5.8981083	5.5383768	4.3629866	0.0210567	0.7938755	-7.830
274000	5.9155436	5.8656294	4.4303078	0.0261393	0.9901857	-4.941
275000	5.9104706	5.8553095	4.1952842	0.0199339	1.5913301	-5.226
276000	5.8564219	5.4947348	4.0806305	0.0318087	0.9290804	-3.153
277000	5.8782570	5.8656813	4.3154048	0.0204943	1.5461071	-1.256
278000	5.8400882	5.4101587	4.1235995	0.0136673	1.0051377	-2.083
279000	5.8211951	5.4985052	4.1379662	0.0102457	0.7860556	-6.800
280000	5.9013657	5.8752784	4.2955759	0.0138042	0.8695571	-0.986
281000	5.8060576	5.7676787	4.3480418	0.0094782	0.8205044	-4.214
282000	5.8093847	5.7303796	4.4060204	0.0105308	1.0033760	-1.044
283000	5.9405059	5.6404960	4.2783265	0.0119841	1.1270370	-4.583
284000	5.8178458	5.7186703	4.1297348	0.0142893	1.7170115	-1.305
285000	5.7775636	5.6044894	4.1591196	0.0096315	0.9868939	-4.161
286000	5.9556998	5.9493048	4.4327752	0.0190798	1.2422355	-2.535
287000	5.7363638	5.7172592	4.3432364	0.0249311	0.9409573	-9.208
288000	5.8385720	5.7008101	4.0979985	0.0122996	1.0064420	-5.618
289000	5.8384490	5.4887104	4.2973722	0.0140981	0.5421684	-7.325
290000	5.8593305	5.5069193	4.2987727	0.0141696	1.0841883	-3.721
291000	5.8125016	5.7692931	4.2348104	0.0388878	1.5171523	-1.173
292000	5.7643555	5.7068186	4.2354350	0.0188727	0.6780728	-3.178
293000	5.7906111	5.3485543	4.3052602	0.0314371	1.5403591	-3.686
294000	5.9073895	5.8049278	4.2000864	0.0206841	0.9726449	-3.299
295000	5.8053252	5.5528969	4.1482628	0.0344660	1.8555981	-1.813
296000	5.8692061	5.5548208	4.4363748	0.0509828	1.1224598	-2.318
297000	5.8104706	5.6870471	4.3474341	0.0309730	1.3411471	-5.372
298000	5.7646385	5.6202797	4.1680562	0.0183577	0.8066578	-5.425
299000	5.8172271	5.7552803	4.2132106	0.0207847	0.7713823	-2.413
300000	5.8281754	5.8121743	4.4058634	0.0207251	1.1513938	-2.381
301000	5.8369750	5.6798489	4.1600662	0.0516317	1.0259220	-2.421
302000	5.8242021	5.6773478	4.1133120	0.0292740	1.0937960	-6.260
303000	5.8577441	5.7185367	4.1313719	0.0484456	1.4186844	-1.917
304000	5.8317256	5.6841710	4.1683081	0.0158417	1.1112266	-2.124
305000	5.8472433	5.8100261	4.2601750	0.0243528	0.9284234	-1.644
306000	5.8233987	5.5787719	4.3100402	0.0268704	1.0778899	-2.894
307000	5.8750419	5.8205749	4.3004619	0.0148185	1.4999855	-2.198
308000	5.8858236	5.8311399	4.4757918	0.0362844	0.7448879	-8.312
309000	5.7289206	5.7255473	4.5097789	0.0246590	1.4186523	-1.047
310000	5.8578020	5.5210090	4.1908776	0.0300034	1.3533683	-3.997
311000	5.8440152	5.7162688	4.1768021	0.0135666	1.3147128	-3.714
312000	5.8563959	5.6915509	4.5173101	0.0123059	0.7239771	-1.586
313000	5.8834169	5.8812730	4.3193199	0.0227874	0.8428885	-4.546
314000	5.8149888	5.6460365	4.0954897	0.0138650	1.0692755	-2.028
315000	5.8956836	5.7917021	4.1395696	0.0229490	0.9318125	-6.443
316000	5.8363855	5.6709968	4.3318009	0.0205833	0.7999745	-4.772
317000	5.9012050	5.5208636	4.4955682	0.0087016	1.0505030	-2.129
318000	5.7741582	5.7057476	4.2236966	0.0313594	1.3139629	-1.029
319000	5.8463184	5.8000294	4.1452573	0.0434257	1.0760233	-2.117
320000	5.8659704	5.6022709	4.3331975	0.0130997	1.1533458	-4.776
321000	5.8366808	5.4889836	4.1810931	0.0111150	0.8917227	-2.429
322000	5.8416771	5.7717551	4.1056349	0.0176569	1.0771831	-3.360
323000	5.6925431	5.3546683	4.5029989	0.0149763	0.8979543	-2.067
324000	5.8639732	5.7403174	4.3993875	0.0116051	0.8826211	-3.864
325000	5.8642900	5.7949994	4.4268667	0.0262923	0.9019626	-5.602
326000	5.8661359	5.5714621	4.3262571	0.0252525	1.1318251	-1.467
327000	5.7681947	5.6077288	4.1395576	0.0116103	1.3708826	-6.626
328000	5.7032942	5.6570400	4.3266064	0.0112959	0.9716050	-0.661
329000	5.9247959	5.8741268	4.2158909	0.0098247	1.2560790	-12.144
330000	5.8134667	5.4480290	4.4246486	0.0247476	1.0889551	-2.477
331000	5.7786956	5.6915130	4.1667203	0.0213130	0.6788271	-6.058
332000	5.7706346	5.4954078	4.3375433	0.0210256	0.9168720	-6.650
333000	5.8055791	5.6717540	4.3814250	0.0214873	0.9109681	-2.137
334000	5.8295507	5.7667942	4.4080350	0.0386130	1.0661669	-3.999
335000	5.8540202	5.7558338	4.3567090	0.0130273	1.1741039	-2.253
336000	5.9125292	5.8407901	4.4033956	0.0140842	0.8982896	-7.125
337000	5.8701981	5.4762658	4.4868366	0.0197292	1.5923818	-2.048
338000	5.7909554	5.5682880	4.1765920	0.0141942	1.7066828	-0.651
339000	5.9998768	5.9267859	4.1258302	0.0267152	1.2696340	-7.610
340000	5.8838612	5.3254557	4.4015918	0.0273153	1.1065286	-3.050
341000	5.8874550	5.3240921	4.4034689	0.0061378	1.1884443	-2.318
342000	5.7940286	5.6262239	4.1553567	0.0222213	0.8638975	-5.976
343000	5.8337437	5.6775353	4.1655495	0.0621819	1.7009574	-4.411
344000	5.8423283	5.4094969	4.2891201	0.0085673	1.0565385	-3.503
345000	5.8000057	5.6162789	4.4216364	0.0101754	1.2431844	-2.389
346000	5.9160180	5.7894196	4.3359286	0.0363828	1.5958630	-4.322
347000	5.8209045	5.3169016	4.2503815	0.0438033	1.0981397	-5.630
348000	5.8498686	5.7802338	4.3282474	0.0474095	1.2666271	-2.929
349000	5.7914829	5.7860804	4.4704594	0.0247314	1.0018880	-2.334
350000	5.8378060	5.8238000	4.1639971	0.0333094	0.8847181	-9.460
351000	5.7983497	5.7514573	4.1209963	0.0173463	1.0881481	-3.535
352000	5.8845409	5.6088095	4.3873507	0.0068003	1.0630560	-1.213
353000	5.8105318	5.2647472	4.2761263	0.0608043	1.2843383	-6.108
354000	5.8044209	5.2804529	4.2089129	0.0221783	1.3445702	-4.113
355000	5.8667000	5.3970962	4.4856492	0.0219101	1.0852348	-3.776
356000	5.8098276	5.5324898	4.2091455	0.0166403	1.3273434	-4.167
357000	5.8313140	5.7694987	4.1925200	0.0370377	1.0886232	-3.096
358000	5.9515311	5.9388429	4.1293243	0.0243060	1.1051290	-1.126
359000	5.8291109	5.3610572	4.1090636	0.0181362	1.9431965	-2.437
360000	5.8272925	5.5317017	4.1416696	0.0067407	1.5687680	-1.187
361000	5.7564521	5.7563823	4.4182202	0.0421554	0.9796393	-8.261
362000	5.8865541	5.8685478	4.2587249	0.0164891	0.9453385	-3.521
363000	5.8617783	5.8308838	4.1899084	0.0141379	0.8490113	-0.516
364000	5.8769915	5.8569216	4.3004886	0.0204535	0.8571539	-4.426
365000	5.9283994	5.8404169	4.4518569	0.0390533	1.0551709	-3.347
