Gen	t_n5	t_n6	t_n7	mu	sigma2	lnL
34000	5.8856578	5.8401602	4.5018655	0.0362210	0.9892964	-8.023
35000	5.8095851	5.7162675	4.3743669	0.0237412	0.9959905	-2.736
36000	5.8472468	5.8462850	4.4213059	0.0227772	1.2080850	-1.725
37000	5.8537934	5.7557908	4.3831967	0.0609628	0.9084183	-7.606
38000	5.8655865	5.7154055	4.2951984	0.0156105	0.6779435	-2.143
39000	5.8570022	5.4376759	4.4605591	0.0166249	1.0566611	-2.504
40000	5.9047640	5.4766035	4.3473084	0.0123327	1.1042442	-4.490
41000	5.8236932	5.6095566	4.1555938	0.0251340	0.9830728	-4.815
42000	5.8308907	5.6756141	4.2585795	0.0173566	0.6684428	-2.571
43000	5.8106260	5.6513348	4.3912205	0.0145244	1.0168161	-2.203
44000	5.9205719	5.7307930	4.3178339	0.0123200	1.2208084	-7.141
45000	5.8320750	5.7101338	4.3094740	0.0163992	1.1945583	-3.933
46000	5.7944618	5.6716488	4.4899745	0.0377338	1.7171068	-4.516
47000	5.8354099	4.9872824	4.2640771	0.0146620	0.9620883	-1.730
48000	5.8396253	5.7823520	4.3528414	0.0213174	1.1455319	-3.814
49000	5.9343270	5.7220617	4.4140034	0.0081768	1.2630218	-3.501
50000	5.8542558	5.8151935	4.3179187	0.0305375	0.9487239	-3.385
51000	5.7971717	5.7036643	4.1497892	0.0197629	0.8726929	-3.683
52000	5.8743307	5.6220699	4.2549130	0.0276820	0.9564865	-4.870
53000	5.8927364	5.7556311	4.1956003	0.0185344	1.1344633	-5.390
54000	5.7695500	5.3092951	4.3975154	0.0122000	0.7525991	-3.061
55000	5.8682049	5.5910013	4.2045990	0.0152956	0.7671436	-6.890
56000	5.9345048	5.9333689	4.4167187	0.0286974	0.8677817	-3.406
57000	5.8961442	5.8916213	4.4064681	0.0304076	1.0616619	-1.973
58000	5.9459685	5.9455349	4.3705989	0.0153984	0.5520548	-7.937
59000	5.8218250	5.8064135	4.1607349	0.0438944	1.0249286	-1.841
60000	5.9098809	5.7401199	4.1493553	0.0042889	1.2207673	-3.544
61000	5.8116295	5.6696440	4.4649016	0.0175456	1.2026368	-7.291
62000	5.7948710	5.3481543	4.2081855	0.0074487	1.2328698	-3.575
63000	5.8112417	5.7827236	4.4739200	0.0243883	1.5198028	-2.089
64000	5.8945431	5.7608113	4.3530354	0.0305078	1.6806939	-3.315
65000	5.8050559	5.7788395	4.2843652	0.0265174	1.2845139	-3.392
66000	5.8777215	5.5616284	4.3540898	0.0121991	0.9221151	-2.614
67000	5.7497102	5.5431579	4.3913878	0.0140040	1.4384192	-4.687
68000	5.8423888	5.7249929	4.3758088	0.0202191	1.1050764	-1.332
69000	5.7956659	5.7408613	4.2238253	0.0210620	1.1525247	-1.028
70000	5.8174191	5.7800074	4.4951745	0.0114771	0.6361986	-3.162
71000	5.8182537	5.4877304	4.2942929	0.0130830	0.7336266	-6.482
72000	5.9593445	5.4010720	4.1758899	0.0327241	1.1749252	-5.479
73000	5.8485839	5.7778749	4.1792557	0.0104727	0.8962471	-1.474
74000	5.9449816	5.6847154	4.1004432	0.0145172	0.6964259	-4.015
75000	5.9211968	5.5471109	4.3498168	0.0284988	1.0842261	-4.455
76000	5.8724515	5.3887874	4.2756226	0.0099459	1.1110117	-2.928
77000	5.8112622	5.7232183	4.2205111	0.0194622	0.7652377	-5.648
78000	5.7508940	5.2187457	4.4174173	0.0188536	1.7745170	-2.830
79000	5.7975463	5.7890740	4.3502445	0.0151169	0.7973504	-1.988
80000	5.8572240	5.5507108	4.2222529	0.0241724	1.0353607	-4.005
81000	5.7235983	5.5992538	4.1477702	0.0268840	1.2715301	-5.498
82000	5.8210086	5.2040608	4.1912960	0.0299090	1.3640633	-3.868
83000	5.9252812	5.7448702	4.4344734	0.0322331	1.3572338	-2.788
84000	5.8963811	5.7902574	4.2174697	0.0388768	0.9660328	-5.138
85000	5.8015247	5.5723324	4.4710137	0.0237208	1.1384020	-3.922
86000	5.7565328	5.6019345	4.4822905	0.0213418	1.4928226	-3.722
87000	5.7824685	5.5434859	4.4040109	0.0112790	1.3540458	-1.653
88000	5.8917452	5.7161208	4.4774310	0.0141314	0.9803327	-4.027
89000	5.8585912	5.3818037	4.2995222	0.0367288	1.1592589	-5.199
90000	5.8667811	5.2665972	4.3349701	0.0127739	1.2984739	-4.485
91000	5.8561522	5.7832216	4.4657587	0.0314718	1.6294262	-4.165
92000	5.8731686	5.3697500	4.1908646	0.0117673	1.0299195	-2.383
93000	5.8837711	5.8139594	4.4886404	0.0210152	1.0155221	-1.537
94000	5.7818767	5.3241655	4.3085316	0.0335135	0.9189611	-6.188
95000	5.7796952	5.2486063	4.5269055	0.0432496	1.3958516	-1.538
96000	5.8200446	5.5988494	4.1393671	0.0304799	1.0005227	-4.384
97000	5.8970616	5.8792646	4.1886903	0.0083418	0.8818132	-1.290
98000	5.9022902	5.7232380	4.2239948	0.0125233	1.4921607	-4.358
99000	5.8386539	5.7045908	4.4072200	0.0194703	1.2831696	-1.674
100000	5.8824851	5.4385557	4.2597679	0.0205121	1.1365243	-12.327
101000	5.8037158	5.6082219	4.5352360	0.0110565	1.0851730	-4.479
102000	5.8347990	5.7749106	4.0976821	0.0135895	0.9072999	-6.994
103000	5.7601730	5.4028507	4.1437160	0.0196860	0.9210833	-3.034
104000	5.8840566	5.7410085	4.2278851	0.0251843	1.4726561	-6.733
105000	5.6854861	5.5232498	4.2226420	0.0512712	0.9943668	-3.758
106000	5.8370985	5.1377620	4.1487984	0.0178316	1.3036723	-0.875
107000	5.8870854	5.8833707	4.4550363	0.0154831	0.7314379	-4.117
108000	5.8271381	5.5737262	4.2871325	0.0360562	1.3507677	-3.214
109000	5.8853705	5.8134424	4.4831931	0.0162672	1.0344928	-1.070
110000	5.8754118	5.8365991	4.3841370	0.0426003	1.3539669	-8.483
111000	5.8582056	5.4904119	4.1513957	0.0206709	1.1631011	-11.745
112000	5.8563846	5.8130333	4.3612044	0.0227378	0.8388771	-10.154
113000	5.7776020	5.4608263	4.2346536	0.0191091	1.1160192	-5.377
114000	5.8434954	5.7733730	4.2954216	0.0083268	1.3041395	-2.746
115000	5.8859379	5.7974753	4.4914681	0.0098411	0.9435773	-1.751
116000	5.7232046	5.7085130	4.4391164	0.0323837	0.9770786	-8.325
117000	5.8545877	5.6943344	4.1172872	0.0529946	1.6131570	-3.165
118000	5.8474168	5.5866800	4.3198963	0.0183717	0.7192108	-2.749
119000	5.8605130	5.5827073	4.3405847	0.0179980	1.0006378	-8.647
120000	5.8517418	5.0323020	4.5330051	0.0201368	1.0030895	-4.405
121000	5.9197359	5.8367071	4.1254915	0.0136481	0.8248104	-3.947
122000	5.7793594	5.4690105	4.4711306	0.0308951	1.6330176	-1.759
123000	5.7964389	5.7257852	4.2777957	0.0148746	1.1229483	-2.334
124000	5.8390594	5.7587675	4.3149202	0.0162949	1.0540742	-1.632
125000	5.9107750	5.3013219	4.4447553	0.0497124	1.1048821	-9.313
126000	5.8648945	5.8152824	4.4999139	0.0076364	1.2092508	-1.108
127000	5.7370535	5.3265434	4.4810010	0.0376226	1.3662482	-6.229
128000	5.7881122	5.7667766	4.3464622	0.0316498	1.3237456	-2.203
129000	5.8035279	5.7591982	4.1466660	0.0244300	1.0599647	-5.491
130000	5.9274447	5.8355009	4.1446341	0.0294825	0.8063924	-1.918
131000	5.8145737	5.8004320	4.2154875	0.0131958	0.6893583	-7.164
132000	5.9152970	5.8406366	4.3811677	0.0440414	1.7510173	-7.521
133000	5.7315975	5.1361936	4.2057139	0.0294924	1.7595131	-0.864
134000	5.8367565	5.7364833	4.3263328	0.0223355	1.3653752	-2.002
135000	5.8488261	5.7173631	4.1342269	0.0224256	0.7912802	-5.468
136000	5.7987877	5.3633923	4.4920575	0.0086194	1.0021359	-5.838
137000	5.7558700	5.4278440	4.3041787	0.0210265	1.3495067	-2.232
138000	5.8541370	5.5659272	4.2013148	0.0080900	0.9220222	-1.991
139000	5.8131886	5.7743351	4.1635079	0.0869506	1.5087421	-6.843
140000	5.8622436	5.1443837	4.3698122	0.0386449	1.0812356	-4.503
141000	5.8649070	5.2425300	4.3613572	0.0237164	1.0182625	-3.608
142000	5.7721527	5.7470188	4.3399933	0.0226419	0.7325968	-3.899
143000	5.7403631	5.4951196	4.1767517	0.0324708	1.3047208	-1.959
144000	5.8718381	5.8425459	4.2875419	0.0232971	1.2905388	-1.778
145000	5.8621806	5.5363404	4.4986695	0.0208385	1.0308032	-6.351
146000	5.7049815	5.6914804	4.1850239	0.0381648	1.1568832	-1.940
147000	5.8915388	5.8606204	4.2020250	0.0137699	0.9482808	-8.022
148000	5.7711244	5.7224901	4.1397206	0.0176713	0.6630893	-4.594
149000	5.7806693	5.5572727	4.3220724	0.0106447	0.9398439	-1.070
150000	5.9285815	5.4707277	4.3051849	0.0268972	0.9849564	-3.088
151000	5.7612468	5.7428295	4.3135250	0.0216156	1.5224219	-1.607
152000	5.8439779	5.8074772	4.2883458	0.0210206	1.1115851	-5.581
153000	5.7229636	5.6536566	4.4940885	0.0165388	0.8702784	-2.614
154000	5.7606748	5.7497044	4.1978445	0.0423083	1.1421532	-3.216
155000	5.9695156	5.8579660	4.2505408	0.0246740	0.9022163	-4.092
156000	5.7423118	5.6889719	4.3072377	0.0196560	0.6907856	-2.013
157000	5.8006674	5.7110692	4.4112755	0.0553086	1.2931892	-11.182
158000	5.9277112	5.8077603	4.2545961	0.0200832	0.8542247	-8.304
159000	5.9864818	5.3480417	4.2071997	0.0191268	1.1296386	-5.865
160000	6.0373067	5.9057537	4.3076821	0.0505917	0.8466231	-4.958
161000	5.8736967	5.8565706	4.2825111	0.0507291	1.1037285	-1.570
162000	5.8416454	5.8409499	4.2446039	0.0188521	0.8055218	-3.841
163000	5.8818516	5.8321434	4.3431257	0.0292930	0.8731918	-2.061
164000	5.7960372	5.7411355	4.3879712	0.0155245	0.9347412	-3.856
165000	5.8427118	5.7676455	4.3084536	0.0249026	0.9576063	-5.306
166000	5.9053540	5.8609084	4.2736897	0.0126207	0.6762563	-4.506
167000	5.8770313	5.7707397	4.2335889	0.0157186	0.6442488	-2.422
168000	5.8096108	5.6760590	4.3034759	0.0143459	0.9295593	-4.034
169000	5.8116619	5.7485725	4.3479113	0.0236989	1.0224106	-5.593
170000	5.8175935	5.5990858	4.3576091	0.0100222	1.5984214	-2.125
171000	5.8394663	5.4783557	4.4816477	0.0135338	1.4136983	-2.064
172000	5.8586203	5.7323835	4.4263119	0.0470254	0.9381981	-2.714
173000	5.8494415	5.6044096	4.1617065	0.0105713	0.9220902	-2.061
174000	5.8166034	5.3073716	4.2197752	0.0323990	1.1687528	-0.836
175000	5.8720429	5.7746036	4.1129228	0.0368056	0.8707344	-9.351
176000	5.8795618	5.5600729	4.4550277	0.0374329	1.5738548	-1.030
177000	5.9219704	5.8097077	4.1700295	0.0182027	1.4535998	-1.662
178000	5.8628593	5.8253758	4.4204331	0.0224176	1.0124035	-2.795
179000	5.8738262	5.4824117	4.1258011	0.0332190	1.4812575	-1.790
180000	5.8551802	5.7870406	4.3225520	0.0270078	0.9543896	-4.767
181000	5.7889698	5.5191625	4.4703535	0.0090591	0.9908477	-2.550
182000	5.8108682	5.7748957	4.0983949	0.0186776	1.3790308	-4.659
183000	5.8276011	5.8018486	4.4370480	0.0295880	1.0467547	-9.073
184000	5.8072997	5.6390151	4.2731993	0.0385255	1.3293279	-5.436
185000	5.7944742	5.1371820	4.2031316	0.0093997	1.0340623	-0.934
186000	5.8361365	5.7956998	4.2531272	0.0156854	1.2439681	-5.908
187000	5.9599172	5.8733153	4.1219836	0.0181323	1.0911759	-4.256
188000	5.7978250	5.5680981	4.4670319	0.0331326	1.1199422	-4.257
189000	5.8490697	5.6678217	4.1649362	0.0200027	1.0576405	-2.065
190000	5.8558966	5.7937209	4.2192979	0.0190497	1.1501980	-1.837
191000	5.8562786	5.8398492	4.3981958	0.0190766	1.0226449	-1.604
192000	5.9070335	5.7229673	4.1075807	0.0217798	1.7906874	-2.742
193000	5.8599444	5.6637326	4.2054499	0.0114144	0.7632427	-5.865
194000	5.9017106	5.8635446	4.1549569	0.0260587	1.3815022	-3.124
195000	5.8099526	5.6665228	4.1844066	0.0120994	0.8946470	-2.543
196000	5.7602207	5.7340819	4.5106656	0.0342405	1.1082725	-3.318
197000	5.8301919	5.7340347	4.4465613	0.0119314	1.4157084	-0.939
198000	5.9048134	5.8929740	4.1827365	0.0155021	1.0348982	-1.779
199000	5.8480597	5.5356395	4.1689594	0.0145517	1.3507674	-2.027
200000	5.8609792	5.8255224	4.5018826	0.0263599	1.1436683	-2.749
201000	5.8468854	5.8083824	4.4828122	0.0294927	1.2767207	-5.472
202000	5.7714006	5.6012708	4.3525792	0.0283259	1.0922053	-2.138
203000	5.8720593	5.4644043	4.4425522	0.0100194	1.1771834	-5.449
204000	5.8312855	5.4813806	4.1617177	0.0228433	1.0249431	-7.155
205000	5.8562092	5.7385407	4.2296554	0.0847453	1.1449266	-4.204
206000	5.7855072	5.5001118	4.4057270	0.0185289	1.2175946	-3.071
207000	5.8489382	5.8015119	4.1447412	0.0127789	1.4929208	-1.252
208000	5.9156914	5.8348716	4.3354162	0.0322156	1.2631038	-3.194
209000	5.7670688	5.7651222	4.1546847	0.0139612	0.5974456	-4.838
210000	5.8667378	5.7014477	4.1245389	0.0250970	1.0091849	-3.670
211000	5.8103564	5.6772104	4.3211060	0.0252783	0.8587952	-3.243
212000	5.8013952	5.6792202	4.5066092	0.0102768	1.5473266	-2.332
213000	5.8999612	5.5004975	4.1375190	0.0173525	0.9783597	-2.044
214000	5.7916628	5.3751544	4.2397081	0.0175993	1.2989376	-3.277
215000	5.8489082	5.8018137	4.2527035	0.0366654	0.9933233	-2.836
216000	5.8262031	5.8113511	4.3090649	0.0224301	0.9759225	-9.614
217000	5.8610604	5.7192945	4.3761410	0.0251960	0.8895638	-5.096
218000	5.9300432	5.5926271	4.4292719	0.0358943	1.1901404	-1.953
219000	5.8141924	5.8090129	4.2117716	0.0218254	1.1296219	-4.387
220000	5.8617343	5.4080793	4.1485026	0.0555152	1.6727168	-2.130
221000	5.8970107	5.6938531	4.5309957	0.0133769	1.1242043	-1.477
222000	5.8728869	5.5883406	4.4750074	0.0239089	0.9073623	-6.433
223000	5.7857409	4.9327082	4.1827104	0.0187247	1.2559715	-2.103
224000	5.8320093	5.7974779	4.3625374	0.0107047	1.0749577	-4.353
225000	5.9413199	5.9259683	4.1727703	0.0441163	1.3019380	-0.942
226000	5.9308875	5.7645055	4.2222433	0.0275977	1.2363836	-8.013
227000	5.7964066	5.7398469	4.3249241	0.0175476	1.0247411	-3.629
228000	5.8028855	5.7261822	4.1790385	0.0247697	1.1104895	-4.515
229000	5.8675344	5.7044649	4.3884457	0.0280728	1.3978716	-2.261
230000	5.8114033	5.6703406	4.4255999	0.0111386	1.1934084	-3.477
231000	5.8455390	5.6559363	4.3084777	0.0066927	0.9645207	-4.953
232000	5.8892921	5.8478774	4.1915686	0.0144698	0.9083282	-3.786
233000	5.8134536	5.4542086	4.1942697	0.0502804	1.3823135	-1.285
234000	5.8118435	5.7223989	4.1178711	0.0073565	1.1387321	-1.757
235000	5.8199186	5.7549594	4.3271061	0.0274048	1.0052249	-1.557
236000	5.9253051	5.8247413	4.3005568	0.0258969	1.4678290	-1.716
237000	5.9601257	5.4925112	4.2122755	0.0123136	0.9854921	-8.039
238000	5.7842073	5.3241372	4.1883072	0.0145538	1.0348981	-4.125
239000	5.8819391	5.6768571	4.4403151	0.0075707	1.0764017	-3.334
240000	5.7811487	5.7337340	4.2841818	0.0243854	0.9934084	-5.417
241000	5.8492240	5.7996421	4.1507966	0.0299002	1.1746265	-7.171
242000	5.9350123	5.6562313	4.1213195	0.0187000	1.3155336	-3.530
243000	5.7387628	5.4034458	4.2066431	0.0196685	1.0501743	-1.857
244000	5.8156376	5.7178646	4.1520783	0.0106365	0.9155089	-2.731
245000	5.9652843	5.9436993	4.2068781	0.0251162	0.9297934	-4.851
246000	5.8373523	5.3444959	4.3082185	0.0310917	1.6284089	-2.910
247000	5.7590127	5.6523784	4.3366766	0.0200558	0.9469895	-1.364
248000	5.8697743	5.6728584	4.1605528	0.0221973	1.4611357	-1.822
249000	5.9004620	5.7485151	4.4414784	0.0155594	1.0986421	-1.696
250000	5.9367938	5.9222481	4.1242528	0.0326759	0.7087794	-8.147
251000	5.7678371	5.5403253	4.1967257	0.0390652	1.1703114	-7.444
252000	5.8505961	5.7076378	4.1430522	0.0291102	1.7272621	-1.804
253000	5.9050269	5.5856727	4.2500521	0.0450484	1.7079497	-3.888
254000	5.7728678	5.4587720	4.4960249	0.0242662	0.8428306	-4.114
255000	5.8962856	5.3680804	4.2744236	0.0101908	0.8473899	-3.770
256000	5.8720437	5.3877075	4.1466157	0.0306405	0.9549717	-6.725
257000	5.8721807	5.8392667	4.5255312	0.0305760	0.8365455	-5.846
258000	5.8540922	5.4923369	4.4287656	0.0231202	1.2174621	-10.501
259000	5.8004362	5.5077306	4.2755840	0.0311501	1.0015256	-1.615
260000	5.8962269	5.8485827	4.2813399	0.0372144	1.3369845	-3.425
261000	5.9263160	5.9173008	4.2474985	0.0110991	0.7641074	-7.636
262000	5.8072629	5.6040411	4.4159089	0.0158444	1.1759116	-2.848
263000	5.8871692	5.8259213	4.4095412	0.0232801	1.0675934	-1.872
264000	5.9416146	5.5919906	4.3085599	0.0283386	1.1696191	-5.243
265000	5.7972883	5.7491980	4.1051694	0.0184896	1.5291602	-2.536
266000	5.9003128	5.8640234	4.5036469	0.0152908	1.0002727	-4.548
267000	5.7877431	5.7586658	4.3498808	0.0413842	1.2773549	-2.655
268000	5.8615095	5.8048951	4.2706959	0.0216450	1.0904753	-5.612
269000	5.8869514	5.6518544	4.4871537	0.0203964	1.0160446	-3.674
270000	5.8765974	5.5677336	4.4706264	0.0339305	1.2023938	-2.181
271000	5.7829807	5.2021789	4.4780154	0.0170717	1.1943552	-5.372
272000	5.8970973	5.5289788	4.4609682	0.0055335	0.7159521	-1.428
273000	5.7674034	5.7005854	4.4967828	0.0359111	1.1217671	-4.080
274000	5.8448797	5.4636773	4.2660527	0.0129211	1.1375292	-0.490
275000	5.8805647	5.8665727	4.5185516	0.0244391	1.0489243	-5.419
276000	5.8194948	5.7068979	4.3204204	0.0203556	1.2190442	-5.333
277000	5.8427414	5.3427548	4.4702242	0.0091760	1.9428521	-3.977
278000	5.8465921	5.6258279	4.4756238	0.0073837	1.0435698	-7.237
279000	5.9401175	5.3035737	4.4133870	0.0283164	1.4099960	-4.258
280000	5.9155562	5.8338197	4.3901263	0.0389145	1.0781949	-6.763
281000	5.7146903	5.7005026	4.3511136	0.0311503	0.7548050	-2.822
282000	5.9248398	5.7157880	4.3842703	0.0078911	1.1014623	-4.785
283000	5.8475868	5.7606222	4.3434302	0.0475700	1.1935175	-6.090
284000	5.8104253	5.3917837	4.1189628	0.0215234	1.2160066	-2.027
285000	5.8334938	5.6727827	4.3533725	0.0149750	1.2115710	-2.305
286000	5.8085651	5.7937321	4.4478674	0.0381207	1.0311202	-6.703
287000	5.8999037	5.7683876	4.2230908	0.0193786	1.3796712	-4.963
288000	5.8302506	5.8268911	4.3776632	0.0248088	0.9588235	-3.715
289000	5.7341828	5.5741514	4.1140102	0.0287761	1.2388020	-2.291
290000	5.9137285	5.7208553	4.3154473	0.0207812	0.9518318	-1.329
291000	5.9099096	5.4032167	4.2641863	0.0086045	1.1209573	-5.853
292000	5.8303886	5.8136415	4.3188681	0.0268858	0.8322351	-3.959
293000	5.7599185	5.7450527	4.1534978	0.0158515	1.0843563	-3.074
294000	5.8610542	5.6383009	4.4296511	0.0193351	1.2482628	-4.911
295000	5.8042242	5.5563368	4.1198123	0.0134815	0.9221410	-1.912
296000	5.8595395	5.8221477	4.2535055	0.0176669	0.9527784	-1.197
297000	5.8836093	5.8059979	4.4273824	0.0301855	1.2838506	-2.957
298000	5.7758752	5.6879195	4.3069127	0.0177823	1.2768493	-7.973
299000	5.8003756	5.7458407	4.4386134	0.0117433	1.1999685	-6.105
300000	5.9027447	5.8802235	4.4337469	0.0131989	1.4382231	-1.278
301000	5.8142266	5.4742323	4.3021046	0.0146084	0.9537710	-5.964
302000	5.7407083	5.6876934	4.4240034	0.0298070	1.0478621	-2.457
303000	5.7931945	5.6236723	4.3013473	0.0182262	1.3693527	-1.152
304000	5.8041186	5.6405154	4.2055325	0.0213366	0.8846357	-0.720
305000	5.8063674	5.6665224	4.2863811	0.0476635	1.2803872	-2.909
306000	5.8542944	5.7852392	4.0645198	0.0187126	1.2164661	-2.574
307000	5.7870042	5.7414295	4.1538545	0.0198309	1.2746281	-2.807
308000	5.8931915	5.7338988	4.4509897	0.0319750	1.4131122	-3.717
309000	5.8645958	5.7615530	4.4265537	0.0086104	1.1324110	-1.933
310000	5.8199936	5.6955392	4.2485612	0.0302891	0.9894560	-3.114
311000	5.8877681	5.8490361	4.4634974	0.0159930	1.3122544	-2.459
312000	5.8733378	5.7836423	4.1442977	0.0267950	1.0034465	-2.285
313000	5.7722524	5.4940007	4.3469529	0.0183897	1.0973461	-0.890
314000	5.8237219	5.6797485	4.1732299	0.0094735	0.9620354	-5.870
315000	5.7668401	5.7123064	4.3720174	0.0454592	1.7823707	-4.245
316000	5.8364752	5.4036479	4.1572205	0.0191955	0.7295367	-2.766
317000	5.8911162	5.8547856	4.3938269	0.0366670	0.6947880	-11.372
318000	5.9063813	5.8575597	4.1315318	0.0102370	1.0029121	-3.154
319000	5.8861015	5.7367395	4.5164174	0.0222948	0.7006568	-2.894
320000	5.8851388	5.8842524	4.3133513	0.0136615	0.8200566	-1.280
321000	5.8039482	5.7504083	4.3035614	0.0126021	0.7549459	-7.154
322000	5.8395461	5.7473296	4.4316606	0.0159444	1.0631746	-3.552
323000	5.9247861	5.8884098	4.1818330	0.0306956	0.9715134	-2.909
324000	5.8814813	5.6226172	4.1742653	0.0245999	1.2840587	-4.504
325000	5.8439930	5.7972358	4.1495079	0.0192725	1.0056792	-1.366
326000	5.8269347	5.8261257	4.4102541	0.0218496	0.8309670	-5.595
327000	5.7457091	5.2320352	4.1226690	0.0171276	0.8694474	-5.533
328000	5.8986818	5.3730650	4.3482155	0.0244237	1.1953610	-2.045
329000	5.7731486	5.5681984	4.1505418	0.0070854	0.8920131	-3.493
330000	5.6856727	5.3704990	4.5156318	0.0227042	1.0530005	-2.048
331000	5.7396402	5.3735391	4.1511123	0.0138128	1.1787420	-2.936
332000	5.8213512	5.7728920	4.2292859	0.0275179	1.2510743	-2.813
333000	5.8123228	5.6134486	4.2890807	0.0569989	1.2433915	-9.249
334000	5.9071864	5.8694254	4.3097807	0.0131094	0.7578725	-4.563
335000	5.8092405	5.5241154	4.5100015	0.0176878	1.5311460	-4.840
336000	5.7555733	5.7458208	4.4081604	0.0313483	1.1926434	-1.048
337000	5.9198434	5.8712173	4.1813782	0.0075339	1.0028256	-2.860
338000	5.7969137	5.7841484	4.1896109	0.0236115	1.3645537	-3.699
339000	5.8246406	5.7941444	4.4917903	0.0194616	1.1539135	-1.293
340000	5.8322475	5.3427195	4.1435384	0.0097781	1.2968605	-2.874
341000	5.8076579	5.8008393	4.4065582	0.0220974	1.4447842	-5.465
342000	5.9118201	5.8735328	4.4295067	0.0226304	0.9652041	-5.756
343000	5.7809199	5.7740957	4.4116395	0.0138966	1.2305582	-1.164
344000	5.8132080	5.7765726	4.3228699	0.0209319	0.8134997	-2.189
345000	5.8415902	5.2134547	4.1402079	0.0383170	1.2484009	-5.459
346000	5.8708532	5.6318692	4.1572169	0.0430255	1.1478963	-2.759
347000	5.9881577	5.8220728	4.3091995	0.0120591	1.5397654	-0.984
348000	5.8158338	5.7060274	4.1898515	0.0250355	0.8973050	-1.972
349000	5.8194248	5.3548650	4.3575998	0.0153591	0.9785831	-4.271
350000	5.9523412	5.9301360	4.2465730	0.0126783	0.8891405	-3.700
351000	5.8651787	5.8513018	4.4852239	0.0363419	1.2196225	-2.491
352000	5.8826484	5.6969978	4.1995672	0.0206718	1.1972305	-6.055
353000	5.8453809	5.4214235	4.4101244	0.0122816	1.0506036	-2.997
354000	5.7962480	5.5318408	4.3362308	0.0171683	1.2435592	-1.319
355000	5.7113239	5.5383067	4.2717665	0.0194900	0.9970900	-0.752
356000	5.8201111	5.7324182	4.4498154	0.0112046	0.9446726	-1.771
357000	5.7116425	5.6658360	4.2085953	0.0141686	1.0522633	-1.039
358000	5.8270057	5.7908609	4.4150954	0.0276144	0.8158904	-2.277
359000	5.8274809	5.5882769	4.5049412	0.0370745	1.4549801	-2.407
360000	5.8876373	5.8066472	4.2591343	0.0186660	1.0589552	-1.609
361000	5.7336737	5.6204139	4.3401001	0.0290410	0.9710873	-1.066
362000	5.8646839	5.8488004	4.5189829	0.0297885	1.0477666	-5.146
363000	5.8558928	5.6885260	4.5050916	0.0118955	1.0594558	-1.130
364000	5.8247861	5.8151087	4.4711517	0.0150875	1.2201908	-5.630
365000	5.7081987	5.5764896	4.1356876	0.0260635	1.1781582	-4.865
