Gen	t_n5	t_n6	t_n7	mu
116000	5.7282678	4.9715943	4.3959013	0.0424826
117000	5.7835519	4.3303126	4.1607847	0.0841515
118000	5.8968088	5.3000906	4.3968753	0.0311605
119000	5.7914925	4.4825170	4.1977797	0.0830748
120000	5.8890700	4.6067078	4.2207530	0.1538514
121000	5.8390822	4.9885435	4.3150138	0.1050118
122000	5.7624871	4.5851015	4.5037958	0.0734849
123000	5.8808622	4.3874213	4.1810144	0.0216334
124000	5.7433827	5.1503584	4.3532778	0.0632189
125000	5.8391805	5.2561627	4.2954104	0.2107721
126000	5.8859008	5.2697615	4.3605544	0.0544159
127000	5.7470935	4.6337568	4.5309057	0.0461391
128000	5.7650597	4.9232309	4.2907140	0.1272664
129000	5.8267589	5.2021069	4.3026999	0.1269949
130000	5.8047682	5.1244592	4.1612876	0.1532982
131000	5.7548939	5.0462419	4.4046892	0.0252934
132000	5.7413692	5.3458176	4.1358105	0.0149078
133000	5.8718317	5.0077770	4.4803381	0.0153021
134000	5.9464059	5.7419820	4.3573189	0.0712457
135000	5.8754248	4.5766618	4.3619305	0.0480110
136000	5.8240274	4.5228144	4.1613264	0.0886349
137000	5.8361889	4.9515068	4.4618194	0.0492688
138000	5.8288260	4.9346518	4.1453476	0.1054835
139000	5.8449436	4.5819746	4.5064002	0.0223562
140000	5.7907178	5.7371396	4.3542678	0.0627049
141000	6.0278248	4.9992962	4.5418934	0.0230457
142000	5.8121942	4.7691404	4.5417717	0.0504051
143000	5.8697667	5.7163542	4.2634376	0.0945684
144000	5.8669806	4.4058519	4.3496245	0.1330946
145000	5.8821803	5.6458528	4.2447864	0.0808144
146000	5.8448947	4.3701010	4.2631237	0.0381641
147000	5.7444212	4.9424561	4.4851960	0.0929195
148000	5.9168875	5.8315555	4.1403809	0.0182113
149000	5.7562929	5.0600412	4.1700440	0.0348456
150000	5.7545865	4.9731505	4.4242394	0.0562079
151000	5.8550353	4.6246156	4.2895354	0.0451532
152000	5.8366081	5.7076409	4.5237746	0.1066765
153000	5.8460591	4.7380173	4.1816669	0.0573063
154000	5.7140609	5.5503458	4.1865388	0.1217335
155000	5.8246701	4.9534883	4.4043015	0.0135545
156000	5.7670929	5.7122542	4.4202959	0.1041872
157000	5.8908924	5.1108949	4.2062838	0.0392774
158000	5.8226614	5.1125705	4.4282306	0.0854632
159000	5.8332555	4.5266885	4.3833936	0.0721949
160000	5.9358219	5.6432978	4.2151273	0.0340022
161000	5.8404883	4.8145124	4.2993024	0.0366461
162000	5.9356725	5.5468146	4.5127936	0.0467358
163000	5.7961659	4.9847134	4.4231055	0.0321808
164000	5.8078683	5.4803277	4.1227791	0.0997229
165000	5.7284096	4.3776209	4.1763589	0.0172759
166000	5.8272424	5.1342386	4.3945393	0.0744191
167000	5.8631062	4.8146847	4.2041909	0.0910369
168000	5.8597501	5.1604800	4.5021115	0.0505777
169000	5.9209419	5.8083597	4.3182947	0.0226251
170000	5.7545822	5.3379262	4.1830147	0.0484878
171000	5.8415406	4.7470045	4.1828508	0.1141214
172000	5.7873041	4.4578132	4.1538707	0.0726617
173000	5.7304096	5.3570816	4.2014403	0.0097564
174000	5.9512341	5.8231163	4.2292784	0.0564926
175000	5.8120262	5.5656001	4.5101193	0.0455139
176000	5.8867917	5.0536916	4.3208131	0.0706273
177000	5.8023727	5.2671092	4.5345965	0.0912253
178000	5.9306856	4.9326895	4.2937454	0.2012459
179000	5.8886583	4.7996170	4.2915169	0.0794101
180000	5.7634907	5.5752706	4.2010739	0.0184802
181000	5.7432696	4.9297519	4.4720656	0.0273339
182000	5.8348199	5.3524549	4.3248667	0.1173604
183000	5.8155560	5.6727841	4.5083104	0.0953234
184000	5.8661672	5.1135980	4.4461733	0.0345082
185000	5.8688715	4.5953060	4.2343663	0.0830520
186000	5.8488847	4.4799793	4.3219806	0.1326658
187000	5.8710445	4.5003689	4.3923458	0.0534296
188000	5.8082745	5.4600693	4.3000942	0.0801847
189000	5.8197813	5.1640981	4.4969097	0.0764119
190000	5.8338786	4.6154554	4.3398837	0.0422909
191000	5.8126868	4.5553238	4.2439743	0.0938716
192000	5.7833034	4.7708984	4.2249156	0.0177082
193000	5.9202851	5.2548621	4.4454074	0.0515320
194000	5.7950437	4.8326244	4.5130818	0.0608470
195000	5.9106779	4.5054870	4.1817219	0.0818117
196000	5.7946932	4.9358304	4.1847635	0.0635560
197000	5.7955765	4.9563579	4.4854604	0.0370971
198000	5.8067644	5.4539207	4.3048842	0.0500019
199000	5.8659936	4.7931851	4.2160529	0.0480575
200000	5.7570010	4.9754359	4.3015377	0.0331742
201000	5.9196947	5.5502290	4.5186641	0.0439682
202000	5.8180021	5.4825658	4.3583750	0.0321369
203000	5.8380360	4.8261509	4.1753811	0.0865894
204000	5.7012609	5.6018023	4.4314006	0.0182566
205000	5.7676947	5.3246542	4.1386048	0.0594268
206000	5.7862654	4.9282733	4.4954611	0.0287664
207000	5.8152396	5.7568661	4.1530183	0.0262533
208000	5.9099231	5.5542002	4.2859700	0.0319141
209000	5.7397181	4.5754960	4.4021902	0.0269671
210000	5.8773172	4.7512322	4.5107347	0.0221087
211000	5.7721388	5.4199373	4.4389499	0.2119125
212000	5.9214479	5.8019767	4.4651692	0.0556449
213000	5.8254982	5.4034325	4.4730121	0.0392676
214000	5.8728487	5.3663039	4.2516333	0.1137709
215000	5.8711356	5.7058788	4.1554893	0.0150760
216000	5.7647005	5.6974255	4.4826881	0.0527583
217000	5.8443524	4.8636378	4.3167422	0.0585589
218000	5.7778949	4.9297790	4.5331393	0.1250987
219000	5.8951645	4.4770771	4.3054613	0.0382000
220000	5.8546283	5.0489131	4.2926738	0.0589163
221000	5.8471000	4.8913744	4.2885635	0.0193478
222000	5.7891479	5.3084819	4.3031844	0.1079620
223000	5.9099969	4.6633717	4.2052394	0.0278674
224000	5.7460865	5.6860054	4.2681704	0.0293381
225000	5.7356212	4.3233347	4.1362290	0.1358174
226000	5.8542728	4.7429472	4.3706360	0.0343211
227000	5.7259600	5.3553469	4.3022434	0.0164625
228000	5.7831166	5.7631558	4.4818979	0.0591264
229000	5.7850891	4.8890347	4.5192008	0.0662029
230000	5.9361236	4.4451406	4.4357559	0.0351560
231000	5.7741568	4.4485766	4.3471268	0.1352441
232000	5.7518721	4.7093521	4.4837831	0.0179476
233000	5.8244542	5.7905232	4.5094988	0.1085037
234000	5.8369543	5.3421046	4.3147211	0.0378976
235000	5.8001977	4.8012715	4.1986149	0.0127985
236000	5.7747312	4.9329542	4.1913288	0.0130560
237000	5.8955383	5.8204506	4.4189415	0.0048885
238000	5.9104429	5.2074986	4.4885355	0.0308342
239000	5.7899419	4.6651847	4.3677857	0.1114747
240000	5.7778586	4.6382229	4.1902720	0.0167808
241000	5.7923909	5.0790347	4.1275953	0.0926372
242000	5.9099383	5.8199303	4.3102923	0.1035548
243000	5.7767661	5.1424900	4.5092635	0.1947192
244000	5.7585146	4.9446109	4.2135933	0.0808259
245000	5.8578673	5.1293843	4.4961532	0.0630328
246000	5.8164575	5.2993688	4.1790871	0.0270421
247000	5.8129606	4.8219446	4.2886170	0.1152887
248000	5.7951988	5.5182626	4.4376697	0.0736676
249000	5.8641592	5.6250080	4.3799231	0.0789095
250000	5.8640456	4.6498977	4.3164158	0.0379746
251000	5.9139340	5.5592284	4.4179119	0.0572503
252000	5.8178058	4.6681649	4.4157597	0.0532469
253000	5.8527410	5.5136730	4.4594202	0.0418566
254000	5.8086436	4.9988715	4.4625791	0.0413357
255000	5.8446625	5.1947065	4.3443446	0.0735624
256000	5.7079133	4.5975251	4.4607631	0.0395809
257000	5.8804431	4.3323196	4.1238777	0.1035111
258000	5.8258613	5.2443368	4.1932950	0.0229883
259000	5.8048725	4.9235555	4.3332211	0.0725460
260000	5.8847914	4.8634119	4.1308119	0.0238802
261000	5.8882729	4.9291009	4.4412048	0.0437930
262000	5.8660362	4.3057826	4.2583029	0.0633154
263000	5.8478139	4.5433049	4.3745252	0.0825443
264000	5.7969991	4.8558640	4.2071852	0.0289048
265000	5.8507539	4.7240660	4.1141434	0.0319276
266000	5.7963602	4.8418908	4.3632838	0.0504388
267000	5.8102122	5.3716166	4.5333737	0.0569385
268000	5.8319179	4.6645026	4.1562699	0.0544350
269000	5.8844251	5.0502176	4.1853310	0.0430585
270000	5.8340029	5.7600253	4.2934451	0.0501248
271000	5.8943478	4.5110315	4.4451491	0.0492208
272000	5.9046444	5.6395549	4.2095750	0.0200995
273000	5.9013105	4.9020397	4.4065992	0.0308251
274000	5.8446564	4.8376393	4.2058851	0.0743823
275000	5.8555019	5.5648002	4.1879349	0.0654588
276000	5.9184469	5.7247942	4.4861180	0.1140655
277000	5.8018647	4.2309889	4.1330759	0.0782712
278000	5.8667206	5.4525111	4.3723737	0.0260548
279000	5.8357495	4.4438433	4.2200314	0.0878956
280000	5.8854549	4.8087351	4.4452245	0.0151859
281000	5.7260515	5.5775908	4.4141846	0.0306264
282000	5.8363483	5.7541514	4.2488421	0.0203183
283000	5.8572945	5.7247433	4.3315842	0.1247973
284000	5.9224196	5.2780762	4.2691134	0.0108399
285000	5.8315522	5.6191391	4.3608220	0.0667144
286000	5.7554719	4.7091250	4.2720425	0.0768476
287000	5.8535402	5.0254583	4.2348439	0.0454907
288000	5.8136691	5.2798497	4.2004495	0.0187231
289000	5.8208498	5.3857824	4.2577853	0.0968046
290000	5.7008807	4.6867211	4.1305570	0.0603006
291000	5.6919944	4.7576894	4.2779340	0.0984623
292000	5.8919550	4.8483162	4.1409172	0.2186698
293000	5.8385350	4.5899856	4.0884988	0.0828065
294000	5.7380341	4.3774421	4.2803272	0.0951183
295000	5.8689900	4.5769988	4.3563590	0.0414508
296000	5.8055445	4.5451637	4.2303384	0.0316955
297000	5.9069281	5.0541290	4.5024563	0.1095885
298000	5.8555842	4.4417186	4.2530532	0.0954264
299000	5.8338350	5.5210558	4.3559446	0.0058548
300000	5.8156318	4.6001917	4.5413289	0.0829564
301000	5.8874821	5.0998051	4.1339627	0.0527086
302000	5.8393210	4.8572383	4.3546277	0.0131813
303000	5.8366871	4.6056820	4.2430300	0.0400045
304000	5.8053848	5.1754491	4.1829473	0.1075837
305000	5.8542791	4.5795134	4.2502715	0.0442781
306000	5.7886399	5.6696983	4.4137819	0.0262946
307000	5.8046493	4.8254552	4.5145011	0.0271279
308000	5.8064818	4.6180276	4.4458132	0.0108710
309000	5.8352138	4.9592306	4.2837436	0.0430056
310000	5.8277561	4.7242169	4.4499134	0.0157698
311000	5.8156693	5.2925238	4.4546350	0.0609836
312000	5.7131805	4.2267542	4.1175647	0.1423825
313000	5.8702545	4.7142956	4.5205832	0.0845260
314000	5.7900930	5.5512300	4.4047924	0.0357411
315000	5.6916862	4.6785086	4.2720382	0.0145528
316000	5.7808029	5.4969743	4.3729946	0.0477154
317000	5.8826240	4.8967624	4.5187545	0.0376063
318000	5.8955798	5.0036861	4.3159948	0.0350788
319000	5.8822430	5.4463109	4.5313675	0.0656898
320000	5.9271245	5.9051923	4.5664950	0.1258938
321000	5.7170158	4.9005581	4.5568224	0.0267895
322000	5.8152409	5.5986080	4.3337478	0.1162532
323000	5.8728098	4.8582566	4.1849632	0.0047873
324000	5.8620425	5.6313538	4.2067093	0.0756920
325000	5.7505405	4.8956236	4.4956126	0.0106151
326000	5.7549890	5.5164060	4.3130349	0.0552697
327000	5.8595132	4.7327886	4.1723667	0.0461699
328000	5.8919867	4.6734607	4.3008632	0.0707632
329000	5.7662461	4.2201864	4.1341629	0.1541933
330000	5.8667397	5.8548067	4.5353158	0.0691435
331000	5.8782131	4.7562979	4.4619901	0.0026932
332000	5.8494311	4.9138406	4.3456256	0.0338828
333000	5.8677693	4.4256834	4.2996186	0.0681453
334000	5.9509606	5.5382508	4.5272079	0.0523353
335000	5.8517439	4.7537037	4.5261461	0.1103559
336000	5.8449320	5.3023775	4.3671902	0.1061119
337000	5.8013440	4.4937205	4.2550481	0.0404490
338000	5.8395350	4.7453892	4.1263974	0.1052347
339000	5.8899127	5.8382078	4.5254270	0.0538523
340000	5.7887057	5.3284921	4.4940017	0.0514110
341000	5.7172480	5.6504373	4.4696290	0.1334629
342000	5.7380213	5.0933732	4.2811053	0.0537700
343000	5.9087977	4.4639717	4.2669872	0.0536192
344000	5.9264546	5.3052722	4.1651807	0.0371708
345000	5.8161857	5.6614054	4.2359559	0.1612352
346000	5.8073354	4.3623394	4.3205756	0.0419257
347000	5.8054605	4.4010546	4.2085857	0.0536089
348000	5.8754391	4.7942522	4.2888175	0.0317379
349000	5.7910622	5.5646862	4.2152761	0.0806137
350000	5.9549193	5.7559541	4.1234979	0.0453254
351000	5.9336562	4.5452338	4.2629687	0.0431300
352000	5.8120232	4.6661146	4.1297426	0.0542184
353000	5.9332000	5.4886533	4.2954866	0.0718853
354000	5.8938448	4.8070266	4.3155709	0.1374743
355000	5.7586343	5.0739421	4.5263248	0.0723866
356000	5.9163325	5.1013891	4.3588834	0.0145104
357000	5.9021103	5.5046267	4.3437146	0.1301068
358000	5.8262097	5.1938158	4.4339055	0.1700095
359000	5.8460905	4.8086711	4.5031816	0.0162918
360000	5.7723686	4.9097534	4.4783434	0.2211443
361000	5.9298155	5.4810058	4.1206120	0.1106345
362000	5.8078791	5.6445206	4.2353216	0.0571635
363000	5.8918840	4.5407211	4.2827040	0.0631046
364000	5.7404171	4.8075599	4.1977308	0.0584691
365000	5.8371015	4.3673442	4.2826312	0.0203193
366000	5.9789982	4.8624415	4.1265539	0.0187294
367000	5.8029594	4.7651757	4.1310466	0.0705110
368000	5.7837410	5.3867043	4.2008283	0.1070481
369000	5.9632010	5.5674393	4.5036610	0.0569177
370000	5.8495158	4.8185921	4.4140621	0.0391319
371000	5.8126906	5.6772243	4.5521047	0.0383935
372000	5.8005906	5.3364370	4.4730647	0.0860364
373000	5.8297082	4.5521257	4.2175053	0.0702434
374000	5.8474704	5.8240231	4.2851207	0.0323966
375000	5.8627601	4.7133638	4.1443315	0.0344404
376000	5.7928637	4.7480417	4.4555193	0.0859910
377000	5.8228122	4.3245526	4.2333718	0.0430160
378000	5.7684317	4.8139258	4.2246952	0.0070494
379000	5.8436674	4.8206168	4.2970048	0.0606345
380000	5.8945911	4.6973753	4.5063101	0.0210615
381000	5.8396911	4.4214964	4.1833421	0.0671361
382000	5.7801766	5.7699207	4.4289506	0.0129622
383000	5.7992053	4.5118794	4.1218704	0.0171323
384000	5.8580531	5.4991276	4.5046173	0.0598273
385000	5.7828155	4.8487812	4.4640461	0.0316568
386000	5.8890276	4.7537801	4.4565012	0.0199166
387000	5.8246986	4.3728644	4.1375457	0.1034567
388000	5.8394210	5.5346061	4.5076945	0.0384973
389000	5.8445475	4.9006557	4.3727983	0.0411257
390000	5.7707257	4.3903477	4.3219899	0.0233576
391000	5.7953805	5.4293656	4.2760506	0.1402365
392000	5.8774153	4.5617888	4.1792932	0.0630842
393000	5.8188925	4.5683688	4.3489361	0.0773092
394000	5.9777136	5.0215852	4.3250142	0.0561562
395000	5.8874824	5.8241254	4.3550489	0.0104943
396000	5.8846554	4.8840450	4.4216028	0.0353875
397000	5.7866550	5.7473824	4.3744863	0.0523869
398000	5.7607043	4.9558616	4.1510076	0.0427325
399000	5.8696078	4.4306098	4.1641416	0.0487861
400000	5.9095248	4.4009875	4.2932739	0.0615594
401000	5.8804888	5.5597510	4.4799864	0.0058416
402000	5.8553106	5.3782751	4.4402374	0.1057927
403000	5.8708427	5.8077998	4.2027346	0.0737675
404000	5.8048401	4.5376323	4.4129414	0.0143765
405000	5.8605607	5.0821573	4.4266779	0.0814521
406000	5.7463104	4.4881791	4.2515381	0.0279947
407000	5.8309953	5.1593823	4.4584188	0.0309433
408000	5.7910951	5.7688135	4.4590525	0.0282731
409000	5.9306199	5.8953956	4.1346005	0.1150031
410000	5.7536262	5.0656482	4.1909149	0.0612490
411000	5.8571429	4.3652643	4.1991400	0.0476773
412000	5.8904626	4.3235857	4.1302245	0.0906167
413000	5.8304337	4.4819794	4.4527019	0.0587203
414000	5.7832322	4.7898411	4.2137747	0.0251884
415000	5.8849792	5.2564502	4.4577896	0.2136397
416000	5.8234350	5.0357746	4.3561615	0.0784318
417000	5.8035794	5.2323415	4.1511723	0.0345661
418000	5.8376174	4.5412108	4.2725405	0.0369535
419000	5.8426373	5.6730563	4.3895460	0.0571451
420000	5.8654426	5.7910893	4.1133577	0.0375662
421000	5.8437221	4.2706497	4.2373022	0.0816057
422000	5.7163450	5.3970735	4.2037914	0.0738578
423000	5.8305272	5.2132529	4.4332112	0.1039987
424000	5.7556950	5.1620989	4.1272017	0.0924713
425000	5.8264837	5.1182068	4.2973894	0.0640755
426000	5.8252684	4.3438282	4.2402446	0.0283731
427000	5.8530302	5.4886010	4.1425259	0.0916517
428000	5.7792558	5.0378627	4.1975348	0.1071760
429000	5.8212755	4.4584164	4.1768233	0.0392737
430000	5.8461240	5.2514131	4.3001226	0.0398686
431000	5.7711088	5.5891479	4.3840260	0.0996440
432000	5.8700499	4.6924426	4.4585470	0.1861440
433000	5.8279371	5.3866093	4.4272033	0.1435515
434000	5.7972162	5.2978814	4.4693576	0.0913981
435000	5.8048857	5.0220447	4.4358388	0.2343891
436000	5.8360746	5.8263240	4.1280452	0.0732317
437000	5.8962033	4.5447728	4.3671145	0.0067123
438000	5.8486846	5.6456778	4.4930229	0.0257888
439000	5.8223163	4.2553415	4.1931892	0.0767048
440000	5.7539252	5.0652489	4.3353090	0.0063165
441000	5.8261203	5.4098951	4.2155776	0.0133573
442000	5.8504971	5.6071369	4.3861329	0.0615426
443000	5.8624953	4.4050123	4.2716649	0.0732928
444000	5.8596538	5.5380419	4.2800293	0.0370814
445000	5.8786757	4.9700620	4.4424941	0.0715964
446000	5.8311282	5.0449117	4.4668747	0.0132285
447000	5.8546761	5.2651441	4.2765786	0.0876408
448000	5.8382312	5.6930494	4.3592671	0.0970774
449000	5.7979756	4.9014743	4.3726662	0.0183704
450000	5.8760014	5.7281170	4.1168047	0.0415053
451000	5.9049763	4.7667636	4.1610345	0.0287420
452000	5.8380644	4.2841595	4.1410289	0.0531269
453000	5.7761350	5.0189507	4.1525984	0.0788095
454000	5.8684849	4.6123584	4.2133205	0.1117203
455000	5.8677883	4.8198779	4.4324448	0.1055791
456000	5.8692622	4.5801939	4.4015732	0.0358161
457000	5.8406631	4.7994125	4.2145214	0.0119417
458000	5.8348945	5.3556629	4.2683427	0.0862072
459000	5.9973281	4.7848294	4.5208059	0.0285300
460000	5.7630938	4.9620602	4.4576103	0.1230134
461000	5.7520704	4.6593014	4.4475783	0.0915299
462000	5.8359220	5.2691052	4.4997858	0.0394213
463000	5.8152774	4.6331940	4.3348299	0.0690769
464000	5.8661397	5.6386264	4.4886313	0.0554583
465000	5.8447160	5.8405890	4.1956693	0.0274202
466000	5.8922307	5.3772611	4.2721727	0.0196922
467000	5.8358877	5.6339503	4.3621393	0.0569470
468000	5.7925445	4.8035794	4.1102621	0.0706675
469000	5.8530510	5.5079663	4.2753585	0.0446962
470000	5.6828050	5.0506983	4.4335470	0.0792747
471000	5.9027210	5.8800985	4.4054288	0.0594207
472000	5.7860391	5.6301416	4.2954168	0.0475541
473000	5.8941411	4.7674048	4.4754514	0.0111680
474000	5.9282601	4.3816002	4.2496549	0.0132392
475000	5.8766800	4.9076717	4.1403535	0.1576120
476000	5.8290690	5.1472685	4.5106449	0.0054244
477000	5.9609679	5.7565331	4.1738502	0.1290616
478000	5.8774082	5.4042044	4.3269220	0.1154586
479000	5.8696260	4.5963654	4.3380878	0.1665051
480000	5.7889126	5.4960573	4.2551152	0.0833439
481000	5.8982582	5.2190410	4.4752357	0.0468365
482000	5.8418336	5.6480215	4.4175556	0.0592509
483000	5.8276850	4.9900973	4.1949014	0.0950107
484000	5.9421007	4.7533954	4.2188171	0.1289668
485000	5.8675235	5.2771948	4.1200565	0.0619168
486000	5.7856324	4.8823687	4.4534748	0.0199281
487000	5.7310672	4.5235031	4.3133340	0.0828964
488000	5.9077486	5.4175063	4.4342416	0.0441283
489000	5.7450141	5.2763377	4.5055913	0.0748494
490000	5.8263705	4.2779758	4.1945880	0.0252699
491000	5.8223222	4.5743740	4.4528983	0.0122023
492000	5.8000873	4.5360233	4.4388362	0.0596166
493000	5.7609745	4.5951225	4.5047956	0.0247685
494000	5.8659005	4.9090764	4.3817094	0.0996965
495000	5.7225974	5.4931314	4.0733437	0.0383454
496000	5.7968055	5.1434390	4.3708290	0.1312420
497000	5.8264101	5.4861256	4.3086613	0.0720815
498000	5.9291107	4.6903631	4.3320140	0.0616925
499000	5.9593792	4.9825884	4.4417298	0.0298111
500000	5.7974048	4.4503048	4.1265138	0.1626431
501000	5.7696814	5.4528305	4.4624054	0.0431287
502000	5.7199392	5.5793523	4.2478668	0.0137787
503000	5.8233467	4.5787087	4.4183067	0.0348032
504000	5.8054534	4.7352717	4.1620467	0.1222475
505000	5.9344050	5.3417525	4.3044124	0.0835921
506000	5.8354383	4.3989179	4.2597488	0.1913563
507000	5.7211724	4.8280884	4.2266095	0.0233725
508000	5.8908331	4.8468300	4.3697064	0.0690499
509000	5.7586188	4.5424111	4.2162773	0.0273013
510000	5.8244278	5.0385135	4.4751437	0.0476071
511000	5.8841615	5.3810437	4.2134727	0.0583284
512000	5.8040429	4.5370562	4.2362002	0.0314014
513000	5.8211385	4.7440482	4.2532779	0.0659019
514000	5.7496796	4.3225314	4.1466686	0.0633695
515000	5.9170011	4.5349782	4.3419398	0.0399205
