Gen	t_n5	t_n6	t_n7	mu	sigma2	lnL
33000	5.9345535	5.8643625	4.2953673	0.0454474	1.4150677	-6.506
34000	5.9463186	5.5347380	4.2885172	0.0562571	2.1549837	-2.835
35000	5.9051419	5.6638315	4.5026001	0.0139796	1.1291803	-5.014
36000	5.9116299	5.8353858	4.4645291	0.0129408	0.9024687	-5.970
37000	5.7955926	5.6087732	4.5151166	0.0295595	1.2765439	-1.921
38000	5.8944797	5.8260197	4.4089983	0.0285174	1.2344903	-1.409
39000	5.7602468	5.2746002	4.1134415	0.0199416	1.0528393	-3.197
40000	5.8899954	5.7941582	4.1221058	0.0107462	0.7418843	-1.589
41000	5.8568474	5.6161435	4.4772018	0.0115666	1.4217680	-5.419
42000	5.8100519	5.6912517	4.3554789	0.0197563	1.3715813	-3.058
43000	5.7159263	5.4886149	4.3029766	0.0173557	1.2775912	-1.696
44000	5.8751317	5.8659885	4.1340249	0.0252331	1.1490792	-1.875
45000	5.7764698	5.7517641	4.2155563	0.0185589	1.3932784	-2.417
46000	5.7874136	5.5189898	4.1319273	0.0366327	1.2680068	-4.082
47000	5.7733906	5.6875822	4.1286914	0.0136860	1.3845136	-7.774
48000	5.8597777	5.4880284	4.4617613	0.0198834	1.2842439	-0.791
49000	5.8859840	5.7892449	4.3877646	0.0274856	0.9598671	-0.889
50000	5.8110262	5.7831187	4.2480314	0.0180190	1.4770993	-3.335
51000	5.7955198	5.7102257	4.3251166	0.0248048	1.1679645	-1.037
52000	5.8767419	5.5359616	4.3632346	0.0127809	0.8076500	-4.875
53000	5.9742399	5.8721454	4.4564344	0.0225059	0.9377563	-2.191
54000	5.7762261	5.4531244	4.1787915	0.0091882	1.0138684	-2.097
55000	5.7836751	5.5259623	4.2424556	0.0184524	0.8551238	-3.122
56000	5.8518326	5.8343568	4.2338920	0.0196121	0.8379878	-3.984
57000	5.8983212	5.8675241	4.2498776	0.0113512	1.2193058	-7.751
58000	5.8417026	5.4665078	4.3029071	0.0159674	0.7889502	-4.825
59000	5.8634197	5.7770831	4.3879579	0.0191737	0.9262671	-8.687
60000	5.8877954	5.7641773	4.1243110	0.0151743	1.6413325	-6.575
61000	5.7429149	5.3331876	4.3291116	0.0312039	0.8135878	-7.567
62000	5.8441697	5.7149787	4.1338070	0.0189689	1.4963436	-3.264
63000	5.8508635	5.7640957	4.4309797	0.0160198	0.9950128	-14.149
64000	5.8117994	5.3022684	4.2450755	0.0172783	1.2728882	-2.394
65000	5.7252309	5.4526211	4.2529968	0.0161847	1.0160123	-1.197
66000	5.7822132	5.7255768	4.4170113	0.0284213	1.7575718	-6.692
67000	5.7652493	5.5321951	4.3817887	0.0121207	0.8024974	-3.253
68000	5.7515766	5.4642590	4.1751586	0.0270615	0.9265635	-8.852
69000	5.7619925	5.4094950	4.3395798	0.0211865	0.9555390	-4.110
70000	5.8654705	5.7932926	4.3400068	0.0214421	1.1688085	-3.508
71000	5.7644526	5.6888667	4.1240830	0.0217211	0.7923086	-7.171
72000	5.8490054	5.6884482	4.5016694	0.0377592	1.1970938	-6.360
73000	5.8828903	5.7813164	4.3165143	0.0387549	1.3833457	-2.867
74000	5.8544479	5.6970184	4.4378219	0.0091059	1.6459916	-1.966
75000	5.7626518	5.7165458	4.3291675	0.0352014	1.2177923	-1.193
76000	5.8877438	5.6267840	4.3950051	0.0172285	1.3407785	-2.560
77000	5.8255315	5.6736357	4.2837247	0.0247149	1.1005493	-1.569
78000	5.8617237	5.7202061	4.5318766	0.0146776	0.8535073	-10.052
79000	5.8636693	5.7076172	4.2627364	0.0153734	1.0802597	-1.386
80000	5.9237402	5.9194385	4.4821834	0.0492624	1.9904729	-0.920
81000	5.8640727	5.8404987	4.1862892	0.0189158	0.9884663	-2.506
82000	5.8559287	5.2397021	4.1463644	0.0197185	1.0730856	-4.237
83000	5.8227138	5.8135414	4.1861804	0.0270294	0.9266132	-1.096
84000	5.8588957	5.3283219	4.4049897	0.0187279	1.2362725	-3.563
85000	5.7466604	5.6479984	4.4277204	0.0186178	0.9940450	-4.079
86000	5.7745775	5.6739499	4.3498452	0.0203358	1.2297071	-1.522
87000	5.7829787	5.5232155	4.4624819	0.0205300	1.1758657	-7.639
88000	5.8594052	5.5424026	4.4610964	0.0131561	0.9095243	-4.277
89000	5.8420584	5.7783170	4.3496590	0.0139778	0.6653729	-5.003
90000	5.7939009	5.5155439	4.1540791	0.0193533	0.8248205	-2.138
91000	5.8033832	5.8027488	4.3765648	0.0275902	1.3140088	-4.218
92000	5.7587943	5.3356271	4.2067762	0.0288994	0.9818766	-4.785
93000	5.8163534	5.7451415	4.3987336	0.0204499	1.0595621	-1.716
94000	5.8228875	5.7235844	4.1793706	0.0190353	1.2390840	-3.846
95000	5.7892928	5.7555503	4.5265626	0.0490941	1.2499791	-1.673
96000	5.8079296	5.6479875	4.1478822	0.0185065	0.9138139	-4.608
97000	5.8078027	5.7740552	4.2058953	0.0328640	1.3910041	-2.086
98000	5.8334422	5.3483827	4.4591403	0.0134313	1.4019300	-5.129
99000	5.8489981	5.8287120	4.2474129	0.0283067	0.8778415	-7.330
100000	5.8089959	5.8027987	4.3536796	0.0338172	0.9616886	-5.144
101000	5.7300446	5.3664525	4.2751133	0.0127391	1.1597114	-2.022
102000	5.7516060	5.5234070	4.2697776	0.0181469	1.3084341	-4.977
103000	5.8617297	5.5249708	4.3182983	0.0321529	1.1882969	-3.003
104000	5.7998407	5.7093620	4.3922025	0.0314898	1.1339842	-2.207
105000	5.8093539	5.7695388	4.2603186	0.0298585	1.0909045	-3.486
106000	5.8722663	5.8451658	4.1865448	0.0193373	0.9478819	-5.286
107000	5.8215666	5.2533501	4.1910654	0.0177082	0.6081035	-3.352
108000	5.8651205	5.2393291	4.1320724	0.0367699	1.3767862	-3.314
109000	5.7567163	5.6935575	4.3596354	0.0095957	1.5861454	-3.136
110000	5.9361643	5.4388859	4.2067432	0.0209992	0.6932583	-7.517
111000	5.9586017	5.8458270	4.2248295	0.0336283	0.9602484	-8.035
112000	5.8228617	5.6706325	4.2847223	0.0234299	1.0303721	-10.678
113000	5.8339818	5.6736259	4.3811484	0.0116097	1.1296029	-2.123
114000	5.8707605	5.5973524	4.1254610	0.0231084	1.1854668	-1.327
115000	5.7973861	5.6302108	4.3458840	0.0334892	1.1171117	-2.061
116000	5.8837192	5.8714880	4.2331901	0.0361046	0.8454404	-4.936
117000	5.8865786	5.7489566	4.5287438	0.0284798	0.8861286	-3.767
118000	5.8223107	5.1240107	4.2478192	0.0220592	1.5816962	-6.101
119000	5.8128534	5.6199963	4.5121874	0.0110210	1.2451650	-4.006
120000	5.8221157	5.7690579	4.5310441	0.0254245	1.0233356	-4.599
121000	5.8693346	5.8248824	4.3930672	0.0217209	0.8412133	-4.619
122000	5.8450197	5.6696683	4.4000063	0.0468620	1.0722368	-8.108
123000	5.8402473	5.4054035	4.1235524	0.0459785	0.9817757	-8.343
124000	5.8878955	5.6009493	4.2389186	0.0079243	0.9815925	-0.465
125000	5.9202958	5.7912628	4.4253898	0.0218575	0.9294186	-4.560
126000	5.7939883	5.5290991	4.1606573	0.0105386	1.1291358	-2.623
127000	5.7912931	5.1508642	4.3564626	0.0270749	1.3497607	-1.629
128000	5.8910887	5.6174444	4.1123314	0.0192557	0.7729522	-6.653
129000	5.9155735	5.4787550	4.2167203	0.0453927	1.1638014	-4.055
130000	5.7765769	5.4211924	4.1229806	0.0070833	1.1399158	-3.017
131000	5.8117226	5.1545142	4.1205073	0.0124035	1.2379599	-1.727
132000	5.8381999	5.5473526	4.2153325	0.0073447	0.8114058	-4.333
133000	5.8826955	5.8823005	4.1750667	0.0206818	0.7740678	-1.619
134000	5.8012289	5.5762628	4.1449566	0.0204083	1.3063808	-6.748
135000	5.8391464	5.6940529	4.2448384	0.0198773	0.9336306	-4.583
136000	5.7954922	5.7374670	4.2722886	0.0182066	0.9776486	-3.513
137000	5.7426797	5.6517674	4.2668415	0.0386977	0.9584142	-3.871
138000	5.8144353	5.6900089	4.5168595	0.0311648	1.0930644	-4.447
139000	5.8555374	5.6669079	4.1871410	0.0083043	0.7670027	-2.379
140000	5.7629914	5.4598685	4.3045983	0.0124180	1.7332299	-7.582
141000	5.8501103	5.4196955	4.3417168	0.0368945	0.7226172	-5.760
142000	5.8266772	5.7615270	4.3574731	0.0303454	1.3345728	-3.764
143000	5.8470094	5.5835192	4.2955831	0.0222422	1.4962922	-1.002
144000	5.8834828	5.6699537	4.3632016	0.0159257	1.4752336	-0.571
145000	5.7193067	5.7128607	4.4268907	0.0118976	1.4897194	-3.643
146000	5.8758560	5.7005155	4.1374697	0.0195087	1.1074675	-3.181
147000	5.7863225	5.1622378	4.2128829	0.0499048	1.0498383	-6.924
148000	5.7195360	5.5705539	4.1717101	0.0464861	1.2979215	-1.807
149000	5.8588775	5.6884404	4.3981991	0.0222879	0.9711982	-3.319
150000	5.8195972	5.7961248	4.4645995	0.0181661	0.6530934	-3.403
151000	5.9101079	5.7680505	4.2143455	0.0116837	0.9909869	-2.197
152000	5.8903747	5.7901878	4.1998827	0.0155171	1.0174119	-4.415
153000	5.8900235	5.5322736	4.5224873	0.0178601	1.3017653	-5.409
154000	5.8057046	4.9918120	4.3169351	0.0196033	1.6142001	-2.435
155000	5.7149405	5.6776153	4.4994746	0.0128207	0.9002294	-4.245
156000	5.8666879	5.8555023	4.3190252	0.0318330	1.2583944	-0.884
157000	5.8786405	5.7774659	4.1431393	0.0294333	0.8679758	-6.570
158000	5.8811283	5.8673130	4.2962957	0.0172135	1.1965655	-3.332
159000	5.8100826	5.7212415	4.5087080	0.0153757	1.0235734	-4.118
160000	5.7547736	5.3982919	4.3155613	0.0346498	1.4575338	-3.585
161000	5.8588093	5.7945695	4.5216967	0.0176126	1.3080178	-1.807
162000	5.8714075	5.7812310	4.2721579	0.0216482	0.9486974	-5.001
163000	5.9239421	5.3996637	4.2114125	0.0401462	0.8689005	-3.832
164000	5.8154050	5.7521744	4.1596824	0.0275858	0.8603648	-8.072
165000	5.7866564	5.5130571	4.1923501	0.0193634	1.1827125	-3.864
166000	5.7521411	5.4984219	4.4510475	0.0181901	1.5620182	-1.893
167000	5.7559690	5.5957760	4.3987155	0.0112875	1.4987479	-0.994
168000	5.8622869	5.5420449	4.3251024	0.0140180	0.9750477	-2.402
169000	5.8714458	5.8616725	4.1415258	0.0144889	0.9587690	-4.769
170000	5.9168699	5.9097183	4.3968567	0.0253558	0.9704178	-2.538
171000	5.7726254	5.6399022	4.1332261	0.0234642	0.6904949	-2.402
172000	5.9423989	5.9207180	4.2586143	0.0099772	1.1874464	-4.579
173000	5.7971863	5.5808057	4.3179726	0.0196196	0.8743450	-6.436
174000	5.8795323	5.8308928	4.4954941	0.0307534	1.3296598	-2.982
175000	5.8848420	5.6787697	4.4844989	0.0175045	1.1237029	-5.053
176000	5.8742767	5.8450965	4.1052662	0.0163985	0.9109419	-0.988
177000	5.8123641	5.5107802	4.2707021	0.0118139	1.4445828	-1.976
178000	5.8274807	5.6027378	4.3449343	0.0118488	0.8690567	-5.874
179000	5.7474642	5.6552270	4.2506258	0.0257067	1.2099929	-1.492
180000	5.8628524	5.5531036	4.1794114	0.0109993	1.2685286	-2.200
181000	5.8260767	5.7467235	4.1629559	0.0146894	0.8045829	-4.553
182000	5.7640540	5.4745386	4.2585905	0.0257004	1.6354605	-3.359
183000	5.9069977	5.8278790	4.1364970	0.0138113	1.1996087	-4.060
184000	5.8494303	5.6127376	4.1930074	0.0238163	1.3673865	-1.446
185000	5.8445040	5.8366137	4.2174319	0.0126671	1.3582704	-0.618
186000	5.8530093	5.5465473	4.4494664	0.0101426	1.4035006	-7.248
187000	5.7266415	5.5450328	4.5191083	0.0220206	1.0431439	-3.800
188000	5.8870261	5.5973963	4.2394042	0.0168224	1.1871642	-2.962
189000	5.8679655	5.8674991	4.3074682	0.0421230	1.1266195	-7.151
190000	5.8324786	5.6806430	4.2685633	0.0308139	0.8641435	-4.050
191000	5.8529886	5.7699863	4.1626951	0.0181170	1.7108847	-3.814
192000	5.8674119	5.8267999	4.4301601	0.0414598	0.9371996	-3.815
193000	5.8155125	5.6544560	4.3290260	0.0175300	1.1383590	-8.000
194000	5.8266025	5.7348178	4.2724378	0.0378931	1.1543477	-5.051
195000	5.8613159	5.8460732	4.5007519	0.0375242	1.3933393	-2.541
196000	5.7065256	5.6102123	4.2805317	0.0395800	0.8473655	-4.763
197000	5.8020938	5.3744159	4.4987307	0.0180860	1.3653806	-1.875
198000	5.7648852	5.6634786	4.3425990	0.0234333	1.2268491	-2.389
199000	5.8141749	5.7998267	4.3574872	0.0163135	0.8086272	-5.837
200000	5.7335556	5.3578942	4.1978630	0.0141385	1.0640944	-3.308
201000	5.8260029	5.3384808	4.4933826	0.0375330	1.2821865	-8.697
202000	5.8681637	5.8669894	4.2177942	0.0316973	0.7100177	-7.889
203000	5.8728677	5.8167672	4.2689001	0.0095358	0.5875187	-7.187
204000	5.6436129	5.4254354	4.3428417	0.0435197	1.7978462	-1.592
205000	5.8452653	5.7994328	4.1440992	0.0124347	1.3542870	-6.667
206000	5.9041022	5.4674715	4.1633494	0.0304190	0.9414602	-6.008
207000	5.8693105	5.6765670	4.4122693	0.0190127	1.4713768	-1.460
208000	5.8273820	5.4490231	4.1462351	0.0200330	1.4474476	-2.477
209000	5.8999838	5.6931097	4.3652609	0.0446329	1.5138839	-5.445
210000	5.7253017	5.6440094	4.4810293	0.0298365	1.0545002	-3.565
211000	5.9307769	5.6015275	4.2651685	0.0170704	1.0883653	-3.035
212000	5.9278031	5.9046863	4.1488720	0.0179666	0.7353769	-5.936
213000	5.8846855	5.4936261	4.3245713	0.0397706	1.4605222	-1.377
214000	5.9015992	5.7229723	4.2056762	0.0329061	1.2609354	-4.848
215000	5.8497241	5.4832905	4.0985286	0.0337758	1.4322344	-2.560
216000	5.9251052	5.9175269	4.3325700	0.0132274	1.1530308	-2.555
217000	5.8181816	5.7049939	4.2776976	0.0228663	0.6263265	-2.741
218000	5.9526335	5.9027174	4.4633924	0.0149931	0.9214396	-4.821
219000	5.9095098	5.4506397	4.2305848	0.0113551	0.6571453	-4.662
220000	5.8178580	5.4657392	4.1468282	0.0140357	1.1030461	-4.359
221000	5.7224493	5.6760945	4.5231193	0.0361548	1.1140272	-8.191
222000	5.9409808	5.8584126	4.2661989	0.0221844	1.1941641	-3.281
223000	5.7640464	5.3900728	4.1652629	0.0146847	0.9909972	-5.209
224000	5.7904692	5.6775671	4.3152959	0.0193040	0.8584752	-3.982
225000	5.7757083	5.5184177	4.2528389	0.0500734	1.3812867	-2.405
226000	5.7450306	5.6520809	4.4247864	0.0290240	1.1218406	-1.836
227000	5.8578283	5.7435526	4.2857233	0.0441725	0.9974775	-3.122
228000	5.8131703	5.7919778	4.4428208	0.0217739	1.0904656	-3.737
229000	5.7927903	5.7286611	4.4079542	0.0220072	1.1054739	-7.886
230000	5.8234277	5.2532809	4.2166620	0.0237607	0.7642611	-7.291
231000	5.8127996	5.7611221	4.1285402	0.0209468	1.0682112	-2.338
232000	5.8017495	5.3432839	4.4428582	0.0095407	1.2475172	-3.564
233000	5.9038671	5.7922015	4.2943279	0.0427238	0.9221933	-4.508
234000	5.9639594	5.8168438	4.1608446	0.0174852	0.9897276	-3.025
235000	5.8775042	5.7094597	4.3660737	0.0162375	1.3358231	-4.838
236000	5.8910497	5.7988147	4.3812886	0.0131405	0.7662527	-4.456
237000	5.8379286	5.7211097	4.4292852	0.0087889	1.2900872	-0.714
238000	5.8878939	5.8663431	4.4694018	0.0181508	0.8558294	-3.127
239000	5.7657090	5.6593785	4.1772724	0.0101937	0.7827464	-2.577
240000	5.6547276	5.6102395	4.1858745	0.0091005	0.8760143	-6.427
241000	5.8568876	5.7549049	4.3179358	0.0186080	1.0188320	-1.865
242000	5.7547573	5.7464602	4.3123479	0.0241774	0.9242802	-4.958
243000	5.8082617	5.7094490	4.4769961	0.0318430	1.0788220	-4.021
244000	5.8026087	5.7890540	4.1840842	0.0270018	1.2289879	-3.345
245000	5.7302248	5.4905781	4.3756887	0.0118520	1.1464130	-0.354
246000	5.8833520	5.8669604	4.3273448	0.0289176	1.0663531	-4.942
247000	5.7275227	5.5937460	4.2074144	0.0203679	1.1622330	-1.060
248000	5.8651638	5.5521584	4.2384163	0.0240898	1.1262620	-4.159
249000	5.7554361	5.1076119	4.2599310	0.0200434	1.8218651	-1.652
250000	5.8520341	5.7644024	4.3715664	0.0209249	0.9465724	-1.461
251000	5.8499118	5.8008547	4.1355063	0.0208614	0.9872401	-1.094
252000	5.8046073	4.9856371	4.2335403	0.0301131	1.3123804	-0.720
253000	5.7913032	5.4528517	4.1375761	0.0117494	1.0092227	-2.127
254000	5.7925216	5.5473845	4.2551564	0.0153575	1.2703582	-3.616
255000	5.7913769	5.6020112	4.2877694	0.0458473	1.5588559	-3.293
256000	5.8408958	5.8156213	4.4106936	0.0419495	1.0922560	-5.592
257000	5.6985234	5.6702558	4.1993261	0.0604108	1.1346038	-5.423
258000	5.8712093	5.7834103	4.3744897	0.0109681	0.7267403	-6.775
259000	5.8003752	5.6513109	4.3725713	0.0095445	1.1614502	-4.220
260000	5.8857863	5.8520701	4.1220739	0.0173603	1.3126189	-3.947
261000	5.7416409	5.5118340	4.4657585	0.0102037	0.8287133	-4.399
262000	5.8520646	5.8334173	4.1171997	0.0268849	1.2119487	-2.484
263000	5.8888529	5.1779868	4.2057476	0.0127842	1.0955165	-1.290
264000	5.8428842	5.6766045	4.2858182	0.0096595	1.1866012	-1.577
265000	5.8855234	5.8770818	4.3940606	0.0316903	0.8778231	-1.299
266000	5.8794984	5.6859213	4.3679769	0.0310396	1.0379428	-3.247
267000	5.9013133	5.8392317	4.1482240	0.0323464	0.9809732	-3.829
268000	5.8925599	5.6861593	4.2183024	0.0258042	1.0145900	-1.006
269000	5.7081385	5.5042770	4.2190404	0.0193514	1.0908635	-6.342
270000	5.8465598	5.3353220	4.4187133	0.0296466	1.5631500	-2.830
271000	5.8456688	5.8047947	4.4186941	0.0227464	1.1762646	-0.894
272000	5.8063397	5.5484189	4.1161499	0.0160120	0.8230531	-4.473
273000	5.8284269	5.7874039	4.3068023	0.0146030	1.1427678	-2.228
274000	5.9096428	5.6773444	4.2135474	0.0122977	0.8728939	-3.776
275000	5.9056569	5.2672808	4.4776526	0.0205220	1.0240832	-9.798
276000	5.8382111	5.6913428	4.4036886	0.0166375	1.4008554	-3.353
277000	6.0024263	5.8940695	4.4038400	0.0083820	1.6015287	-0.667
278000	5.9086203	5.8602901	4.2853905	0.0130876	1.2837086	-3.745
279000	5.8387277	5.7761479	4.1374370	0.0359817	0.9360797	-4.088
280000	5.9878054	5.8346262	4.1425089	0.0413058	1.4294925	-2.546
281000	5.8445857	5.7307341	4.1809411	0.0216446	1.4579726	-4.067
282000	5.8674391	5.8509876	4.1977774	0.0233513	1.2323249	-3.884
283000	5.9001621	5.6519940	4.2675025	0.0130386	0.7113293	-3.283
284000	5.8051165	5.7265377	4.4400621	0.0164539	1.4286534	-0.598
285000	5.8762566	5.5808773	4.1562865	0.0289977	1.3310176	-1.973
286000	5.8805861	5.7210662	4.2661168	0.0173864	1.2115296	-1.804
287000	5.7245009	5.6784477	4.1130448	0.0306629	0.9834332	-4.578
288000	5.8543703	5.6525982	4.5362189	0.0403377	1.5001374	-1.652
289000	5.8946310	5.7612820	4.3484837	0.0166390	1.2340660	-3.012
290000	5.7700760	5.5857848	4.3515647	0.0147855	1.2079439	-2.235
291000	5.8882492	5.7139682	4.4363680	0.0149259	1.6646106	-0.322
292000	5.8652204	5.8586682	4.3374798	0.0261511	1.4428954	-1.201
293000	5.8108659	5.8103651	4.5098055	0.0177108	1.0371407	-4.504
294000	5.8016709	5.4981415	4.4895357	0.0132870	0.9771449	-1.074
295000	5.9100542	5.8454542	4.3784095	0.0227652	0.9883371	-2.039
296000	5.9942101	5.6565512	4.3224569	0.0237938	1.1519131	-2.584
297000	5.8004906	5.5484561	4.1417905	0.0157467	1.0291197	-3.091
298000	5.7744654	5.7235981	4.5270392	0.0090994	1.1450739	-2.628
299000	5.8522032	5.6770984	4.4369802	0.0140671	0.8280759	-2.516
300000	5.7977292	5.5346296	4.3331232	0.0164349	1.2551022	-0.660
301000	5.9300149	5.7272565	4.4565479	0.0140386	1.0732127	-3.759
302000	5.8329458	5.7913868	4.5103278	0.0418936	1.1915248	-5.502
303000	5.8782589	5.8296420	4.2061300	0.0185400	0.9103796	-2.603
304000	5.9418265	5.7857219	4.5164392	0.0174183	1.0489337	-1.340
305000	5.8358515	5.6741302	4.1516286	0.0258605	1.2377442	-3.612
306000	5.8851395	5.7450247	4.4587032	0.0212577	0.7762003	-5.785
307000	5.8657596	5.8572043	4.4561157	0.0217662	0.8532667	-3.947
308000	5.7978591	5.7901476	4.5210137	0.0121495	0.8990901	-6.737
309000	5.7595487	5.3673116	4.2860700	0.0183300	1.4972916	-1.740
310000	5.8544522	5.7238114	4.1943404	0.0217622	1.1485839	-2.479
311000	5.8400098	5.6109263	4.3161414	0.0412187	1.2888572	-1.156
312000	5.7361898	5.6002920	4.3724349	0.0344797	1.8037874	-1.404
313000	5.8578568	5.8060389	4.2492966	0.0128647	0.5854062	-6.360
314000	5.8848226	5.8520840	4.1809610	0.0146973	0.9286432	-1.722
315000	5.8382691	5.7864121	4.2035673	0.0189973	1.0069469	-4.713
316000	5.9806743	5.9161105	4.4535025	0.0450507	1.0549367	-0.142
317000	5.8344981	5.6282159	4.4538776	0.0123485	1.1165745	-2.494
318000	5.8622570	5.7682519	4.4088438	0.0307192	0.8936861	-6.893
319000	5.9119296	5.3067379	4.1744315	0.0110472	1.7110889	-4.970
320000	5.7979455	5.7749111	4.1952301	0.0334411	1.0178737	-4.163
321000	5.7854187	5.3790292	4.3107629	0.0181920	1.3057105	-3.914
322000	5.8424041	5.8018069	4.1132544	0.0168397	0.7922622	-8.315
323000	5.8871066	5.8271945	4.1653474	0.0351866	1.9058953	-6.766
324000	5.8907333	5.5830191	4.2285923	0.0145593	1.1432492	-5.272
325000	5.8238396	5.8209823	4.1889413	0.0193993	0.9656150	-4.406
326000	5.8500038	5.7259080	4.2665897	0.0082625	0.8776831	-3.011
327000	5.7055084	5.6963686	4.2480743	0.0386553	1.7023863	-2.009
328000	5.7602564	5.6040231	4.5392045	0.0285186	0.9999518	-4.934
329000	5.8229407	5.8033740	4.3688811	0.0194025	1.4394158	-3.753
330000	5.8843015	5.6202318	4.5240056	0.0390744	1.4644794	-2.551
331000	5.8340017	5.7643541	4.3272410	0.0225717	0.9440471	-10.325
332000	5.7267429	5.7048345	4.3014850	0.0219598	1.9427859	-1.199
333000	5.9200750	5.8285157	4.4626851	0.0286926	1.3911506	-2.972
334000	5.8065310	5.4911907	4.3901768	0.0158308	1.4299201	-2.340
335000	5.8604498	5.5186041	4.2178676	0.0142707	0.9824704	-3.802
336000	5.7202892	5.4119846	4.2253767	0.0257074	1.4373892	-2.146
337000	5.8388139	5.5526875	4.2454993	0.0078728	0.8883672	-3.597
338000	5.8419150	5.6869611	4.2803606	0.0144550	1.1731302	-3.250
339000	5.8426895	5.6876675	4.2481537	0.0231847	1.0378871	-3.453
340000	5.7683370	5.6403245	4.2277385	0.0324473	1.0938543	-4.036
341000	5.8590177	5.8018383	4.3540380	0.0092467	1.4409336	-3.640
342000	5.7809602	5.5227060	4.2648962	0.0128456	1.2683018	-4.949
343000	5.7984352	5.7870312	4.4967859	0.0305823	0.9766032	-5.391
344000	5.8123384	5.7432009	4.1314577	0.0214386	0.8602228	-2.915
345000	5.8998254	5.8357374	4.4371289	0.0260604	0.8559671	-0.672
346000	5.8059550	5.5202569	4.3902192	0.0269520	1.0830290	-8.308
347000	5.8429226	5.7539547	4.3963568	0.0183346	1.8336891	-3.009
348000	5.8017705	5.7441928	4.2738507	0.0095910	0.8138848	-4.728
349000	5.8845738	5.7959534	4.4196280	0.0239669	1.0602557	-5.969
350000	5.9358684	5.7465524	4.2936980	0.0076054	1.1406129	-1.613
351000	5.8571982	5.6226837	4.4489813	0.0269300	1.3501644	-1.071
352000	5.9490516	5.8231304	4.2368224	0.0111684	1.2679012	-0.502
353000	5.8214202	5.7825619	4.1503730	0.0202857	0.8437039	-1.740
354000	5.8913176	5.6398177	4.1394777	0.0097601	0.8775969	-3.805
355000	5.8398666	5.7559450	4.3183096	0.0201689	1.4708518	-2.660
356000	5.8133920	5.7763626	4.4663584	0.0297850	1.2640817	-1.447
357000	5.9079548	5.4157321	4.3746698	0.0201668	1.3884812	-1.553
358000	5.9692243	5.9094160	4.2027759	0.0308627	1.5309045	-1.369
359000	5.8068622	5.6409645	4.3530162	0.0118312	0.9267506	-0.663
360000	5.8195388	5.6573841	4.4461631	0.0302317	1.3359474	-4.966
361000	5.8761015	5.2300141	4.4248170	0.0262211	1.2936285	-5.271
362000	5.8845814	5.8769734	4.3229194	0.0309394	1.0148739	-4.508
363000	5.7417940	5.6395531	4.5254257	0.0393435	0.7070512	-3.988
364000	5.9034220	5.8222644	4.2180670	0.0360568	1.3409073	-1.169
365000	5.7464703	5.2840882	4.4981168	0.0185136	1.3746227	-3.019
