Gen	t_n5	t_n6	t_n7	mu
118000	5.8503510	5.6412591	4.2862731	0.0370140
119000	5.9115953	5.4189303	4.1701379	0.0448745
120000	5.7424138	4.5680893	4.3675320	0.1289755
121000	5.8725653	4.8651601	4.2619897	0.0797606
122000	5.7475521	4.5313273	4.2936702	0.1304011
123000	5.8508492	4.3932234	4.2942643	0.0518758
124000	5.8741736	4.9764549	4.2815097	0.0956905
125000	5.8429628	4.8842054	4.3013202	0.0175962
126000	5.7926346	4.2751103	4.1570946	0.0285517
127000	5.8815889	4.8037190	4.1037072	0.0308255
128000	5.8759082	4.5838860	4.4142787	0.0264188
129000	5.7342006	4.5738347	4.1633912	0.0337466
130000	5.7989428	5.4297653	4.4370430	0.0395586
131000	5.8174133	4.9741426	4.2562022	0.0730611
132000	5.8687366	5.0555763	4.4668330	0.0878504
133000	5.8393656	5.6574154	4.1570734	0.1519679
134000	5.9176096	4.4893910	4.3588391	0.0366670
135000	5.8575171	5.0876761	4.4416005	0.1738108
136000	5.9025814	4.2737121	4.2198556	0.0448633
137000	5.8370342	5.6653918	4.3319060	0.0332248
138000	5.7225028	4.7657170	4.2633636	0.0261922
139000	5.8273323	4.5302488	4.1143286	0.1210701
140000	5.9013130	4.1600760	4.1380684	0.0725635
141000	5.8358976	5.7002017	4.1263430	0.1232076
142000	5.7543714	5.5244797	4.2639158	0.0173233
143000	5.7478577	5.4559390	4.2679584	0.0324069
144000	5.9030275	5.5593163	4.3937296	0.0363153
145000	5.7529603	4.4896927	4.1118769	0.0741289
146000	5.8295231	5.1737611	4.3914278	0.0445357
147000	5.9308013	5.3538288	4.3989218	0.0119612
148000	5.8545487	4.2774936	4.2426712	0.0580106
149000	5.7597073	5.3112060	4.2767851	0.0256767
150000	5.7870447	5.3717935	4.3927085	0.0381908
151000	5.8328132	4.5543836	4.4895644	0.0226979
152000	5.8675277	4.6321349	4.4767146	0.0695378
153000	5.7545032	5.3179746	4.3425059	0.0306889
154000	5.7490030	4.7002643	4.2851009	0.0775575
155000	5.9052324	4.9428662	4.1312200	0.0409412
156000	5.8746380	4.4336541	4.2805998	0.0017041
157000	5.8602206	5.0065931	4.1396633	0.0653658
158000	5.8207202	5.4838226	4.2656382	0.0450051
159000	5.8680210	5.8601415	4.2246925	0.2132040
160000	5.8708003	4.9213096	4.2319752	0.0088981
161000	5.8466880	5.5916586	4.1936002	0.0385730
162000	5.8811353	4.8375068	4.2797188	0.1549951
163000	5.7937488	4.9442975	4.1640823	0.0376771
164000	5.7942065	5.2868068	4.3503224	0.0097416
165000	5.7281203	4.4499732	4.2111092	0.1299123
166000	5.8161075	5.2454096	4.2809009	0.0883782
167000	5.8628248	4.3963112	4.3529143	0.0102764
168000	5.8266793	5.5226490	4.5327731	0.1142307
169000	5.8222264	5.6769590	4.4642202	0.0273308
170000	5.9014567	5.5790428	4.1508642	0.0500155
171000	5.7535966	4.5792715	4.3120932	0.0744269
172000	5.8554903	5.5123670	4.1618587	0.0465122
173000	5.6961774	5.6305175	4.3173182	0.0310272
174000	5.7825033	4.5761008	4.2544415	0.1237845
175000	5.7845614	5.5336838	4.4893123	0.0218326
176000	5.8543133	4.7634403	4.1682517	0.0290875
177000	5.8517451	5.5708165	4.4097135	0.0194540
178000	5.8671614	5.8492168	4.4453630	0.1427143
179000	5.8142041	5.6837077	4.4320756	0.0791200
180000	5.7974062	4.4640735	4.1293273	0.0940281
181000	5.8758372	4.6053673	4.4534631	0.0229795
182000	5.7959499	5.0839364	4.5123512	0.0232098
183000	5.7481932	5.6526073	4.2749495	0.0381661
184000	5.8932657	4.7106345	4.4299426	0.0654540
185000	5.8767447	4.7316479	4.2382896	0.0314501
186000	5.8873396	5.1315182	4.1887685	0.0052554
187000	5.7435688	4.6682281	4.1187580	0.0305387
188000	5.8874283	5.2661949	4.2780477	0.0207902
189000	5.8024126	4.4030472	4.2311512	0.0371750
190000	5.7188035	4.4505988	4.1299704	0.0660170
191000	5.7773526	5.3431280	4.3276004	0.0559338
192000	5.8278036	4.4613393	4.2719135	0.0302796
193000	5.8993316	4.7279459	4.3332080	0.0399315
194000	5.7002909	4.7287755	4.3787184	0.0712071
195000	5.8816357	4.7486319	4.4929221	0.0235340
196000	5.8304105	4.3681637	4.3668392	0.0383190
197000	5.7838559	5.6279879	4.5218487	0.0790546
198000	5.9106643	5.0797786	4.4048353	0.0318233
199000	5.8860348	4.5121758	4.2974523	0.0945782
200000	5.8926862	4.9741426	4.1268199	0.0687292
201000	5.8605551	5.4656665	4.3515154	0.0775202
202000	5.8871054	5.4091558	4.3987388	0.1394779
203000	5.8660724	5.5397107	4.5066978	0.0580697
204000	5.7945494	5.7392780	4.1777090	0.1135569
205000	5.9198379	4.8250446	4.3292276	0.1645606
206000	5.7865760	5.3281454	4.4779025	0.0546705
207000	5.8373296	5.2978612	4.1678457	0.1190725
208000	5.8599855	5.5450707	4.4508004	0.0240636
209000	5.8710128	5.5130327	4.4806874	0.0415637
210000	5.7636616	5.5905094	4.5241509	0.0255245
211000	5.8022044	4.9155663	4.1699124	0.0044311
212000	5.8870271	5.1085376	4.1810897	0.0876967
213000	5.9278555	4.4389592	4.2317843	0.0507258
214000	5.7687675	4.4947147	4.3689670	0.0651230
215000	5.8665579	4.3309993	4.2408103	0.1095211
216000	5.8161144	4.4685321	4.3090088	0.0322234
217000	5.7521239	5.5708529	4.4909494	0.0485313
218000	5.8183836	5.3670478	4.3962309	0.0786632
219000	5.8637510	5.0174972	4.2503766	0.1914512
220000	5.8408637	4.5683449	4.4447928	0.0557507
221000	5.8041245	4.7968437	4.4299812	0.1246688
222000	5.9492307	5.6879648	4.2239164	0.0437605
223000	5.8426720	5.6036964	4.4852248	0.0246887
224000	5.8157968	5.5703738	4.1416000	0.0756018
225000	5.8107898	5.7233896	4.4772499	0.0334792
226000	5.8346353	5.0403825	4.5192232	0.0481352
227000	5.8244388	5.5955157	4.1651703	0.1578598
228000	5.9172688	4.8320965	4.4138730	0.0889995
229000	5.9152493	5.7876034	4.0974967	0.2058700
230000	5.8205644	4.6595992	4.4580704	0.0278034
231000	5.8696427	4.7699342	4.2030142	0.0298464
232000	5.7968868	5.4543070	4.1514981	0.1339827
233000	5.8617101	4.3214319	4.1276162	0.0154661
234000	5.8112514	4.7369630	4.1826974	0.0464008
235000	5.8787038	4.5088415	4.3933471	0.0885756
236000	5.8557860	5.4939087	4.2591509	0.0174494
237000	5.7661573	4.5056948	4.2087817	0.1320886
238000	5.8221205	4.4478250	4.1407470	0.0220167
239000	5.9133357	5.4406706	4.3806333	0.1253174
240000	5.8098039	5.0764699	4.1168010	0.0912005
241000	5.8186499	5.7421081	4.5090774	0.0412169
242000	5.8573122	4.8765363	4.4580645	0.0261591
243000	5.8963007	5.0681674	4.3427469	0.1107098
244000	5.7843652	5.3454842	4.4888251	0.1126975
245000	5.8213237	4.7599054	4.2830069	0.0870860
246000	5.8300726	4.5926963	4.4731614	0.1991426
247000	5.8632874	5.1191696	4.2661198	0.1159670
248000	5.8574562	5.4999145	4.3533359	0.1576817
249000	5.8254945	5.1130783	4.2781373	0.1152559
250000	5.8291690	4.6890559	4.4556083	0.0431390
251000	5.8164461	5.7420505	4.2024216	0.0304098
252000	5.8289175	5.3143368	4.2519462	0.0420133
253000	5.8693527	5.6423950	4.1824457	0.0783096
254000	5.9410385	4.5109709	4.4625848	0.1603134
255000	5.8632555	5.2456473	4.4888093	0.0115559
256000	5.7822133	5.7741713	4.4160580	0.0433711
257000	5.9062624	4.6804731	4.2338487	0.0845643
258000	5.8738637	4.9106373	4.5110814	0.0484469
259000	5.7769543	4.8596544	4.4159756	0.0140179
260000	5.8636847	5.5674812	4.3070292	0.0640001
261000	5.8391309	5.1743830	4.4960215	0.0884030
262000	5.9021024	5.1055414	4.2687084	0.1199097
263000	5.9162616	4.7223689	4.3355906	0.0850139
264000	5.8799671	5.2763922	4.2553869	0.0229823
265000	5.7514640	5.6596945	4.2307370	0.1162249
266000	5.7750759	5.0124836	4.4465407	0.0410551
267000	5.7633046	5.6414722	4.2962543	0.0752936
268000	5.8259409	5.2234459	4.5054561	0.0471969
269000	5.8724524	4.3890538	4.2116351	0.0209910
270000	5.8113602	4.7274858	4.5190081	0.0561663
271000	5.8728199	4.5659459	4.4298287	0.0035103
272000	5.9199644	4.6930912	4.1976293	0.0362241
273000	5.7509188	4.6899172	4.3055010	0.1634274
274000	5.8239308	5.5540221	4.1946083	0.0499660
275000	5.8069754	4.7888477	4.4568884	0.0897700
276000	5.8002338	5.3182240	4.3104848	0.0217198
277000	5.8174196	5.1771798	4.4043940	0.1293373
278000	5.7984232	4.7119489	4.2478873	0.0582970
279000	5.9292523	5.5461271	4.4894957	0.0370499
280000	5.9065266	5.2153672	4.1935170	0.0231525
281000	5.7429654	5.4809183	4.5187099	0.1049822
282000	5.8523977	4.6551500	4.2707603	0.0350605
283000	5.9017221	4.7204690	4.5059430	0.0882281
284000	5.8087001	4.5799655	4.2695615	0.0338203
285000	5.8467982	5.5855062	4.3060158	0.0987335
286000	5.8184124	5.3515479	4.4983188	0.1314897
287000	5.7668841	5.7380205	4.3953987	0.0488930
288000	5.7717692	5.7145680	4.4561247	0.0387948
289000	5.8025513	5.6148303	4.2433921	0.0724316
290000	5.9014902	4.6491146	4.1263849	0.0271651
291000	5.8623490	5.6918466	4.2706478	0.1132357
292000	5.8590331	4.7018051	4.3322689	0.1521755
293000	5.8906922	4.1932576	4.1378369	0.0556925
294000	5.9274366	4.4140267	4.2003366	0.0664090
295000	5.9265639	5.5821309	4.3081316	0.0247624
296000	5.8165124	5.4201630	4.2598820	0.1956251
297000	5.9000718	5.7767400	4.3290789	0.0280176
298000	5.9211712	5.3491483	4.3462156	0.0976916
299000	5.8462722	4.7207019	4.2435999	0.1029465
300000	5.8034147	4.6003560	4.3250815	0.1608634
301000	5.9050624	5.7682946	4.2908804	0.0430630
302000	5.7924751	5.5736894	4.2557032	0.1665970
303000	5.8940142	5.6855400	4.2643980	0.0055228
304000	5.8848678	4.5375040	4.4401432	0.0643351
305000	5.8511219	5.2024573	4.4386279	0.0318859
306000	5.8695385	5.3090278	4.4278281	0.1782048
307000	5.8216107	4.9886381	4.2496786	0.0863368
308000	5.8491147	4.3673744	4.2753704	0.0037198
309000	5.8246108	4.8700626	4.4354090	0.1002973
310000	5.6723796	5.3728541	4.1519489	0.0615649
311000	5.9629097	5.6783082	4.4404731	0.0294794
312000	5.7948960	5.7806191	4.3929272	0.0273353
313000	5.9749474	4.8433817	4.1809811	0.0514597
314000	5.8225850	4.3808925	4.3144909	0.0189490
315000	5.9159605	5.4094950	4.2623465	0.0363794
316000	5.8071682	5.6126136	4.4509149	0.0381946
317000	5.8571437	5.5405118	4.3765030	0.0508902
318000	5.8349431	5.7162493	4.5055941	0.0192880
319000	5.8550320	5.7248699	4.2794611	0.0275159
320000	5.7200403	4.9365102	4.2680690	0.1139114
321000	5.8538908	5.5034432	4.2060389	0.0413455
322000	5.8898732	5.2138837	4.1721356	0.1572785
323000	5.9873483	4.5201952	4.3253518	0.0699379
324000	5.7818746	5.0608832	4.2839570	0.0708178
325000	5.8921905	4.4696149	4.3342502	0.0464334
326000	5.7881947	5.1307140	4.3174712	0.0579321
327000	5.7695845	4.9692801	4.3973607	0.1536547
328000	5.8351925	5.6231393	4.3432909	0.0104692
329000	5.8346077	4.6217769	4.2064844	0.0397709
330000	5.8752114	4.6289108	4.4296358	0.0825284
331000	5.8958067	5.8202971	4.3366390	0.0364954
332000	5.8455393	5.3777977	4.2237500	0.0438411
333000	5.8401871	5.5007818	4.2755416	0.1099960
334000	5.7878968	5.2366079	4.3690056	0.0540103
335000	5.8669222	5.8109262	4.1751717	0.0489436
336000	5.7646683	4.2024765	4.1420700	0.0828987
337000	5.8523059	5.7713502	4.2661479	0.0557892
338000	5.7929464	4.5945729	4.3330599	0.0781263
339000	5.8330999	5.1002195	4.4511553	0.0203182
340000	5.7680797	5.7001121	4.2595587	0.0267100
341000	5.8194979	5.6575740	4.3875452	0.0412021
342000	5.8245714	5.2377825	4.5000137	0.0101282
343000	5.8053593	5.2601341	4.3340783	0.0351149
344000	5.8427379	4.3497222	4.2077456	0.0082218
345000	5.7905116	5.5728600	4.1173585	0.0735908
346000	5.9051309	4.5895013	4.5276445	0.1243808
347000	5.8047716	5.2191893	4.1923132	0.1221427
348000	5.8402754	4.9710296	4.5217256	0.0354352
349000	5.8826258	4.5997832	4.2071450	0.0581535
350000	5.7907710	5.6522333	4.4705651	0.0412032
351000	5.9385750	5.0210564	4.2417945	0.1077856
352000	5.8574420	4.5869521	4.2284075	0.0363613
353000	5.7127301	4.8349463	4.4007438	0.0253545
354000	5.8535358	4.5889256	4.2702561	0.0286884
355000	5.8894328	4.6930823	4.3558630	0.0194544
356000	5.6992532	5.2593813	4.0958455	0.0224213
357000	5.8499358	4.3724282	4.2594157	0.0595107
358000	5.9540431	4.7862922	4.4745597	0.1457634
359000	5.8361282	5.1836883	4.2580471	0.0813270
360000	5.7712627	4.4100994	4.2704667	0.0838965
361000	5.8407688	5.1763375	4.4099486	0.0127729
362000	5.8802784	5.2771217	4.1792762	0.0263658
363000	5.8686599	5.5801769	4.4660710	0.0335583
364000	5.7476924	4.6587947	4.3644740	0.0277102
365000	5.7688851	5.5437947	4.2191640	0.0234797
366000	5.7756741	4.7092075	4.4865281	0.0112024
367000	5.9176853	4.4579741	4.3487206	0.0602509
368000	5.7940730	5.3252486	4.1807358	0.1766970
369000	5.8502029	5.0251219	4.1891255	0.1000727
370000	5.8400423	4.8441096	4.4847584	0.0360168
371000	5.8843529	4.9028717	4.1253328	0.0256101
372000	5.7228535	5.0939427	4.5133648	0.0216970
373000	5.8596332	5.2467798	4.3325524	0.0608016
374000	5.8301838	4.7866857	4.3255550	0.0171649
375000	5.8780029	5.4791943	4.1238674	0.0283665
376000	5.7833432	4.3425653	4.1576849	0.1362368
377000	5.8904611	4.6446151	4.2435082	0.0189526
378000	5.7868587	4.6542008	4.3303001	0.0100184
379000	5.8392538	4.6453624	4.1339579	0.0304062
380000	5.7715230	4.7982659	4.3324296	0.0224277
381000	5.8048532	4.9435363	4.3893107	0.0166515
382000	5.8252782	5.7727323	4.4438924	0.0572020
383000	5.8811874	5.8150463	4.4178893	0.0516548
384000	5.8319784	5.4510471	4.4378123	0.1562751
385000	5.9001184	4.7293834	4.4936126	0.0278184
386000	5.9093075	5.3614702	4.3899834	0.0725929
387000	5.8090024	5.2852463	4.4383089	0.0829004
388000	5.8373041	4.8306864	4.2185427	0.0224740
389000	5.8446087	4.3378363	4.1285423	0.0438285
390000	5.8424647	5.0592717	4.4729517	0.1333585
391000	5.8261148	5.1915584	4.2547836	0.0077462
392000	5.8342537	5.5419760	4.4342353	0.0386980
393000	5.8668977	5.7091709	4.4991198	0.0362959
394000	5.8464330	4.4736503	4.2515230	0.1359645
395000	5.7905000	5.4700270	4.2239711	0.0395197
396000	5.7804420	5.3490509	4.4341238	0.0346540
397000	5.8528890	5.3863637	4.5146111	0.0571521
398000	5.8409405	4.1834777	4.1238290	0.0286542
399000	5.7485214	4.1000122	4.0978767	0.0769491
400000	5.7338537	4.5696304	4.3842808	0.0388375
401000	5.7733673	5.2851167	4.4759310	0.0812758
402000	5.9308263	4.5970712	4.3037123	0.0893135
403000	5.8165133	4.8771691	4.5376323	0.0364401
404000	5.8480177	5.0120409	4.2705950	0.0048349
405000	5.7874065	4.4654748	4.1141102	0.1207747
406000	5.8912265	4.4959965	4.1976938	0.1452192
407000	5.8411122	5.5785361	4.3874883	0.0468589
408000	5.7758905	4.5996888	4.3072219	0.0447192
409000	5.8956112	4.4684583	4.1172557	0.1185521
410000	5.7820154	4.2654970	4.2281055	0.0832064
411000	5.8133716	4.6113853	4.4471357	0.0666456
412000	5.8201669	4.4790582	4.2135565	0.0483552
413000	5.8899035	4.9985861	4.3331234	0.0528975
414000	5.9211566	4.4985659	4.4693599	0.0349063
415000	5.9235126	5.3379221	4.2135991	0.1145111
416000	5.7497409	4.4805825	4.4033264	0.0252049
417000	5.7976014	5.0963029	4.0680338	0.2087824
418000	5.9020608	5.0066433	4.2509288	0.1835551
419000	5.7586496	4.9257642	4.4594532	0.0230492
420000	5.7329881	5.2136120	4.5000962	0.0136454
421000	5.8981827	5.7842434	4.1047988	0.2308158
422000	5.8837966	5.2650842	4.5066255	0.1082877
423000	5.8309145	4.3713511	4.1910225	0.0934119
424000	5.7526593	4.8124395	4.4081874	0.0141801
425000	5.8192016	4.3820950	4.1245320	0.1303497
426000	5.8736165	5.6504093	4.4259207	0.0518450
427000	5.8964334	5.7414597	4.3611904	0.0341595
428000	5.8498079	5.0838814	4.4793973	0.0469023
429000	5.8212426	4.2089767	4.1869699	0.0445810
430000	5.8514351	4.9910817	4.3899720	0.1010616
431000	5.9696556	5.0645055	4.1294758	0.0493179
432000	6.0016531	5.7860406	4.2656310	0.0882998
433000	5.9150330	5.8495184	4.2074068	0.0477037
434000	5.8378696	5.1606008	4.5181352	0.0967214
435000	5.8072205	5.5626493	4.3497493	0.0514712
436000	5.9848250	5.9367764	4.4991227	0.1145770
437000	5.8880135	5.4950134	4.2200901	0.0328123
438000	5.8132660	4.6678257	4.2285478	0.0315238
439000	5.7724677	5.0631813	4.4049175	0.0909108
440000	5.8206749	4.9855792	4.3611973	0.1329550
441000	5.7730202	5.7303834	4.4336347	0.0726429
442000	5.8908773	4.6688639	4.2367499	0.0519231
443000	5.9218133	5.2308111	4.5128212	0.0215553
444000	5.8194691	4.6016260	4.3402909	0.0835953
445000	5.8750162	4.5869891	4.4670689	0.0485118
446000	5.8929955	4.6855014	4.2176524	0.1170395
447000	6.0177202	5.0808575	4.2122922	0.0312670
448000	5.7976464	5.7546908	4.1075441	0.0296225
449000	5.9256505	4.9404174	4.1535396	0.1167566
450000	5.8426226	4.8049529	4.3165068	0.0296560
451000	5.8587765	5.8281999	4.2245499	0.0352772
452000	5.9235207	5.5943679	4.5056729	0.0727354
453000	5.9411012	5.4750869	4.5123426	0.0424063
454000	5.9111446	5.1822238	4.2823132	0.1007867
455000	5.8482322	5.3414181	4.2896751	0.1560303
456000	5.8814161	5.5120354	4.1635464	0.0269963
457000	5.8493737	5.2586653	4.5166742	0.0614794
458000	5.7884163	5.0956656	4.1380174	0.0615614
459000	5.8170328	5.7970992	4.4591251	0.0444726
460000	5.8103396	5.4774750	4.3220998	0.0290902
461000	5.8178897	4.8518165	4.4436383	0.1164074
462000	5.7538957	4.8522678	4.4737618	0.0857922
463000	5.7174638	4.3301156	4.1447229	0.0131259
464000	5.8012338	4.6961887	4.3713828	0.0297677
465000	5.7894449	4.7425937	4.2984758	0.0583018
466000	5.8226512	4.5092563	4.4067609	0.0013921
467000	5.8679790	4.4251474	4.1500369	0.0112149
468000	5.9177096	4.4514890	4.2190978	0.1412629
469000	5.9113610	5.4075333	4.1245001	0.0087747
470000	5.9149673	5.5050138	4.1246940	0.0201446
471000	5.8447016	4.6182024	4.3179910	0.0443609
472000	5.8730207	5.6130941	4.2137068	0.0663494
473000	5.8785887	4.5595404	4.2423863	0.0292363
474000	5.8153004	5.2831991	4.1995266	0.1208711
475000	5.7873636	5.6591576	4.1910943	0.0616585
476000	5.8386437	4.5833966	4.2554507	0.1076172
477000	5.7648309	5.6872285	4.4266877	0.0183815
478000	5.7948314	5.4456643	4.4405844	0.0238706
479000	5.7479111	5.6919446	4.4583897	0.0502006
480000	5.7797709	5.6847097	4.3645763	0.1129788
481000	5.7372280	4.5913805	4.2189476	0.0235464
482000	5.8833914	5.3229266	4.4159009	0.0899833
483000	5.7172903	4.4048948	4.3429764	0.0419366
484000	5.7705329	4.3417094	4.3258437	0.0154548
485000	5.8992605	4.5542505	4.3242968	0.0116720
486000	5.8411761	4.6991638	4.4634093	0.0449086
487000	5.8298151	5.5819935	4.1402252	0.0183178
488000	5.8091171	5.0546363	4.2814819	0.0451437
489000	5.8604445	4.2318064	4.2156726	0.0286843
490000	5.8792930	4.8885259	4.4453629	0.0227579
491000	5.9289304	5.7086765	4.5099229	0.0131014
492000	5.9311149	5.0046458	4.4919365	0.0713821
493000	5.7398146	4.8561332	4.3504650	0.0122969
494000	5.9156615	4.6186095	4.4282390	0.0438103
495000	5.8790276	5.5954895	4.5000677	0.1519880
496000	5.8602743	4.5984983	4.4971759	0.0090002
497000	5.7654280	4.5080237	4.3291425	0.0571467
498000	5.8928231	4.6173797	4.4374048	0.0337580
499000	5.8455329	5.6136139	4.3307821	0.0310665
500000	5.8648659	5.2563647	4.4479226	0.0366539
501000	5.8362186	5.3378818	4.1144299	0.0663766
502000	5.7818418	4.9978594	4.1342351	0.0511485
503000	5.9130766	5.8340641	4.4958576	0.0388376
504000	5.8023608	4.2799475	4.1916411	0.0304076
505000	5.7696845	5.6334866	4.1429252	0.0492900
506000	5.8100383	5.4728002	4.3814540	0.0310833
507000	5.9058680	5.0286094	4.3646002	0.1062865
508000	5.9044873	5.2401535	4.4345834	0.0783735
509000	5.9310503	4.6068445	4.4095686	0.0257612
510000	5.7676895	5.7379274	4.4742044	0.0200802
511000	5.7753010	5.6628903	4.4486416	0.0820917
512000	5.8235605	5.2399961	4.3396196	0.0603658
513000	5.8394175	5.1534719	4.4295241	0.0714480
514000	5.8211326	5.0825174	4.3066426	0.0115722
515000	5.8514891	4.6828960	4.2442943	0.0189159
