Gen	t_n5	t_n6	t_n7	mu	sigma2	lnL
43000	5.9488237	5.8605857	4.3747491	0.0414238	0.8377651	-5.496
44000	5.9169833	5.7622261	4.2873858	0.0390273	1.1771117	-3.658
45000	5.8318213	5.8249791	4.3244044	0.0431956	0.7677082	-5.197
46000	5.8443300	5.7531212	4.1394632	0.0121082	1.1053673	-1.372
47000	5.8069145	5.7937415	4.1963428	0.0379592	0.8169535	-0.945
48000	5.8444352	5.7832109	4.1532759	0.0467622	1.0885462	-1.521
49000	5.8770482	5.8445043	4.2513903	0.0454055	1.2134197	-0.321
50000	5.7908872	5.7743386	4.3316074	0.0174807	0.8523336	-1.068
51000	5.8133055	5.6680225	4.1442172	0.0350972	0.8100867	-2.725
52000	5.8080013	5.6180937	4.2825219	0.0526449	0.8081932	-2.414
53000	5.8339573	5.7626921	4.4255669	0.0457631	0.8978208	-3.114
54000	5.7719495	5.6621059	4.4281028	0.0705382	0.7151975	-2.356
55000	5.8170325	5.7903297	4.3183359	0.0518023	1.1126272	-0.290
56000	5.8862334	5.8294698	4.4136031	0.0388117	0.9407650	-1.148
57000	5.8938529	5.8629018	4.3895061	0.0958893	1.3029288	-4.968
58000	5.8721819	5.8584442	4.2349461	0.0824143	0.9583577	-2.081
59000	5.8240234	5.8086680	4.4317901	0.0405846	1.2542261	-2.339
60000	5.7268596	5.6732250	4.3547158	0.1760008	0.9611479	-4.953
61000	5.8051405	5.7638164	4.1779344	0.0561759	0.6891367	-6.061
62000	5.8137611	5.8072784	4.2642300	0.0399664	0.8639165	-1.889
63000	5.6906840	5.6817008	4.2112599	0.1173580	0.8415219	-2.240
64000	5.8944862	5.8849899	4.2962017	0.1322253	0.6900958	-0.936
65000	5.7382131	5.6644336	4.3327170	0.0764340	0.8735864	-1.389
66000	5.8544121	5.8043453	4.2764505	0.0641020	0.8771563	-4.806
67000	5.8946537	5.8854766	4.3411817	0.0657899	0.8747425	-3.235
68000	5.9059284	5.8966458	4.5182492	0.0591139	1.0865615	-0.628
69000	5.7726532	5.7587950	4.1319021	0.0393254	0.6145037	-3.635
70000	5.9406708	5.9293101	4.3029669	0.0316093	0.7853363	-3.911
71000	5.7805656	5.7183176	4.2875231	0.0453034	0.8828432	-2.666
72000	5.7776782	5.6857873	4.1408270	0.0436472	0.9360801	-3.060
73000	5.9133803	5.7678928	4.2238043	0.0155102	0.8643279	-1.930
74000	5.8378058	5.8208132	4.1748145	0.0509540	0.6884492	-1.223
75000	5.8531586	5.8469548	4.4792738	0.0249643	0.9024071	-3.188
76000	5.8424166	5.7569689	4.1300967	0.0293212	0.6139861	-4.115
77000	5.8732290	5.8616995	4.0997492	0.0437973	1.2879119	-2.694
78000	5.8657834	5.8540931	4.1624830	0.0293722	0.8558863	-4.753
79000	5.9383711	5.4260369	4.2025375	0.0285986	1.0264185	-2.457
80000	5.8439197	5.7538319	4.2378580	0.0477171	0.8107208	-2.451
81000	5.8808224	5.8616771	4.3353729	0.0851480	0.9852167	-5.494
82000	5.7990806	5.7964914	4.3849231	0.0472276	1.0995343	-2.689
83000	5.7578532	5.6628751	4.2142342	0.0620941	0.6960739	-9.198
84000	5.7702338	5.6771494	4.2936825	0.0317820	0.6954734	-1.817
85000	5.8114658	5.7859004	4.5189959	0.0611319	1.0503819	-1.558
86000	5.9458137	5.9285377	4.4508494	0.0594593	0.8687822	-1.017
87000	5.8989476	5.7635374	4.4812823	0.0215348	1.1642268	-4.938
88000	5.7428221	5.6830760	4.3021604	0.1372884	1.1452246	-4.230
89000	5.7851742	5.7831416	4.4688880	0.0406590	1.2332651	-1.608
90000	5.8559186	5.8472663	4.2174028	0.0466172	0.6883626	-3.575
91000	5.7735589	5.7525308	4.2962304	0.1444377	1.0822356	-3.837
92000	5.8629513	5.6002051	4.4038908	0.0825194	1.4696357	-7.060
93000	5.9651116	5.9239874	4.4149902	0.0698531	0.7662293	-3.669
94000	5.8467072	5.7526299	4.2463946	0.0291298	0.8139679	-1.646
95000	5.8872476	5.8816773	4.1843710	0.0352471	1.1068105	-2.144
96000	5.9664442	5.9184088	4.2938074	0.1247589	0.8366382	-6.453
97000	5.7933862	5.7918840	4.4161715	0.0878317	0.7613354	-3.345
98000	5.8917736	5.8788339	4.3850831	0.0294880	0.8685440	-0.496
99000	5.9827897	5.9079356	4.1051496	0.0398924	1.0650028	-1.178
100000	5.8010648	5.7715048	4.1075064	0.0426915	0.5119872	-2.135
101000	5.7901207	5.7645329	4.1852703	0.0377932	0.7923690	-3.987
102000	5.8761377	5.8662291	4.1453434	0.0621207	1.0438916	-2.878
103000	5.9043645	5.8254442	4.1392213	0.0790734	0.9791192	-5.008
104000	5.7294194	5.6271609	4.3267239	0.0273238	0.8919250	-2.496
105000	5.7540009	5.7144605	4.3132435	0.0487771	0.9496325	-4.031
106000	5.8581696	5.7649459	4.1925030	0.0381329	1.1523430	-7.224
107000	5.7195262	5.6877979	4.4592095	0.0551398	0.6608153	-2.554
108000	5.9148718	5.7307326	4.2392491	0.0162427	0.8752326	-1.263
109000	5.8874774	5.8307256	4.4408387	0.0472197	0.9198000	-2.372
110000	5.8699615	5.8524877	4.1372700	0.0308914	1.2142184	-0.665
111000	5.8606945	5.8412097	4.1493399	0.0600988	1.0868712	-0.905
112000	5.8652719	5.8256198	4.1286557	0.0613253	1.0225676	-3.707
113000	5.9030429	5.8668784	4.1891525	0.0355254	0.8674923	-5.221
114000	5.9350086	5.9118671	4.2763172	0.0434129	0.8769519	-5.571
115000	5.9148591	5.8712514	4.2981052	0.1304491	1.4775130	-2.618
116000	5.8291236	5.8128258	4.2981902	0.0677833	0.8284602	-0.970
117000	5.8585370	5.8056432	4.1414507	0.0348453	0.9654819	-1.368
118000	5.8685464	5.8612664	4.4474571	0.0380704	1.0317622	-0.581
119000	5.7831705	5.7228192	4.2114566	0.0476521	0.9661666	-2.672
120000	5.8763978	5.8511138	4.2158571	0.0523729	0.7903873	-1.284
121000	5.8797141	5.7846086	4.2986484	0.0320372	0.7859732	-2.873
122000	5.8113665	5.8048314	4.1605948	0.0585179	0.6391051	-1.186
123000	5.8353509	5.8075891	4.2395762	0.0450033	0.9626109	-3.953
124000	5.8000919	5.7789571	4.3657872	0.0259559	1.0072327	-0.463
125000	5.8345785	5.8209944	4.2485016	0.0865832	1.1269099	-1.800
126000	5.8311482	5.6373822	4.1623084	0.0838736	1.0046580	-3.397
127000	5.7975258	5.7922267	4.4666570	0.1668186	1.0792683	-2.017
128000	5.8789068	5.8150176	4.4062499	0.0439846	0.6422351	-2.881
129000	5.7832920	5.7765025	4.1867364	0.0378750	0.8203554	-2.978
130000	5.7666840	5.7030972	4.1841353	0.0592041	0.7229072	-3.831
131000	5.8839174	5.8527281	4.2842255	0.0247720	0.7556282	-2.566
132000	5.8804244	5.8076605	4.4439830	0.0475156	1.2390192	-3.609
133000	5.9212197	5.9020768	4.1405724	0.0264971	0.7161027	-0.943
134000	5.8704377	5.8643159	4.1738364	0.0297261	0.7830766	-0.201
135000	5.8943946	5.8092419	4.2771157	0.0714627	1.2101599	-3.033
136000	5.8948675	5.8268671	4.2252965	0.0421095	0.7351455	-5.548
137000	5.8180698	5.7854373	4.1577654	0.0808971	0.6925963	-1.544
138000	5.7725876	5.7488761	4.0985164	0.0403375	0.9085889	-2.355
139000	5.9736552	5.9594260	4.1937845	0.0303541	0.8794662	-5.028
140000	5.8392182	5.7871188	4.1283122	0.0259269	1.1037529	-2.086
141000	5.8511584	5.8357876	4.1128792	0.0517312	1.7555268	-0.173
142000	6.0222717	5.9832081	4.4682063	0.0875761	0.8711831	-0.612
143000	5.9383184	5.9282439	4.2868375	0.0909519	0.8474287	-3.320
144000	5.7880598	5.7706773	4.4444339	0.0658541	1.0974968	-5.973
145000	5.8753891	5.7695987	4.3547825	0.0561869	0.6592742	-4.233
146000	5.8342839	5.7815347	4.1375958	0.0357701	0.5696674	-2.642
147000	5.9444677	5.7969000	4.1828518	0.0408656	0.8335891	-1.855
148000	5.8304708	5.7138135	4.2862653	0.0468768	0.9529500	-2.854
149000	5.8736417	5.8248023	4.4142964	0.0496980	1.1616770	-4.812
150000	5.9361538	5.8218066	4.2436650	0.0477544	0.6687127	-6.430
151000	5.7662661	5.7598027	4.1142349	0.0680798	0.8200604	-1.166
152000	5.8334715	5.6350658	4.3252922	0.0446566	0.8607941	-2.203
153000	5.7869070	5.7057020	4.2884645	0.0769310	0.9413236	-1.445
154000	5.9333358	5.9248667	4.2376074	0.0787591	0.9026432	-1.043
155000	5.8250260	5.8175773	4.1790356	0.0387007	0.5364310	-5.045
156000	5.8183369	5.7937997	4.2028775	0.0661202	1.0091593	-4.084
157000	5.7951463	5.7684043	4.4663470	0.0959364	0.8716693	-1.887
158000	5.9215247	5.8589383	4.1335672	0.0580283	1.4043050	-2.721
159000	5.8429808	5.8405933	4.2680414	0.0661404	1.2428423	-1.019
160000	5.9631852	5.9182423	4.1409634	0.0652589	0.7097682	-2.576
161000	5.8350097	5.6746525	4.3969779	0.0380697	0.8203762	-7.373
162000	5.8627480	5.8312533	4.3181368	0.0485384	1.1934713	-0.919
163000	5.9236798	5.8037855	4.2535613	0.0272851	1.1221486	-5.179
164000	5.8837078	5.8714965	4.1574274	0.0906562	0.6843926	-5.305
165000	5.8725289	5.7603019	4.1355809	0.0408237	0.9892120	-1.816
166000	5.9710603	5.9527079	4.3575590	0.0692833	0.7165258	-1.050
167000	5.7713934	5.7391012	4.1556489	0.0208890	0.7826450	-0.629
168000	5.9302551	5.8702500	4.1739972	0.0222097	0.8492135	-2.159
169000	5.7598338	5.6919489	4.1402748	0.0686014	1.1428202	-1.420
170000	5.7870616	5.7614826	4.1893387	0.0519669	0.7787292	-5.086
171000	5.7849499	5.7701838	4.1870022	0.1088020	1.0720563	-4.796
172000	6.0051061	5.9010769	4.1213024	0.0219992	1.0492463	-2.923
173000	5.8848782	5.8696974	4.3144091	0.0554597	0.5943614	-2.895
174000	5.7949061	5.7355033	4.3433003	0.0320917	0.8427861	-1.460
175000	5.8218929	5.7892533	4.1463816	0.0197283	0.7017861	-2.763
176000	5.8087887	5.7365694	4.3448793	0.0433112	0.9654195	-2.353
177000	5.8106268	5.7823050	4.3561833	0.0649095	0.6218532	-2.458
178000	5.8867825	5.7666509	4.1556075	0.0225373	0.7584056	-2.519
179000	5.8330538	5.8148030	4.4412987	0.0592593	0.7448172	-1.705
180000	5.8564410	5.8484253	4.1868220	0.0809454	0.6377629	-2.265
181000	5.8940338	5.8437246	4.3367829	0.0594672	1.1783125	-2.177
182000	5.8848902	5.8197884	4.2918235	0.0726991	1.3756920	-3.152
183000	5.9339871	5.8592562	4.1930166	0.0574693	1.1198931	-2.920
184000	5.9163367	5.8116219	4.3740063	0.0304298	1.3154307	-8.540
185000	5.7295991	5.6989085	4.2282241	0.0281795	0.8416979	-7.841
186000	5.8656962	5.8565655	4.4148918	0.0404213	0.6285324	-3.614
187000	5.7491284	5.6531228	4.3714161	0.0474152	1.0376141	-1.583
188000	5.8295302	5.7431652	4.3241501	0.0333555	0.9482767	-3.368
189000	5.8088980	5.7850112	4.2973067	0.1032342	1.1899947	-5.916
190000	5.7072818	5.6811878	4.1258646	0.0500468	0.9630787	-1.831
191000	5.7436195	5.6623695	4.2142943	0.0291289	0.8459428	-2.530
192000	5.8834383	5.8755053	4.1675470	0.0685377	1.1251900	-1.937
193000	5.9608236	5.6552921	4.3815288	0.0158285	1.1744007	-3.348
194000	5.8459300	5.7761183	4.2401150	0.0578983	0.7427649	-1.991
195000	5.8315857	5.8145908	4.1718853	0.0979077	0.7795249	-2.577
196000	5.8273572	5.7902735	4.2014429	0.0233472	0.8115262	-2.481
197000	5.8568203	5.8319522	4.3738883	0.0438621	1.0166953	-0.696
198000	5.8849552	5.8726870	4.4899450	0.0682416	1.0696273	-0.358
199000	5.8049229	5.7768846	4.4582893	0.0501200	0.7882711	-2.619
200000	5.8511243	5.7889966	4.3818712	0.0835910	0.9857923	-3.529
201000	5.9599515	5.6704580	4.1462348	0.0253697	1.4462775	-1.707
202000	5.8793965	5.6879914	4.5154192	0.0162242	0.8655708	-1.757
203000	5.8705161	5.7915153	4.1381862	0.0296829	0.7279881	-1.756
204000	5.7559613	5.7544874	4.4396059	0.1129513	0.7624766	-0.560
205000	5.8439993	5.7315422	4.1445559	0.0281720	1.1098421	-0.719
206000	5.7879154	5.6814809	4.4982878	0.0237124	1.0380956	-0.511
207000	5.8659284	5.7915713	4.2784422	0.0518729	0.8236036	-3.244
208000	5.8700404	5.8089962	4.2545774	0.0520342	0.6485746	-6.880
209000	5.8294471	5.6717128	4.2658028	0.0257763	1.1022470	-2.874
210000	5.9963199	5.9351331	4.1412632	0.0896894	0.9953215	-1.527
211000	5.7928667	5.7867371	4.2908879	0.0606629	0.8361480	-3.089
212000	5.8754305	5.8408707	4.3591761	0.0450059	1.1268272	-3.156
213000	5.8856994	5.8271131	4.5227866	0.0460824	0.7721610	-2.042
214000	5.8372850	5.7439190	4.1520841	0.0465119	0.9718726	-1.964
215000	5.8626764	5.6189773	4.1244546	0.0119548	1.2420363	-3.032
216000	5.8742353	5.8714768	4.4002637	0.0498570	1.0093893	-1.263
217000	5.8428680	5.7942663	4.5119041	0.0875177	0.9710363	-8.042
218000	5.8186008	5.7977345	4.4704328	0.0263907	0.9170270	-2.461
219000	5.7602428	5.7048512	4.5296284	0.0880071	0.8975763	-1.617
220000	5.8554524	5.8287522	4.1801476	0.0361140	0.5738661	-2.673
221000	5.9692866	5.8944345	4.1135135	0.0412259	0.8857337	-1.622
222000	5.8723211	5.8635946	4.4377175	0.0215423	0.8735229	-3.908
223000	5.8075025	5.8021038	4.2423291	0.0239521	0.6922049	-2.278
224000	5.8310417	5.8075385	4.2961352	0.0342597	0.7651382	-2.464
225000	5.8888048	5.8621974	4.1404064	0.0468398	1.1409629	-2.385
226000	5.9067842	5.8991037	4.2597783	0.0760601	0.8076183	-6.719
227000	5.8396597	5.8029735	4.1501519	0.0348731	1.1487764	-0.754
228000	5.8967585	5.8447989	4.2166754	0.0176378	0.8683310	-2.414
229000	5.7935644	5.7105546	4.2605835	0.0183586	0.6619040	-2.001
230000	5.8228820	5.7828668	4.2937284	0.0365082	0.9293830	-3.843
231000	5.8093743	5.7973639	4.3911976	0.0609036	0.6732812	-3.794
232000	5.8048325	5.8004331	4.1614249	0.0281545	0.9026733	-1.632
233000	5.8255981	5.7029429	4.1876769	0.0473922	1.3856771	-4.372
234000	5.9455326	5.9166849	4.5044757	0.0586789	0.8301450	-1.959
235000	5.8417556	5.8272865	4.4754922	0.0336258	1.2498070	-2.982
236000	5.8485536	5.8227547	4.5037212	0.0959257	1.1422558	-1.589
237000	5.8921873	5.8266551	4.3959802	0.0300990	1.2443355	-1.153
238000	5.8410475	5.7605812	4.1077020	0.0226452	0.7400771	-3.961
239000	5.9711585	5.9238050	4.3447878	0.0323811	0.9301804	-5.164
240000	5.8656056	5.8595964	4.1549296	0.0563994	0.8311724	-1.190
241000	5.7795679	5.7662303	4.4594335	0.0676052	0.7850972	-1.680
242000	5.9070818	5.8697629	4.3698478	0.0498850	0.8567933	-6.864
243000	5.8566300	5.6786480	4.2059706	0.0773045	0.8777943	-3.958
244000	5.8457149	5.6924390	4.1584201	0.0140129	0.9890607	-2.613
245000	5.8860022	5.8317768	4.4437713	0.0464331	1.2218910	-4.243
246000	5.8198111	5.8068055	4.3668716	0.0507923	1.2321276	-1.272
247000	5.8584078	5.8482628	4.2796615	0.0397368	0.9661628	-0.792
248000	5.8261121	5.7477935	4.1079658	0.0491884	0.9358945	-3.190
249000	5.9004171	5.8415016	4.2096722	0.0230455	1.0373541	-8.383
250000	5.8367908	5.8247193	4.2524493	0.0425878	0.7134018	-2.939
251000	5.8476006	5.6604427	4.3161141	0.0467471	1.2174817	-8.820
252000	5.8213850	5.8160556	4.5146698	0.0482063	0.9946589	-0.856
253000	5.9071195	5.7661694	4.4342680	0.0354848	0.8823357	-1.927
254000	5.8001193	5.7898721	4.1674961	0.0876399	1.2831744	-1.416
255000	5.9254859	5.7794222	4.1480081	0.0240252	0.7384987	-8.817
256000	5.8024785	5.7590745	4.1876442	0.0268886	1.0765330	-0.788
257000	5.8386936	5.7700004	4.1271020	0.0249532	1.0680397	-2.208
258000	5.8712410	5.8124168	4.1877544	0.0531683	0.6137088	-11.438
259000	5.7818470	5.6759240	4.5060324	0.0425346	1.2251642	-4.783
260000	5.8229432	5.7399693	4.3513544	0.0482505	0.7443390	-5.480
261000	5.8053408	5.8025534	4.2454224	0.0540506	0.6934240	-4.072
262000	5.8578257	5.8518662	4.3704484	0.0274763	1.1009640	-1.038
263000	5.8633487	5.8467466	4.1896405	0.0444925	1.3736969	-4.060
264000	5.8287520	5.8215038	4.2551084	0.1085153	1.1948360	-6.067
265000	5.8819491	5.8439172	4.4378075	0.0224101	0.6187928	-1.436
266000	5.7688134	5.7546241	4.1495651	0.0762244	0.8982253	-2.622
267000	5.9107276	5.7877302	4.3122198	0.0189167	0.8511360	-1.339
268000	5.8349531	5.8325986	4.3796069	0.1380654	0.7430778	-2.062
269000	5.7857068	5.7367537	4.1863834	0.0436347	1.0464204	-1.835
270000	5.9014442	5.8789078	4.1173251	0.1047788	0.6337379	-1.592
271000	5.8781707	5.7123217	4.2864500	0.0314552	0.8465338	-7.133
272000	5.9423761	5.9369618	4.0980080	0.0717925	0.7625279	-1.048
273000	5.8433750	5.7624526	4.1786197	0.0308708	1.3095748	-1.950
274000	5.7964593	5.7885346	4.1699538	0.0277233	1.7645577	-1.152
275000	5.8637773	5.8341940	4.3831964	0.0492527	0.8921236	-4.276
276000	5.8181251	5.8078300	4.3609668	0.0705467	1.0531421	-0.444
277000	5.9615165	5.9353800	4.2033647	0.0250422	0.8596347	-3.995
278000	5.8289240	5.8063922	4.1406601	0.1004990	1.0575209	-2.381
279000	5.8769946	5.8715980	4.1542440	0.0294851	0.9922762	-2.443
280000	5.9223379	5.8817153	4.1402229	0.0454648	1.1021702	-0.203
281000	5.8795146	5.8444273	4.4004520	0.0601297	1.1483941	-1.693
282000	5.9182570	5.8786571	4.2255389	0.0336806	0.9713196	-3.589
283000	5.8957898	5.8295376	4.3162697	0.0387470	1.0151872	-2.975
284000	5.7666078	5.7484756	4.1377487	0.0675451	1.0661069	-2.390
285000	5.8146809	5.6978544	4.2040489	0.0281415	0.6440933	-2.032
286000	5.8161260	5.7858948	4.3434611	0.0383354	0.7361002	-1.009
287000	5.8404384	5.8217632	4.2830095	0.0475412	0.7895189	-4.195
288000	5.8769015	5.8739283	4.1395538	0.0829043	0.9243886	-4.038
289000	5.8655161	5.8641410	4.3046675	0.0647206	0.7445602	-3.451
290000	5.7730116	5.5001416	4.2766720	0.0219139	0.9198474	-3.761
291000	5.8921971	5.8830864	4.3802122	0.0469304	0.9236950	-0.631
292000	5.8736489	5.7873522	4.1376369	0.0425279	0.8554283	-0.978
293000	5.7946720	5.7520044	4.3517458	0.0794622	0.8426215	-6.127
294000	5.8485788	5.8360004	4.2055988	0.1139418	0.7969114	-4.582
295000	5.8772946	5.8435027	4.1692024	0.1155399	0.8531242	-3.156
296000	5.7991817	5.7460824	4.4536079	0.0723531	0.9517302	-3.590
297000	5.8227580	5.7355328	4.1778766	0.0527274	0.9958712	-2.209
298000	5.7839309	5.7752868	4.2379465	0.0284882	0.8679937	-1.446
299000	5.8219383	5.7555791	4.2377795	0.0285982	1.1074878	-2.181
300000	5.8261622	5.7760771	4.2814764	0.0588798	1.0375543	-1.343
301000	5.7972508	5.7847011	4.3060343	0.0377268	0.9641317	-2.186
302000	5.8932498	5.7576844	4.3300639	0.0376420	0.9788948	-1.557
303000	5.8141795	5.7831373	4.2056183	0.0205315	1.6126851	-0.508
304000	5.8325072	5.8221320	4.2269856	0.0229484	0.8215940	-2.243
305000	5.8484543	5.8400722	4.4210832	0.0329074	0.8941280	-0.747
306000	5.8728135	5.7489327	4.2694613	0.0539009	0.9688977	-3.466
307000	5.7769326	5.6743967	4.1937161	0.0446092	1.0375965	-4.130
308000	5.8066639	5.6893278	4.3635066	0.0367344	1.0905896	-0.384
309000	5.8724864	5.8707416	4.3593022	0.0945145	1.1934020	-2.669
310000	5.7287934	5.6628184	4.2056563	0.0406845	0.9717957	-1.830
311000	5.9240284	5.8990954	4.2985774	0.1014259	0.8985468	-3.264
312000	5.8908725	5.8791799	4.3638303	0.0371562	0.7939480	-0.789
313000	5.8787715	5.7266217	4.3191015	0.0919448	0.8682092	-6.495
314000	5.8986578	5.8854240	4.3658782	0.0555987	0.9719757	-0.217
315000	5.8323525	5.8280198	4.1559342	0.0716931	0.7512199	-4.099
316000	5.8147324	5.7613514	4.2138052	0.0122302	0.8603619	-1.792
317000	5.8327277	5.7610319	4.4499101	0.0702901	0.9479039	-2.281
318000	5.8193486	5.7911726	4.2750261	0.0372745	0.6638937	-4.056
319000	5.8565699	5.8549470	4.1589615	0.0947802	0.8110137	-2.132
320000	5.9301367	5.9250702	4.4044427	0.1032478	1.1566153	-1.839
321000	5.9817948	5.9519502	4.2617730	0.0818262	0.9291480	-1.742
322000	5.7653390	5.7217243	4.3209182	0.0558054	0.9646573	-2.555
323000	5.7255668	5.4634195	4.2319101	0.0281218	0.9551516	-4.423
324000	5.9111584	5.8520606	4.1419640	0.0233596	0.7811903	-0.931
325000	5.8736851	5.7681451	4.5197227	0.0448696	0.8271884	-3.580
326000	5.8576325	5.8535223	4.2855653	0.0526302	1.0211232	-0.927
327000	5.8166679	5.7713070	4.4178916	0.0402678	0.6439009	-2.919
328000	5.8808374	5.8242650	4.3283489	0.0486844	0.9268110	-2.486
329000	5.8184373	5.8124685	4.2318745	0.0569067	0.9747907	-0.299
330000	5.8977183	5.7917718	4.2009923	0.0424934	0.7007040	-4.348
331000	5.9231350	5.9168255	4.3150908	0.1005297	0.7727510	-4.106
332000	5.8186126	5.5298663	4.3627621	0.0190976	0.8808018	-5.079
333000	5.8164102	5.8150183	4.2356141	0.0537587	0.9779949	-1.950
334000	5.7951102	5.7518510	4.2176162	0.0526802	1.0016610	-4.159
335000	5.8695573	5.8158227	4.5030821	0.0445883	0.9508205	-2.704
336000	5.8754508	5.8167160	4.1301077	0.0415129	0.7282352	-1.720
337000	5.8575853	5.8117157	4.3300678	0.0365702	0.7060787	-1.679
338000	5.6946727	5.6531770	4.4054368	0.0527397	1.0384636	-0.842
339000	5.8859585	5.8627742	4.1904940	0.0155814	0.7743979	-4.065
340000	5.8597866	5.8273128	4.1324980	0.0534828	0.7516317	-2.735
341000	5.7970517	5.7948230	4.2416796	0.0991626	0.8124132	-1.347
342000	5.8976551	5.8868749	4.3134164	0.0963574	0.8965034	-1.463
343000	5.8164951	5.7605312	4.4140257	0.0681424	0.8321370	-2.173
344000	5.7905637	5.7583459	4.3347214	0.0334315	0.8777276	-0.761
345000	5.8706047	5.8626727	4.3867390	0.0525809	0.9022830	-5.232
346000	5.8787358	5.8710285	4.1402823	0.0310768	0.8582634	-1.337
347000	5.8728132	5.8232408	4.1837097	0.0873695	0.7174092	-2.988
348000	5.6800828	5.6148645	4.1784021	0.0420061	0.9530740	-0.783
349000	5.7325085	5.6403273	4.1733918	0.0597581	0.9614059	-6.709
350000	5.7732778	5.7139182	4.1268591	0.0215812	0.7199371	-3.692
351000	5.7921820	5.7369184	4.3069842	0.0623286	0.9999275	-1.639
352000	5.8477829	5.7835131	4.3536149	0.0569975	0.9302774	-1.263
353000	5.9115028	5.8393870	4.1437109	0.0288789	0.9715035	-2.236
354000	5.7910985	5.6396137	4.1268154	0.0463098	1.1453102	-8.447
355000	5.7490417	5.6722866	4.4729872	0.0362750	0.8271681	-1.789
356000	5.8240845	5.8098816	4.3267580	0.0516734	0.8587666	-2.035
357000	5.8200381	5.7295524	4.1453088	0.0525350	1.1528641	-4.637
358000	5.7831254	5.7517831	4.1778785	0.0371361	0.9789920	-1.503
359000	5.8945062	5.8924475	4.1936433	0.1585641	1.0292277	-2.202
360000	5.7904194	5.6935936	4.4687470	0.1402816	1.2459018	-2.772
361000	5.7699443	5.7036292	4.4790578	0.0460679	0.8267095	-3.197
362000	5.8110471	5.6205412	4.3779573	0.0259790	1.0047510	-1.905
363000	5.8373472	5.8351038	4.1367825	0.0734857	0.7505422	-3.347
364000	5.7833191	5.7467035	4.2942912	0.0813122	0.7644239	-1.281
365000	5.7799878	5.7376129	4.1712714	0.0588283	0.7654196	-0.905
