Gen	t_n5	t_n6	t_n7	mu	sigma2	lnL
72000	5.9180269	5.9128450	4.2498717	0.0849697	1.0520455	-1.718
73000	5.9467069	5.8789255	4.3812555	0.0573135	1.3074472	-0.857
74000	5.9135572	5.8721047	4.1499701	0.0204005	0.8998887	-2.927
75000	5.7898621	5.6564291	4.2049409	0.0135165	1.1028519	-2.798
76000	5.9030316	5.8851941	4.2557509	0.0792718	0.8601689	-1.511
77000	5.8593966	5.7185788	4.1300221	0.0196666	0.9230614	-0.469
78000	5.8073134	5.5726392	4.3095311	0.0270494	0.8075124	-2.225
79000	5.8888229	5.8529775	4.3466403	0.0375678	0.8715859	-0.959
80000	5.8687094	5.6831558	4.1278351	0.0196720	0.6670945	-2.691
81000	5.8753448	5.8342363	4.3342438	0.0281371	1.3963893	-1.465
82000	5.9364864	5.9312350	4.3328061	0.0379917	0.8240971	-0.722
83000	5.8736213	5.8482798	4.1719821	0.0735267	0.8432030	-2.662
84000	5.8020741	5.7810273	4.3520836	0.0505439	0.6321896	-3.224
85000	5.8828197	5.8607980	4.1175289	0.0753033	0.8852453	-6.724
86000	5.8201094	5.6344871	4.2569384	0.0447802	1.2352430	-5.139
87000	5.8886119	5.8879631	4.3644465	0.0618683	0.6369934	-2.037
88000	5.7974298	5.7276600	4.4379317	0.0407184	1.1799441	-1.289
89000	5.8365803	5.6402143	4.2350812	0.0130850	0.7257169	-6.001
90000	6.0115581	6.0004060	4.4201889	0.0541005	0.7970478	-2.833
91000	5.8218932	5.8118276	4.2092657	0.0329793	0.9132095	-3.624
92000	5.8629099	5.8262438	4.1927270	0.1456234	0.8274077	-3.142
93000	5.8068111	5.7201898	4.2391137	0.0627887	1.2106547	-4.273
94000	5.8286422	5.8274382	4.4364285	0.0493714	0.6614651	-2.396
95000	5.9180593	5.8624161	4.4841714	0.0468844	1.1073962	-1.556
96000	5.8646239	5.8051041	4.2119852	0.0422579	0.8326777	-3.738
97000	5.8391705	5.8323036	4.3147077	0.1273442	1.2005156	-1.963
98000	5.9348935	5.8617800	4.1402448	0.1008487	1.0453265	-2.050
99000	5.8812054	5.7338554	4.1829947	0.0114057	0.7114377	-2.669
100000	5.8567014	5.8506574	4.2071817	0.0369271	1.1737459	-2.419
101000	5.8861995	5.8096488	4.1876376	0.0432183	0.9915798	-1.378
102000	5.8531392	5.8028718	4.2847244	0.0685214	0.6678084	-0.303
103000	5.9009357	5.8996444	4.1880091	0.0754395	0.9579484	-1.612
104000	5.7459671	5.6604152	4.3983011	0.0429292	0.7455371	-1.658
105000	5.8424517	5.7983200	4.4704243	0.0800215	0.7572694	-4.187
106000	5.8814189	5.7619319	4.2368188	0.0410421	1.1479781	-1.506
107000	5.7812289	5.7411557	4.4028388	0.0682100	0.4390566	-9.348
108000	5.7704803	5.6952461	4.4282144	0.1213452	0.8525700	-3.425
109000	5.7984947	5.7846063	4.2680509	0.0484183	1.3720955	-0.755
110000	5.8428949	5.8326655	4.2065328	0.0508081	0.9675146	-1.775
111000	5.7636068	5.7246712	4.1745220	0.0625933	0.8819230	-4.467
112000	5.7813470	5.7780266	4.3902335	0.0780786	0.6618222	-4.052
113000	5.8408980	5.7799226	4.2225320	0.0441115	1.1868233	-2.707
114000	5.9509521	5.8652323	4.3208917	0.0571486	0.8050584	-1.795
115000	5.9215006	5.8070710	4.3793708	0.0518012	0.9630815	-2.236
116000	5.8431768	5.7628269	4.1578431	0.0253118	0.5158971	-4.539
117000	5.8496093	5.8028444	4.1854889	0.0474657	1.0932695	-3.000
118000	5.8402451	5.8079746	4.1570110	0.0907959	1.1884963	-6.355
119000	5.8333144	5.8309026	4.1552430	0.1169110	0.8779863	-1.908
120000	5.7614673	5.6565512	4.4699791	0.0697459	1.0799462	-3.773
121000	5.7841382	5.7670976	4.3342693	0.0489792	1.2053844	-1.650
122000	5.8653804	5.6131211	4.1451269	0.0139112	0.7207923	-4.729
123000	5.8262669	5.7742747	4.1392780	0.1017508	0.7487992	-2.742
124000	5.7869264	5.6116610	4.3132961	0.0417579	1.0819376	-2.105
125000	5.9382758	5.9016237	4.4621935	0.0879073	1.1265648	-2.051
126000	5.8612715	5.8492971	4.4078781	0.1457069	1.1823417	-2.202
127000	5.7853071	5.7135381	4.3791913	0.0584624	0.7757148	-3.235
128000	5.8741987	5.7530601	4.1987876	0.0222136	0.8999590	-2.278
129000	5.8569679	5.7936760	4.3517338	0.0270594	1.2204986	-3.607
130000	5.8407800	5.8209675	4.3083392	0.0568118	0.8066058	-2.081
131000	5.8971629	5.8111884	4.4265499	0.0463619	0.8433821	-7.229
132000	5.7377503	5.6979234	4.1617550	0.0149666	0.7759265	-5.477
133000	5.8650825	5.6980281	4.1194022	0.0228928	0.5552798	-3.280
134000	5.9034840	5.7987182	4.2807246	0.0233268	0.6202937	-2.222
135000	5.8947889	5.8372288	4.1750295	0.0363290	0.8938901	-0.485
136000	5.8221559	5.7237587	4.1647004	0.0383494	1.1240155	-3.402
137000	5.7992098	5.7281223	4.1804140	0.0205667	1.1970123	-2.404
138000	5.7866318	5.7005964	4.1599715	0.0400122	1.1722279	-3.337
139000	5.9091091	5.8026873	4.2780187	0.0479082	0.9264672	-2.909
140000	5.9303285	5.9050127	4.2487439	0.0690338	0.9078199	-2.136
141000	6.0049260	5.8554853	4.1418985	0.0198162	0.4835096	-4.027
142000	5.8551978	5.8525075	4.3347340	0.0448465	0.6380803	-1.944
143000	5.8733205	5.8701829	4.3352968	0.1321265	1.4226646	-0.480
144000	5.9314515	5.9311465	4.5332044	0.0721735	0.7514920	-1.422
145000	5.8170502	5.7663721	4.2783037	0.0520176	0.9028393	-2.529
146000	5.7979495	5.7888777	4.4516515	0.0428825	0.9695316	-1.839
147000	5.9412804	5.8432498	4.5183960	0.0339416	1.2526183	-3.311
148000	5.7858088	5.7682997	4.2991777	0.1008394	0.9230751	-8.145
149000	5.8187234	5.7525712	4.4832594	0.0795655	1.0681927	-1.913
150000	5.8232350	5.7621799	4.1501350	0.0320457	0.8686020	-5.378
151000	5.8392396	5.8030135	4.2974625	0.0754723	0.7105644	-3.599
152000	5.9113099	5.8093051	4.2049943	0.0596057	1.0203201	-1.885
153000	5.8292649	5.8247661	4.1237143	0.0665430	1.0780792	-2.904
154000	5.8510391	5.8037362	4.2158668	0.0297469	0.7594830	-2.055
155000	5.7820051	5.7459417	4.2240842	0.0345293	1.0330032	-3.079
156000	5.9720332	5.8748958	4.1188498	0.0603686	0.8549487	-4.534
157000	5.8334283	5.7652680	4.1429904	0.0634335	0.6124212	-4.437
158000	5.8098896	5.7986244	4.2384728	0.0891137	0.9282899	-4.015
159000	5.8885236	5.8131416	4.3078395	0.0579531	0.9865723	-1.460
160000	5.8544594	5.7985187	4.4681711	0.1052294	1.2535324	-2.019
161000	5.8800048	5.8738229	4.1515430	0.0726911	1.0030924	-0.793
162000	5.8157781	5.7423880	4.2630656	0.0261084	0.6243078	-6.028
163000	5.8795879	5.8712971	4.1359596	0.0787764	0.8118752	-0.332
164000	5.8630250	5.6462990	4.1131377	0.0119941	0.8572726	-0.740
165000	5.8875274	5.8650081	4.1111447	0.0546466	0.9705490	-5.001
166000	5.8162234	5.7878617	4.2282986	0.0434330	1.1157237	-4.808
167000	5.7288690	5.7115704	4.1973467	0.0645229	0.7805255	-2.710
168000	5.7583983	5.7272732	4.1794698	0.1121790	0.8095221	-4.374
169000	5.8946544	5.8860307	4.4110347	0.0708281	0.7607863	-1.954
170000	5.7852736	5.6874192	4.2058534	0.0230781	1.1324785	-1.190
171000	5.8550273	5.8076208	4.2018092	0.0889804	1.0242656	-5.248
172000	5.8024535	5.7684779	4.1749663	0.0906475	0.8226137	-4.229
173000	5.8703651	5.8575491	4.1664155	0.0562766	0.5607539	-4.244
174000	5.7792367	5.7183684	4.2545225	0.0724217	1.1276659	-1.357
175000	5.8205578	5.5211022	4.1777165	0.0337238	1.0210130	-4.336
176000	5.9577077	5.8577310	4.2954308	0.0623210	0.9772918	-3.681
177000	5.8392027	5.7831035	4.3339839	0.0779512	1.0081898	-1.327
178000	5.8666915	5.8372063	4.4408885	0.0399223	0.9686609	-2.761
179000	5.8844828	5.7510124	4.2491274	0.0279287	0.9218212	-4.340
180000	5.8578272	5.8198159	4.2735763	0.0711322	0.7982993	-1.861
181000	5.8006887	5.7443053	4.4178268	0.0683779	1.1753745	-1.884
182000	5.9420918	5.8293540	4.2394317	0.0487854	1.0902138	-2.457
183000	5.7927790	5.7787147	4.4097993	0.1758665	0.8907905	-4.029
184000	5.8519066	5.7431673	4.2655654	0.0273169	0.9577817	-1.775
185000	5.9410141	5.9187681	4.4028457	0.0458218	0.8366684	-1.252
186000	5.8703613	5.8695604	4.1690015	0.0456931	0.8733134	-1.763
187000	5.7959178	5.7439602	4.2774526	0.0349261	1.1584598	-2.177
188000	5.8748014	5.8163469	4.2091577	0.0533833	0.9257812	-0.659
189000	5.7643809	5.7529316	4.1501579	0.0636895	1.1884667	-1.174
190000	5.9061306	5.8876416	4.4702304	0.0623743	1.0410062	-2.363
191000	5.8112557	5.8008425	4.4017112	0.0673135	0.9780995	-1.877
192000	5.8060841	5.7931659	4.1871592	0.1161237	1.0662358	-0.862
193000	5.7843519	5.7260455	4.2886086	0.0353951	0.9837107	-2.175
194000	5.9763352	5.9737609	4.4656571	0.0573948	1.2282609	-1.272
195000	5.9267455	5.8266859	4.1982710	0.0271417	0.9513389	-7.196
196000	5.8662017	5.8444553	4.5176605	0.0824958	0.9530711	-2.285
197000	5.8312804	5.8122265	4.4165318	0.0926998	1.0480343	-3.086
198000	5.9578303	5.8378755	4.2510312	0.0345917	0.9303865	-1.026
199000	5.6798165	5.6323296	4.3431313	0.0199157	0.6504276	-4.825
200000	5.8330668	5.8001574	4.2989619	0.0899134	0.7382546	-3.374
201000	5.8573567	5.8365801	4.3434534	0.0159123	1.0169034	-2.730
202000	5.9489148	5.9457164	4.1206460	0.0619400	0.8058612	-3.363
203000	5.8569309	5.7513498	4.4014525	0.0247088	0.9427290	-2.113
204000	5.8419999	5.7617012	4.4467158	0.1394667	1.4859876	-6.043
205000	5.7950731	5.7906474	4.1969763	0.0471232	1.1670888	-2.052
206000	5.8682953	5.8671165	4.3299795	0.0381693	1.2367280	-2.220
207000	5.7801769	5.7450216	4.4834438	0.0538895	0.8892878	-1.628
208000	5.9209368	5.8216686	4.5107705	0.1548713	1.1654691	-2.818
209000	5.8289377	5.7674865	4.3698729	0.0433568	0.8047703	-1.933
210000	5.7889871	5.7773618	4.2253567	0.1144054	0.8542308	-2.383
211000	5.7938903	5.6702322	4.1677717	0.0376302	0.9142829	-2.702
212000	5.9457624	5.9269334	4.4614161	0.0830688	1.2336719	-2.564
213000	5.8575926	5.7949105	4.4173320	0.0782466	1.2567934	-5.854
214000	5.8442334	5.8293732	4.1391410	0.0539949	1.5037818	-2.626
215000	5.8416628	5.8131264	4.4272231	0.0548144	0.5791626	-2.276
216000	5.8849177	5.8603454	4.3518633	0.1570015	1.0351391	-2.410
217000	5.8541821	5.8333220	4.3823084	0.0282871	0.9145313	-5.197
218000	5.9920727	5.9853917	4.3436047	0.0361083	0.7112558	-3.235
219000	5.8620127	5.8261940	4.3087097	0.0374858	0.8323943	-1.174
220000	5.8156256	5.7517646	4.3160665	0.0386500	0.8962839	-2.225
221000	5.8327536	5.7369764	4.4566454	0.0466714	1.1277954	-3.114
222000	5.7764782	5.6970479	4.2806928	0.0305831	0.7511721	-12.502
223000	5.9141232	5.8696026	4.4271383	0.0366062	1.1115296	-2.839
224000	5.8386296	5.7690112	4.1546470	0.0704920	1.1326307	-3.795
225000	5.9057530	5.7981451	4.1905402	0.0380927	1.0010869	-1.213
226000	5.8349567	5.8165676	4.1209397	0.0421496	1.0119782	-3.362
227000	5.8315826	5.8199762	4.1142880	0.0582003	0.6875563	-7.772
228000	5.9050104	5.8834458	4.2875204	0.0415243	0.7830712	-4.927
229000	5.9101240	5.8836551	4.1242071	0.0731011	1.2756753	-3.171
230000	5.9269362	5.9091292	4.4867498	0.0360673	0.7254206	-3.432
231000	5.8774550	5.8756038	4.1823322	0.0726296	0.7363012	-3.168
232000	5.8810208	5.7938455	4.1897988	0.1075453	0.9180142	-2.349
233000	5.8770278	5.6410764	4.1692667	0.0291156	0.7315206	-1.148
234000	5.8231941	5.8134308	4.4475922	0.0768194	1.0324127	-2.007
235000	5.8856244	5.8671269	4.2936003	0.0851509	0.9583627	-4.323
236000	5.9127166	5.8920055	4.2427769	0.0338414	0.5045035	-0.343
237000	5.7954139	5.7903688	4.2621314	0.0465926	1.1085901	-1.201
238000	5.8145864	5.7984034	4.1718543	0.0452519	0.9033337	-1.720
239000	5.8421808	5.8356264	4.2155843	0.0529739	0.8605392	-1.453
240000	5.8815487	5.7511015	4.4431902	0.0371129	0.9167099	-3.669
241000	5.9213193	5.6903554	4.1935747	0.0306437	0.8753283	-1.582
242000	5.8219554	5.7006446	4.4721394	0.0458566	1.0614084	-3.738
243000	5.8039112	5.6065596	4.3226397	0.0837237	1.1464285	-3.144
244000	5.9281127	5.8380932	4.4204819	0.0367304	0.8632964	-1.327
245000	5.9801321	5.9141216	4.3848623	0.0211069	0.8509935	-4.988
246000	5.7681242	5.6283176	4.2641764	0.0221172	0.5048148	-7.077
247000	5.7994296	5.7856704	4.1808389	0.0385647	1.3118165	-2.492
248000	5.9123302	5.8425716	4.4205011	0.0691960	1.0751399	-2.036
249000	5.8853979	5.7740078	4.2115498	0.0316803	1.2112155	-2.636
250000	5.8330276	5.7968954	4.5522679	0.0779753	1.0609934	-2.171
251000	5.8084451	5.7706021	4.2632305	0.0248487	1.0224462	-4.285
252000	5.8439331	5.8396659	4.1881046	0.0876541	0.9314061	-2.276
253000	5.8641574	5.8568555	4.1521451	0.0402030	0.8095830	-3.492
254000	5.9336918	5.7158819	4.1290649	0.0159345	0.9080112	-2.606
255000	5.7643262	5.7019464	4.3003959	0.0451589	0.9573227	-4.570
256000	5.9172046	5.8957429	4.4955259	0.0423033	0.7166286	-3.805
257000	5.8131543	5.7765827	4.4055298	0.0560201	1.4993824	-1.513
258000	5.8998403	5.7824110	4.2585389	0.0748230	0.9028865	-4.078
259000	5.7673488	5.7644157	4.1349216	0.0731160	0.8039134	-3.591
260000	5.8345996	5.8267211	4.3503661	0.0390351	0.9599553	-2.950
261000	5.8635552	5.8558269	4.5317534	0.0921145	0.8986127	-1.352
262000	5.8900939	5.7287981	4.2795748	0.0318467	1.0425379	-7.995
263000	5.7145655	5.6957493	4.4524742	0.1039508	0.9277908	-3.084
264000	5.8719148	5.8462136	4.2761026	0.0792455	0.7823674	-3.573
265000	5.8717207	5.7458640	4.4013618	0.0203824	0.7078140	-6.062
266000	5.7284276	5.4759688	4.1952566	0.0246492	1.1257380	-3.434
267000	5.8467842	5.7740245	4.1669442	0.0484495	0.8273559	-6.021
268000	5.7827303	5.7744248	4.1641121	0.0622041	1.1252357	-3.621
269000	5.8738015	5.8119353	4.3919750	0.0330105	1.1618478	-0.712
270000	5.7685973	5.7600467	4.1791676	0.0273485	0.7804017	-3.212
271000	5.9500768	5.9423781	4.1686616	0.0190873	0.8211700	-1.922
272000	5.7948442	5.7753611	4.4092196	0.0183656	0.8797832	-2.271
273000	5.9137531	5.8518194	4.4415079	0.0617673	0.9807497	-3.896
274000	5.7708993	5.6402996	4.1299155	0.0504702	0.8573910	-2.803
275000	5.9206859	5.8153499	4.1495379	0.0483375	0.8108345	-2.424
276000	5.7955438	5.7656674	4.3279220	0.0762771	0.4741858	-0.728
277000	5.8374547	5.7918966	4.5267483	0.0459396	0.9714714	-0.691
278000	5.8339280	5.8262374	4.1771811	0.0710539	0.9018642	-5.014
279000	5.8319922	5.8198435	4.4177175	0.0714244	1.2560123	-2.175
280000	5.8031257	5.7142371	4.2302774	0.0392803	1.0787386	-1.086
281000	5.9640585	5.7548367	4.2098340	0.0273625	1.1683010	-4.102
282000	5.8407120	5.8185707	4.2502238	0.0441555	0.8259506	-1.033
283000	5.7389043	5.6882458	4.1722507	0.0717143	0.7281540	-4.351
284000	5.8568470	5.7712082	4.2446063	0.1063268	0.6680597	-6.289
285000	5.9058765	5.8744585	4.2409222	0.0663843	0.9176246	-3.181
286000	5.7645930	5.6493228	4.3770256	0.0346767	1.0616747	-2.765
287000	5.9002617	5.8982783	4.2085024	0.0660353	0.7488995	-2.297
288000	5.8514593	5.8465740	4.1723946	0.0510663	1.0865366	-1.591
289000	5.9189033	5.6686440	4.1139772	0.0386015	1.1368473	-2.603
290000	5.8965023	5.7978734	4.3253741	0.0866458	1.4432185	-1.282
291000	5.8662390	5.8579454	4.2029065	0.0618732	0.7955394	-2.377
292000	5.7901810	5.7841558	4.1988784	0.0128835	1.0407054	-1.215
293000	5.8718647	5.7727044	4.2962041	0.0240171	0.7229248	-3.589
294000	5.9950764	5.9786870	4.3746186	0.0580572	0.9377133	-1.029
295000	5.8268277	5.8129201	4.3330320	0.0307472	0.6547338	-3.453
296000	5.9228561	5.8409576	4.2076794	0.1116433	1.4057138	-4.622
297000	5.8509480	5.6930636	4.2069366	0.0256261	0.4557166	-9.376
298000	5.7866105	5.6438482	4.1723322	0.0173914	0.9986641	-1.833
299000	5.9134288	5.9096972	4.4353914	0.0229807	0.7641748	-0.444
300000	5.8394523	5.8308297	4.1649559	0.0565084	0.8615080	-1.641
301000	5.8592706	5.8114366	4.2414319	0.0387919	0.7738622	-1.399
302000	5.8987049	5.8739548	4.1869889	0.0463291	1.4911162	-5.354
303000	5.8169131	5.7954879	4.1780050	0.0555468	0.9846722	-3.176
304000	5.9338815	5.6951397	4.4380844	0.0112733	1.1706629	-2.298
305000	5.8336001	5.7697673	4.1209937	0.0257634	0.6860167	-2.858
306000	5.9186843	5.8667841	4.3437460	0.1018160	0.8639560	-3.736
307000	5.9047278	5.8791532	4.2302386	0.0174524	0.8955760	-5.084
308000	5.8831137	5.8204755	4.4003407	0.0225171	0.8624161	-1.651
309000	5.7972731	5.7809074	4.4433385	0.0459167	0.6779428	-4.607
310000	5.8797085	5.8493091	4.3042826	0.0430668	0.7302545	-2.602
311000	5.8567920	5.8419118	4.3077898	0.0733818	0.6765445	-3.924
312000	5.8346602	5.8290865	4.3558686	0.0600656	1.0921230	-2.552
313000	5.8330725	5.5363983	4.3483825	0.0739026	1.0731468	-7.132
314000	5.9152381	5.8771616	4.2259135	0.0336283	0.4649581	-2.735
315000	5.6803145	5.6291229	4.1444998	0.0315501	0.8957413	-4.399
316000	5.8084286	5.8027349	4.1697249	0.0644573	1.0553873	-2.999
317000	5.8064613	5.5749560	4.1563476	0.0388967	1.2615103	-6.978
318000	5.8104517	5.7808539	4.2191458	0.0383938	0.8495849	-1.214
319000	5.9150023	5.7109262	4.1986023	0.0261100	1.0159397	-5.572
320000	5.9297165	5.8825136	4.2663827	0.0368921	0.9054658	-0.700
321000	5.7779725	5.6450078	4.3812924	0.0357974	0.9668947	-1.543
322000	5.8728770	5.7259610	4.2567397	0.0145876	1.2874243	-1.148
323000	5.8081687	5.5063528	4.1284928	0.0297464	1.3694104	-5.111
324000	5.8383792	5.7868373	4.2211789	0.0485385	1.0536278	-3.410
325000	5.8830065	5.8008609	4.5045303	0.0409430	0.7760770	-1.502
326000	5.8592760	5.7902909	4.5065835	0.0371269	0.8372127	-3.853
327000	5.8808940	5.7972720	4.3330855	0.0433908	0.9354917	-0.879
328000	5.8801253	5.8684599	4.3649641	0.0472437	0.9656790	-1.405
329000	5.8711386	5.8661628	4.4190688	0.0762751	0.9182678	-0.629
330000	5.9340986	5.9204957	4.1107726	0.0261329	0.9971191	-1.172
331000	5.9467859	5.9415554	4.4034762	0.1137254	1.1398292	-1.766
332000	5.8470272	5.8037128	4.2036896	0.0297076	0.7040816	-7.256
333000	5.8317824	5.7787739	4.1323870	0.1297385	0.8829965	-4.070
334000	5.7927005	5.6762483	4.1209164	0.0555947	0.7337182	-3.002
335000	5.8987211	5.7934424	4.1574672	0.0426001	0.8573514	-3.381
336000	5.9358798	5.9193474	4.2762991	0.0827853	0.8339977	-1.874
337000	5.9135371	5.8650039	4.4333262	0.1967215	1.3130098	-2.725
338000	5.9285242	5.8936871	4.1448954	0.0422699	0.5829080	-3.500
339000	5.8647863	5.8058038	4.1916198	0.0399969	0.8324592	-1.787
340000	5.7486481	5.6979007	4.2209555	0.0404391	0.6875460	-6.350
341000	5.7740405	5.7322413	4.2264929	0.0439740	0.6824905	-4.696
342000	5.8345768	5.8018911	4.0699946	0.0646841	0.8400687	-2.648
343000	5.7467344	5.7089335	4.3186657	0.0273526	0.8967027	-1.932
344000	5.8536850	5.7884047	4.2702340	0.0269867	1.2017117	-1.821
345000	5.9130898	5.8820393	4.3104044	0.0589948	0.7465454	-4.538
346000	5.8830610	5.8622368	4.2660230	0.0619326	0.8942837	-3.716
347000	5.8477938	5.8051190	4.4129161	0.0237684	1.0938048	-1.780
348000	5.9619558	5.9061821	4.2214816	0.0227713	0.6948123	-3.279
349000	6.0041261	5.9726333	4.4109411	0.0435738	0.8509587	-7.287
350000	5.8146383	5.7921162	4.2298618	0.0451883	0.7710973	-1.170
351000	5.8817129	5.7935468	4.2057395	0.0299377	0.6578567	-2.519
352000	5.8547227	5.8537577	4.3844633	0.0610108	0.7490923	-0.940
353000	5.8973916	5.8090024	4.1571885	0.0297406	1.0520440	-0.609
354000	5.7782244	5.7779130	4.2513229	0.0363774	0.8081572	-0.416
355000	5.9089095	5.8559432	4.2653034	0.0251779	0.6781158	-1.204
356000	5.8920638	5.8103001	4.1518963	0.0213332	0.8463227	-4.435
357000	5.9425317	5.9176345	4.2926779	0.0442706	0.9941989	-1.937
358000	5.8413937	5.7968012	4.1741597	0.0361633	0.9785237	-7.247
359000	5.8144466	5.8091615	4.1450773	0.0269029	0.6473072	-4.232
360000	5.7168155	5.6474756	4.1353291	0.0242378	1.0375715	-0.524
361000	5.7958878	5.7516381	4.3567692	0.0413462	0.9817215	-1.835
362000	5.8631631	5.8077670	4.1356739	0.0515192	1.3439658	-2.055
363000	5.8099586	5.7987441	4.2146301	0.0702757	0.4728456	-2.540
364000	5.9352955	5.8711957	4.4677555	0.0745027	1.4209785	-4.511
365000	5.8583048	5.7959759	4.2844580	0.0458762	0.8899297	-5.974
