Gen	t_n5	t_n6	t_n7	mu	sigma2	lnL
41000	5.8258931	5.7931865	4.1418959	0.0240402	1.0958868	-3.186
42000	5.7914040	5.6937093	4.4138985	0.0429598	0.9189332	-2.158
43000	5.8959136	5.8527174	4.2831068	0.0317671	0.7620315	-3.063
44000	5.9355013	5.9265552	4.2141852	0.1005457	0.9194333	-0.936
45000	5.7236135	5.6683514	4.1555415	0.0232086	1.4644355	-1.820
46000	5.7915877	5.7189417	4.1974395	0.1035322	1.0914808	-5.298
47000	5.7626258	5.7511613	4.1274942	0.1364032	1.2069363	-2.196
48000	5.7708242	5.4624680	4.1696390	0.0193212	0.8606879	-8.275
49000	5.8296777	5.7626492	4.1275065	0.0336341	0.6209591	-7.024
50000	5.8226285	5.7406075	4.5092186	0.0530050	1.0361271	-3.906
51000	5.9137773	5.8950824	4.1685817	0.0433349	0.9516953	-3.239
52000	5.7061042	5.6499945	4.3284460	0.0659697	1.2143133	-2.412
53000	5.9614048	5.9453080	4.4556748	0.0616356	0.8275515	-2.967
54000	5.9486511	5.9372308	4.3653224	0.0223708	0.7684012	-2.623
55000	5.9011702	5.8389797	4.1657677	0.0579602	1.2057151	-1.618
56000	5.8764459	5.7014584	4.4546117	0.0449080	1.0739779	-3.027
57000	5.8450875	5.8142305	4.3979656	0.0626964	1.0218131	-2.036
58000	5.8855852	5.8273675	4.1240650	0.0414235	1.0471204	-3.168
59000	5.9405333	5.9267462	4.2917455	0.0623193	0.6606467	-1.253
60000	5.8590956	5.7429020	4.2777624	0.0282797	1.1663354	-0.494
61000	5.8890620	5.8141874	4.1762527	0.0430643	0.9584376	-3.735
62000	5.7480697	5.7474987	4.1569685	0.0467091	0.9054646	-2.922
63000	5.8004561	5.7920813	4.3743746	0.0587069	0.8480289	-1.937
64000	5.8678886	5.7070517	4.1961111	0.0168647	0.7993095	-2.327
65000	5.9113483	5.8998497	4.1870418	0.0346126	0.9722663	-1.583
66000	5.8320286	5.8063374	4.1967086	0.0313512	0.7950864	-2.518
67000	5.7909858	5.7613514	4.2007144	0.0238802	1.1805528	-2.052
68000	5.8956828	5.7856565	4.3066880	0.1073541	1.1985546	-5.337
69000	5.8345249	5.6727496	4.2704239	0.0327113	0.8186010	-1.497
70000	5.9230375	5.9217527	4.2684629	0.0227790	0.7693152	-1.389
71000	5.8208389	5.8169442	4.4021658	0.1095710	0.7862193	-1.678
72000	5.7344571	5.6861904	4.1243138	0.0296883	1.1908406	-4.676
73000	5.9149558	5.8813041	4.2409790	0.0500511	0.8748768	-5.938
74000	5.7897259	5.7832301	4.5118253	0.0591697	1.2013045	-0.744
75000	5.8177409	5.8169274	4.2787302	0.0587668	1.2461483	-0.639
76000	5.7899893	5.7585556	4.2212874	0.0829198	0.8619173	-4.937
77000	5.8331084	5.8082934	4.4712250	0.0413493	1.3503466	-2.497
78000	5.9180430	5.8064344	4.1589582	0.1136470	1.2009040	-2.812
79000	5.9038618	5.8393086	4.3544957	0.0415722	1.0248124	-1.713
80000	5.8723653	5.8482500	4.4930217	0.0555807	0.7252413	-2.963
81000	5.8648468	5.7031531	4.2069254	0.0651080	1.3104841	-4.592
82000	5.7985514	5.6425929	4.4938595	0.0423267	1.4243100	-6.153
83000	5.8827679	5.7634068	4.1451864	0.0806826	0.7099857	-6.499
84000	5.7213830	5.7050836	4.3528686	0.0530827	0.7223991	-2.014
85000	5.8777237	5.8609318	4.2489575	0.0250410	0.6335132	-2.425
86000	5.9448362	5.9266379	4.2041871	0.0486476	0.6489154	-0.722
87000	5.7981554	5.7090586	4.2296585	0.0161359	1.2102021	-5.020
88000	5.7793998	5.7037584	4.1554144	0.0351987	0.6640423	-7.572
89000	5.7802026	5.7632374	4.4192694	0.1329386	0.9038426	-4.874
90000	5.8838772	5.8609128	4.1578718	0.0537264	1.1308247	-0.487
91000	5.8478070	5.8090415	4.1975281	0.0367518	0.7243161	-2.243
92000	5.9274138	5.6515582	4.2899515	0.0512477	0.7710308	-3.222
93000	5.8341143	5.7055842	4.1516859	0.0260530	0.9819405	-1.056
94000	5.8214054	5.6555266	4.1304014	0.0296636	1.1349024	-1.415
95000	5.7768176	5.7648126	4.2737535	0.0640234	1.1134636	-2.866
96000	5.9324270	5.9116901	4.1328420	0.0252784	0.7239946	-1.285
97000	5.7908363	5.7822350	4.2909888	0.0495813	0.7654681	-0.443
98000	5.8114466	5.7238853	4.1715740	0.0212570	1.0608092	-1.173
99000	5.7963475	5.7799700	4.1956628	0.0570506	0.7923867	-5.853
100000	5.8470414	5.8416442	4.3281100	0.0731287	1.1910633	-1.562
101000	5.8524938	5.8323420	4.4794478	0.0612345	1.0644649	-3.926
102000	5.9430933	5.9326567	4.4899748	0.0549518	1.1822534	-5.092
103000	5.7517546	5.7008063	4.1054785	0.0632302	1.1526297	-2.578
104000	5.8176748	5.7852186	4.1652834	0.0423919	0.8150257	-1.529
105000	5.8978453	5.7623338	4.3230798	0.0406777	0.8782154	-2.447
106000	5.8614220	5.8182648	4.1577081	0.0899781	0.8669978	-4.689
107000	5.9030558	5.7231609	4.1658439	0.0179698	0.9584270	-0.855
108000	5.8017182	5.7915024	4.1902164	0.0795547	1.3592658	-2.526
109000	5.7990711	5.7381029	4.1979769	0.0418955	1.0489557	-0.795
110000	5.8308112	5.8299716	4.3742744	0.1515075	0.8395665	-2.142
111000	5.8274913	5.4030641	4.1491308	0.0261338	0.9225029	-2.623
112000	5.7927411	5.7165706	4.2653305	0.0936123	0.7094444	-4.830
113000	5.8303379	5.7623436	4.1126347	0.0185408	0.8550759	-3.661
114000	5.8381953	5.7801543	4.3461687	0.0758622	1.0014739	-4.585
115000	5.8187718	5.8045688	4.1747243	0.0345544	0.7615174	-1.749
116000	5.8449258	5.7366004	4.1632695	0.0354554	1.3042238	-1.149
117000	5.9147035	5.6715063	4.3084758	0.0409354	0.8951016	-3.460
118000	5.8347156	5.7160363	4.3840103	0.0480305	1.0448151	-7.878
119000	5.9753804	5.9442534	4.1275830	0.0583461	0.6231757	-0.664
120000	5.8723762	5.8385645	4.5034978	0.0360005	1.2336892	-3.623
121000	5.8501320	5.7327306	4.2851554	0.0284313	0.7200016	-3.422
122000	5.8065189	5.8054296	4.4307381	0.0855820	0.8458050	-0.763
123000	5.9230184	5.8870668	4.4406913	0.0560559	1.0484529	-1.595
124000	5.8610711	5.7422076	4.2244822	0.0185989	0.8927097	-2.929
125000	5.8514891	5.8364180	4.1518906	0.0632289	1.2067745	-1.070
126000	5.9494905	5.9152584	4.1931058	0.0564176	0.5186497	-7.889
127000	5.8003714	5.7709494	4.1801101	0.0379071	0.7809829	-5.169
128000	5.8164364	5.7213359	4.3229950	0.0212623	0.6894995	-0.488
129000	5.7510766	5.7368570	4.3117074	0.0368672	1.1316947	-3.028
130000	5.9712657	5.7748454	4.1199073	0.0321041	0.8392543	-5.093
131000	5.8594973	5.7572962	4.3613065	0.0599063	1.6383105	-1.060
132000	5.9084022	5.8875007	4.1662852	0.0263539	0.9331228	-2.878
133000	5.7839194	5.5160703	4.2381151	0.0431846	0.9881477	-6.189
134000	5.8585837	5.8485350	4.4586264	0.0868271	1.2437300	-1.853
135000	5.8186762	5.8011617	4.3539266	0.0419650	0.8038162	-2.645
136000	5.8533018	5.8440046	4.2430064	0.0263309	0.8579326	-2.363
137000	5.8656358	5.7979161	4.1895188	0.0235570	0.9120205	-3.771
138000	5.9268910	5.8356236	4.4943709	0.0544775	1.2758136	-4.660
139000	5.8163198	5.7653975	4.3438199	0.0466989	0.8710385	-2.583
140000	5.8989467	5.8750364	4.2048380	0.0843280	0.5447504	-2.406
141000	5.8623962	5.8454062	4.3680053	0.0841887	0.8858767	-4.133
142000	5.8049139	5.6724900	4.1737130	0.0500721	1.0366314	-4.947
143000	5.8561923	5.7954792	4.4572830	0.0969205	1.3007072	-3.709
144000	5.8776219	5.7145376	4.3176872	0.0519695	0.8868857	-1.959
145000	5.8734331	5.8645327	4.4418038	0.1289439	1.3868941	-2.408
146000	5.8988928	5.8876921	4.1159375	0.0409419	0.7385052	-6.476
147000	5.9049483	5.7937172	4.3385621	0.0577511	1.4039759	-1.570
148000	5.7911969	5.7580828	4.1266503	0.0386048	0.7277962	-1.873
149000	5.9070860	5.9037442	4.2743933	0.0669239	0.9819439	-2.292
150000	5.7377352	5.7229861	4.1623483	0.0600494	0.6164321	-0.961
151000	5.7257802	5.7122985	4.1896407	0.0435223	0.8714716	-0.057
152000	5.8271827	5.8074753	4.4976912	0.0295793	0.6956891	-4.662
153000	5.9412945	5.9290297	4.5002745	0.2099836	0.9254963	-4.073
154000	5.8911384	5.8587248	4.2998380	0.0933234	0.6786005	-4.045
155000	5.7240339	5.6992701	4.5325183	0.0452251	0.9777370	-6.998
156000	5.9021429	5.8942576	4.2713093	0.0377250	0.6542287	-3.045
157000	5.8662361	5.8202503	4.1942319	0.0217599	1.3890069	-1.072
158000	5.8531167	5.8312928	4.2549823	0.0537846	0.6505256	-1.816
159000	6.0198353	5.9299376	4.1869616	0.0335026	0.7302593	-2.774
160000	5.8336000	5.7548195	4.2490836	0.0119436	1.2483167	-1.277
161000	5.8650775	5.6954605	4.1281675	0.0198685	1.1891183	-5.702
162000	5.7264181	5.7243949	4.2345793	0.0310878	1.7571279	-1.323
163000	5.8330817	5.8200132	4.1589573	0.0829803	1.3796788	-7.398
164000	5.8637332	5.8525471	4.2628553	0.0626327	0.4943648	-4.361
165000	5.8355202	5.7896336	4.3456814	0.0499523	1.4196091	-1.413
166000	5.8100082	5.7226855	4.3392194	0.0391258	1.2516438	-0.659
167000	5.8028028	5.7452688	4.2342900	0.0722148	0.8673828	-1.810
168000	5.8666025	5.7895689	4.2510723	0.0538394	0.5909927	-7.345
169000	5.8374131	5.7241818	4.1517490	0.0511248	0.8362377	-2.743
170000	5.7738318	5.7522246	4.1222935	0.0324389	1.1094706	-1.692
171000	5.8264813	5.7537584	4.1615122	0.0117808	1.2799699	-3.017
172000	5.8850121	5.8766396	4.2760009	0.0282245	0.5373289	-1.280
173000	5.7674212	5.6913804	4.3263526	0.0496208	1.4697438	-3.834
174000	5.7616341	5.7281311	4.3021508	0.1327672	1.0106704	-2.238
175000	5.7182218	5.7037548	4.1270617	0.0372669	1.1430972	-1.554
176000	5.8391463	5.7409656	4.5226592	0.0521383	0.7740679	-2.652
177000	5.7461273	5.7190098	4.0931704	0.0486390	1.2798377	-5.265
178000	5.8060227	5.7502680	4.1774252	0.0327348	0.5962412	-4.408
179000	5.8885841	5.8859066	4.1556434	0.0465312	0.8449500	-2.189
180000	5.7949222	5.7804199	4.1804376	0.0431759	0.6611367	-1.958
181000	5.8129777	5.8004512	4.3992833	0.0445094	0.6143464	-4.142
182000	5.7176683	5.7098841	4.1485058	0.0307395	0.9588113	-2.428
183000	5.8271548	5.7082656	4.2892598	0.0265898	0.5240732	-2.446
184000	5.7804022	5.7459073	4.3731144	0.0545808	0.7881195	-1.416
185000	5.9556976	5.9531941	4.2247668	0.0421682	0.7536613	-5.550
186000	5.8412150	5.7977205	4.2572270	0.0436506	0.8867836	-2.061
187000	5.7856015	5.7606466	4.5040142	0.0449001	1.0635567	-0.974
188000	5.8318300	5.8286573	4.3296628	0.0695503	1.4447167	-4.881
189000	5.8642199	5.8571466	4.1306672	0.0363029	0.7698005	-3.256
190000	5.7945014	5.7802299	4.1917840	0.0392707	0.7422758	-6.820
191000	5.9108737	5.8757853	4.4559345	0.0867912	0.8431290	-2.460
192000	5.7338378	5.6742141	4.3948634	0.0166967	0.8263069	-2.836
193000	5.8661654	5.5408071	4.2173538	0.0348641	1.1538027	-6.978
194000	5.8694209	5.8585491	4.0959118	0.0255512	1.1433664	-1.017
195000	5.9090326	5.8187546	4.2290842	0.0346266	0.7093953	-0.691
196000	5.8553804	5.8257510	4.5074552	0.0636574	1.0233389	-6.214
197000	5.8820601	5.6966047	4.1799944	0.0382775	0.8931125	-2.706
198000	5.7993017	5.5327302	4.2944973	0.0168950	1.0518869	-1.693
199000	5.8694817	5.8642452	4.2582203	0.0845955	0.6895955	-3.182
200000	5.9012195	5.8645125	4.1664426	0.0786368	0.9596352	-2.271
201000	5.8266460	5.7354890	4.3253778	0.0674932	1.4003493	-1.826
202000	5.8858013	5.6957377	4.4227994	0.0577158	1.9013018	-3.451
203000	5.9296059	5.7874007	4.1565568	0.0724202	0.9882807	-2.487
204000	5.8448387	5.8155215	4.1116299	0.0349940	1.0321043	-0.276
205000	5.7724073	5.7207129	4.3847138	0.0609725	0.9054478	-3.036
206000	5.7165761	5.6936075	4.3121250	0.0364092	1.2212465	-1.238
207000	5.8465751	5.8268537	4.2905436	0.0787788	0.9545417	-3.947
208000	5.8578866	5.8533873	4.1378172	0.0324925	0.9018499	-3.329
209000	5.8210688	5.8071290	4.2621756	0.0486910	0.8594640	-2.237
210000	5.7335185	5.6822006	4.2224288	0.0175741	0.9288523	-3.509
211000	5.7893861	5.7287680	4.3792815	0.0695744	0.4668831	-3.733
212000	5.8519272	5.8272171	4.2582695	0.0729070	1.3947465	-0.564
213000	5.9643866	5.9223670	4.4248051	0.0242759	0.9296870	-1.427
214000	5.7783097	5.7607539	4.2949335	0.0829796	0.7103102	-3.644
215000	5.8543606	5.8396573	4.4173118	0.0741214	1.0407459	-1.665
216000	5.8947428	5.8410012	4.1143259	0.0474060	0.9175753	-3.905
217000	5.8909188	5.8733634	4.4229892	0.0877259	1.4690559	-0.902
218000	5.9068823	5.8358204	4.1747507	0.0858921	0.8117122	-3.542
219000	5.8913650	5.8663936	4.1449091	0.0761791	1.1516334	-1.586
220000	5.8017678	5.6778305	4.1465684	0.0268973	0.7361842	-7.431
221000	5.9180066	5.8761314	4.2623786	0.0659909	1.1571578	-2.243
222000	5.9163281	5.9046677	4.2749645	0.0223459	0.8862663	-4.033
223000	5.9458475	5.5787948	4.2471027	0.0377625	1.0400351	-5.842
224000	5.8522736	5.7949895	4.1664117	0.0364772	0.8653211	-4.975
225000	5.8485110	5.8191630	4.3194695	0.0865782	0.9985367	-1.478
226000	5.8180360	5.6807034	4.1527238	0.0170400	0.9251017	-1.580
227000	5.8264284	5.7412292	4.2580452	0.0247101	1.0536036	-3.556
228000	5.8473862	5.7766215	4.2352538	0.0165140	0.9623097	-3.281
229000	5.8038796	5.7207054	4.1502902	0.0230640	1.1484349	-1.571
230000	5.7739438	5.7452266	4.3187248	0.0396865	1.0752235	-3.508
231000	5.8866159	5.8802210	4.4194179	0.0242572	0.8137362	-0.169
232000	5.8394456	5.8333238	4.4361789	0.0450377	0.9739425	-1.913
233000	5.8936750	5.8605654	4.2021984	0.0712227	0.7481621	-2.630
234000	5.8747403	5.8301178	4.4049969	0.0172253	0.9799843	-2.821
235000	5.7871545	5.7752401	4.2410699	0.0418772	0.8753932	-3.932
236000	5.9058890	5.8598458	4.1378752	0.0492609	1.0560302	-1.734
237000	5.9088628	5.9045701	4.3000079	0.0623379	0.9193389	-0.480
238000	5.8183487	5.8017600	4.3381480	0.1176569	0.8919779	-2.756
239000	5.7739179	5.7360596	4.3720442	0.0826689	0.9554315	-1.491
240000	5.8660724	5.7865447	4.2343418	0.0494006	0.8692595	-1.411
241000	5.8344565	5.8020344	4.4851320	0.0257855	0.8514961	-2.813
242000	5.7720020	5.7655709	4.1858835	0.0242247	0.8008278	-4.136
243000	5.7980899	5.7685299	4.2706681	0.0618692	0.9379339	-2.402
244000	5.8249353	5.8132049	4.2948114	0.0413372	0.8522766	-8.945
245000	5.8130393	5.7290449	4.3711991	0.0249067	1.0020522	-7.566
246000	5.9314788	5.9197360	4.2190443	0.0230330	1.0075957	-1.410
247000	5.8449463	5.7955274	4.1441757	0.0535283	0.7917773	-4.935
248000	5.8740973	5.7989551	4.2713280	0.0598789	0.8544696	-4.259
249000	5.8466660	5.7435589	4.1979017	0.0925835	1.1969984	-3.863
250000	5.8516587	5.6938748	4.4584349	0.0379359	0.8243562	-10.000
251000	5.9439017	5.9146813	4.3679814	0.0395284	0.7609898	-3.495
252000	5.9310050	5.8011300	4.1561362	0.0207206	0.8588815	-2.057
253000	5.8228808	5.7515717	4.1155444	0.0490427	0.7542153	-1.728
254000	5.8749827	5.8690516	4.1542668	0.0831761	1.1492038	-4.012
255000	5.8725471	5.8339310	4.1207344	0.0308496	1.2984854	-6.623
256000	5.7915900	5.7121237	4.4764416	0.0578536	1.0010935	-3.721
257000	5.8417713	5.8308868	4.1835018	0.0906059	0.8047025	-2.595
258000	5.8269998	5.7450887	4.1510258	0.0799745	0.7312807	-2.965
259000	5.8903176	5.8820853	4.2952890	0.0637178	0.6634025	-2.241
260000	5.9142566	5.8759910	4.3959572	0.0788242	0.7728667	-5.783
261000	5.7991969	5.7801190	4.2815065	0.0818191	0.7987939	-1.061
262000	5.8511820	5.8056691	4.3368123	0.0442036	1.0059146	-1.105
263000	5.8228228	5.8108044	4.3302456	0.1188969	0.6963903	-1.377
264000	5.9302582	5.8173870	4.1289505	0.0663231	0.6190384	-2.589
265000	5.8660616	5.8216422	4.1433387	0.0370979	1.0882961	-2.496
266000	5.7694141	5.6948866	4.2020959	0.0247737	0.8873677	-0.573
267000	5.8747083	5.8462016	4.1989639	0.0353308	0.7517769	-3.033
268000	5.9057869	5.8735420	4.2992588	0.0626460	1.2262210	-2.830
269000	5.9156762	5.8817881	4.4241750	0.1067656	1.0307961	-5.093
270000	5.7844161	5.7569211	4.3256586	0.0472546	0.8572343	-4.579
271000	5.7509092	5.6999022	4.4384026	0.1010493	1.2280420	-6.813
272000	5.8654144	5.7583783	4.2800396	0.0386546	0.7081197	-1.544
273000	5.8415710	5.8272914	4.1654300	0.0920158	1.0139315	-1.965
274000	5.9569428	5.9307526	4.1510719	0.1037452	1.0966936	-2.421
275000	5.6900570	5.6374605	4.3408982	0.0552873	0.8735828	-1.844
276000	5.8835879	5.8818928	4.3154366	0.1066940	0.9977100	-1.530
277000	5.7535050	5.7079291	4.1275476	0.0371774	0.7956917	-1.647
278000	5.8684491	5.7936470	4.4507824	0.0447257	1.1122519	-3.092
279000	5.7949781	5.6332527	4.1944299	0.0357827	1.0006380	-2.198
280000	5.7373186	5.5632691	4.1831141	0.0180477	0.9587417	-2.704
281000	5.8517316	5.7712287	4.4390385	0.0381317	0.8433271	-1.921
282000	5.8600309	5.7907411	4.3895540	0.0415537	0.6710609	-2.036
283000	5.9504000	5.8341596	4.1315094	0.1052790	0.7403672	-3.796
284000	5.8841280	5.8560021	4.1980589	0.0426797	0.7578747	-0.872
285000	5.8890784	5.8343432	4.1884274	0.0383637	0.7648070	-2.919
286000	5.7852032	5.7787332	4.1658137	0.0350264	0.8236212	-3.724
287000	5.8230037	5.7999177	4.1290944	0.0574839	0.9758595	-1.179
288000	5.8286461	5.7414141	4.1704498	0.0242081	1.0854677	-1.295
289000	5.8767499	5.8282750	4.3613023	0.1205290	1.3513424	-2.327
290000	5.8572444	5.7502910	4.1542573	0.0415401	0.7508454	-3.966
291000	5.8969166	5.8894358	4.5768821	0.1240869	0.9745608	-1.006
292000	5.8620397	5.8093989	4.4930182	0.0476479	0.7171206	-5.322
293000	5.7418561	5.7149514	4.1971878	0.0161694	0.9215991	-2.967
294000	5.8702968	5.5963894	4.3788470	0.0349490	0.9034275	-7.708
295000	5.8287747	5.7601754	4.3802573	0.0453573	0.9167523	-0.358
296000	5.8836569	5.7298270	4.2037557	0.0307505	0.7879772	-0.308
297000	5.8686919	5.8517979	4.2098274	0.0435094	0.6015958	-2.533
298000	5.9403384	5.9049684	4.2463659	0.1435424	1.4575376	-2.919
299000	5.7726056	5.7572793	4.3423962	0.0297895	1.1829887	-0.534
300000	5.8492476	5.8408177	4.4571368	0.1604357	1.0934964	-6.440
301000	5.9395289	5.9063239	4.3567878	0.0556584	1.0771986	-1.741
302000	5.8857908	5.8523704	4.1225832	0.0418930	1.0710093	-1.539
303000	5.9050403	5.8877484	4.3841207	0.1383562	0.7416933	-3.684
304000	5.8848838	5.8754720	4.1626007	0.0415390	0.7245604	-1.659
305000	5.8818788	5.8796003	4.1539814	0.1090278	0.9394038	-2.947
306000	5.8757144	5.7399161	4.3355016	0.0172661	0.8801696	-1.675
307000	5.8962431	5.8717833	4.1683166	0.0335663	0.7006491	-3.066
308000	5.8333623	5.6520773	4.3455367	0.0265435	0.7575486	-3.604
309000	5.8770549	5.8013621	4.5148949	0.0736889	1.0916701	-1.939
310000	6.0019066	5.9891034	4.2828749	0.0925867	1.5423113	-2.225
311000	5.8402336	5.8216187	4.4150438	0.0539402	1.3438473	-2.370
312000	5.7165206	5.6809853	4.3198600	0.1174797	1.0990397	-2.647
313000	5.8451538	5.7942233	4.2135035	0.0426414	0.6357673	-1.179
314000	5.7914627	5.7687705	4.1198027	0.0666431	1.1058719	-0.696
315000	5.8851869	5.7674825	4.3941468	0.0367638	0.8098416	-2.623
316000	5.8458853	5.7252309	4.1821118	0.0312588	0.8312971	-3.797
317000	5.7983637	5.7751312	4.1573147	0.0496201	0.8748040	-2.818
318000	5.8858213	5.8464309	4.4243533	0.0322314	0.7086586	-2.284
319000	5.7822170	5.6347832	4.1262390	0.0296849	0.8009541	-1.487
320000	5.7970717	5.7850490	4.2889957	0.1392674	0.9676224	-3.978
321000	5.9032536	5.8584893	4.2478636	0.0437896	1.1073485	-3.986
322000	5.8140692	5.7883627	4.3745006	0.0377987	1.1222850	-5.809
323000	5.8669608	5.7594191	4.1577049	0.0403616	0.7244612	-5.937
324000	5.8525743	5.8400403	4.3146920	0.0418904	1.1550489	-1.517
325000	5.8440957	5.8351800	4.1385085	0.1370413	1.0644239	-2.233
326000	5.8012609	5.7209529	4.2889260	0.0352847	0.9635117	-1.247
327000	5.8549096	5.7387164	4.1683746	0.0471199	1.1178032	-2.476
328000	5.8806758	5.7309316	4.3416914	0.0233416	0.9046822	-1.357
329000	5.9453382	5.8980712	4.1648277	0.0748655	1.0255315	-2.581
330000	5.9165208	5.8577951	4.5169003	0.0623522	0.9166697	-2.252
331000	5.9126810	5.8803974	4.1706216	0.0529174	0.8792692	-3.517
332000	5.9339004	5.9018477	4.3178310	0.0773983	0.8272544	-1.077
333000	5.8856662	5.8222106	4.4677270	0.1065736	0.7711766	-3.824
334000	5.8137610	5.8048558	4.4196956	0.0634727	1.1744091	-1.153
335000	5.9065085	5.8708106	4.4358831	0.0674601	0.8749685	-1.364
336000	5.7506258	5.6497612	4.3015402	0.0695456	1.2294811	-1.449
337000	5.8446736	5.8176149	4.4173823	0.0515383	0.9218797	-1.538
338000	5.8800658	5.8026253	4.2948050	0.0778206	1.4678874	-1.486
339000	5.7500435	5.7231814	4.2894275	0.0544205	0.7437452	-4.257
340000	5.7922078	5.7601574	4.1570418	0.0370652	0.7765692	-3.430
341000	5.7132209	5.6691551	4.2249516	0.0300740	0.8535285	-1.539
342000	5.6792052	5.6667298	4.5034899	0.0889577	0.9175342	-0.866
343000	5.8518562	5.8299794	4.3582816	0.0978052	0.8719153	-1.304
344000	5.7982052	5.7520625	4.4679417	0.0537193	1.3993274	-0.699
345000	5.8255475	5.7947837	4.2297461	0.0466565	0.4957469	-2.008
346000	5.7985157	5.7936914	4.2224271	0.0304154	0.8184578	-0.832
347000	5.8058847	5.7788567	4.1677080	0.0486167	0.8045780	-2.404
348000	5.8529717	5.8258637	4.1793952	0.0429881	0.8644715	-1.317
349000	5.9189932	5.8951784	4.2833970	0.0322827	1.1568593	-1.023
350000	5.8108355	5.7763306	4.3799231	0.0656883	1.2814230	-0.714
351000	5.8966776	5.8189725	4.4389568	0.0409857	1.2335818	-2.799
352000	5.8469662	5.7139854	4.2346006	0.0487426	0.9749400	-3.139
353000	5.8014840	5.7863021	4.3753024	0.0229637	1.0490430	-6.385
354000	5.8230623	5.7997300	4.5116470	0.0788228	1.0819324	-1.284
355000	5.8530561	5.8350047	4.3882739	0.0647145	0.9388398	-7.335
356000	5.7876496	5.6868828	4.2024056	0.0278115	1.6896216	-4.209
357000	5.7636112	5.7463711	4.3153828	0.0835925	1.3435864	-4.985
358000	5.7989021	5.7294626	4.4126357	0.0286099	0.9165842	-1.952
359000	6.0072341	5.9053897	4.1191283	0.0601790	0.7519045	-1.836
360000	5.7635009	5.7285976	4.1027104	0.0305468	0.9368138	-0.237
361000	5.8324258	5.7147902	4.3793409	0.0260132	0.9155428	-7.101
362000	5.9195924	5.9170203	4.3877078	0.1019727	0.8577866	-3.847
363000	5.9173979	5.9173088	4.4719776	0.0919929	1.1570811	-2.696
364000	5.8528298	5.7208600	4.1972360	0.0630265	0.8813581	-4.641
365000	5.8169174	5.7824931	4.4445624	0.0442105	0.6377323	-3.023
